time,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/ART_DBP
0,,NaN,,NaN,,NaN,,,,,,
1,,-4.9562602043151855,,-495.6260070800781,,-491.88665771484375,,,,,,
2,,-4.956240177154541,,-495.6240234375,,-491.88470458984375,,,,,,
3,,NaN,,NaN,,NaN,,,,,,
4,,NaN,,NaN,,NaN,,,,,,
5,-2,NaN,-5,NaN,,NaN,100,0,3,118,116,-6
6,,NaN,,NaN,,NaN,,,,,,
7,-5,NaN,-5,NaN,,NaN,100,0,3,118,116,-5
8,,NaN,,NaN,,NaN,,,,,,
9,-5,NaN,-5,NaN,,NaN,100,0,3,118,116,-5
10,,NaN,,NaN,,NaN,,,,,,
11,-5,NaN,-5,NaN,,NaN,100,0,3,121,116,-5
12,,NaN,,NaN,,NaN,,,,,,
13,-5,NaN,-5,NaN,,NaN,99,0,3,123,116,-5
14,,NaN,,NaN,,NaN,,,,,,
15,-5,NaN,-5,NaN,,NaN,98,0,3,125,117,-5
16,,NaN,,NaN,,NaN,,,,,,
17,-5,NaN,-5,NaN,,NaN,99,0,3,124,117,-5
18,,NaN,,NaN,,NaN,,,,,,
19,-5,NaN,-5,NaN,,NaN,98,0,3,121,121,-5
20,,NaN,,NaN,,NaN,,,,,,
21,-5,NaN,-5,NaN,,NaN,99,0,3,121,124,-5
22,,NaN,,NaN,,NaN,,,,,,
23,-5,NaN,-5,NaN,,NaN,99,0,3,121,124,-5
24,,NaN,,NaN,,NaN,,,,,,
25,-5,NaN,-5,NaN,,NaN,100,0,3,123,124,-5
26,,NaN,,NaN,,NaN,,,,,,
27,-5,NaN,-5,NaN,,NaN,100,0,3,128,124,-5
28,,NaN,,NaN,,NaN,,,,,,
29,-4,NaN,-4,NaN,,NaN,100,0,3,128,124,-4
30,,NaN,,NaN,,NaN,,,,,,
31,-4,NaN,-4,NaN,,NaN,100,0,3,128,124,-4
32,,NaN,,NaN,,NaN,,,,,,
33,-4,NaN,-4,NaN,,NaN,100,0,3,128,124,-4
34,,NaN,,NaN,,NaN,,,,,,
35,-4,NaN,-4,NaN,,NaN,100,0,3,128,123,-4
36,,NaN,,NaN,,NaN,,,,,,
37,-5,NaN,-5,NaN,,NaN,100,0,3,127,121,-5
38,,NaN,,NaN,,NaN,,,,,,
39,-5,NaN,-5,NaN,,NaN,100,0,4,125,122,-5
40,,NaN,,NaN,,NaN,,,,,,
41,-5,NaN,-5,NaN,,NaN,100,0,4,125,123,-5
42,,NaN,,NaN,,NaN,,,,,,
43,-5,NaN,-5,NaN,,NaN,100,0,4,125,125,-5
44,,NaN,,NaN,,NaN,,,,,,
45,-5,NaN,-5,NaN,,NaN,100,0,4,125,125,-5
46,,NaN,,NaN,,NaN,,,,,,
47,-5,NaN,-5,NaN,,NaN,100,0,4,125,127,-5
48,,NaN,,NaN,,NaN,,,,,,
49,-5,NaN,-5,NaN,,NaN,99,0,3,126,129,-5
50,,NaN,,NaN,,NaN,,,,,,
51,-5,NaN,-5,NaN,,NaN,100,0,3,126,128,-5
52,,NaN,,NaN,,NaN,,,,,,
53,-5,NaN,-5,NaN,,NaN,100,0,3,125,126,-5
54,,NaN,,NaN,,NaN,,,,,,
55,-5,NaN,-5,NaN,,NaN,100,0,3,124,125,-5
56,,NaN,,NaN,,NaN,,,,,,
57,-6,NaN,-6,NaN,,NaN,99,0,3,121,121,-6
58,,NaN,,NaN,,NaN,,,,,,
59,-5,NaN,-6,NaN,,NaN,98,0,3,116,117,-9
60,,NaN,,NaN,,NaN,,,,,,
61,-4,NaN,-5,NaN,,NaN,97,0,4,113,114,-7
62,,NaN,,NaN,,NaN,,,,,,
63,-4,NaN,-5,NaN,,NaN,96,0,4,110,112,-7
64,,NaN,,NaN,,NaN,,,,,,
65,-4,NaN,-5,NaN,,NaN,97,0,4,109,112,-7
66,,NaN,,NaN,,NaN,,,,,,
67,-5,NaN,-5,NaN,,NaN,100,0,4,109,112,-5
68,,NaN,,NaN,,NaN,,,,,,
69,-5,NaN,-5,NaN,,NaN,100,0,4,109,111,-5
70,,NaN,,NaN,,NaN,,,,,,
71,-5,NaN,-5,NaN,,NaN,100,0,4,108,111,-5
72,,NaN,,NaN,,NaN,,,,,,
73,-5,NaN,-5,NaN,,NaN,100,0,4,107,109,-5
74,,NaN,,NaN,,NaN,,,,,,
75,-6,NaN,-6,NaN,,NaN,100,,4,108,108,-6
76,,NaN,,NaN,,NaN,,,,,,
77,-6,NaN,-6,NaN,,NaN,100,,4,108,108,-6
78,,NaN,,NaN,,NaN,,,,,,
79,-5,NaN,-5,NaN,,NaN,100,,4,111,108,-5
80,,NaN,,NaN,,NaN,,,,,,
81,-5,NaN,-5,NaN,,NaN,100,,4,111,108,-5
82,,NaN,,NaN,,NaN,,,,,,
83,-5,NaN,-5,NaN,,NaN,100,,4,109,108,-5
84,,NaN,,NaN,,NaN,,,,,,
85,-5,NaN,-5,NaN,,NaN,100,,4,106,107,-5
86,,NaN,,NaN,,NaN,,,,,,
87,-5,NaN,-5,NaN,,NaN,100,,3,105,107,-5
88,,NaN,,NaN,,NaN,,,,,,
89,-5,NaN,-5,NaN,,NaN,100,,3,103,107,-5
90,,NaN,,NaN,,NaN,,,,,,
91,-6,NaN,-6,NaN,,NaN,100,,3,102,104,-6
92,,NaN,,NaN,,NaN,,,,,,
93,-6,NaN,-6,NaN,,NaN,100,,3,101,101,-6
94,,NaN,,NaN,,NaN,,,,,,
95,-6,NaN,-6,NaN,,NaN,100,,3,102,101,-6
96,,NaN,,NaN,,NaN,,,,,,
97,-6,NaN,-6,NaN,,NaN,100,,3,102,101,-6
98,,NaN,,NaN,,NaN,,,,,,
99,-5,NaN,-5,NaN,,NaN,100,,3,103,102,-5
100,,NaN,,NaN,,NaN,,,,,,
101,-5,NaN,-5,NaN,,NaN,100,,3,104,103,-5
102,,NaN,,NaN,,NaN,,,,,,
103,33,NaN,-2,NaN,,NaN,100,,3,105,104,-29
104,,NaN,,NaN,,NaN,,,,,,
105,45,NaN,-2,NaN,,NaN,100,,3,106,105,-43
106,,NaN,,NaN,,NaN,,,,,,
107,33,NaN,7,NaN,,NaN,100,,3,107,106,-7
108,,NaN,,NaN,,NaN,,,,,,
109,34,NaN,8,NaN,,NaN,100,,4,107,107,-8
110,,NaN,,NaN,,NaN,,,,,,
111,65,NaN,7,NaN,,NaN,100,,4,107,106,-34
112,,NaN,,NaN,,NaN,,,,,,
113,36,NaN,9,NaN,,NaN,100,,5,107,106,-14
114,,NaN,,NaN,,NaN,,,,,,
115,34,NaN,12,NaN,,NaN,100,,5,106,105,-2
116,,NaN,,NaN,,NaN,,,,,,
117,142,NaN,12,NaN,,NaN,100,,5,106,105,
118,,NaN,,NaN,,NaN,,,,,,
119,171,NaN,13,NaN,,NaN,100,,5,106,105,-94
120,,NaN,,NaN,,NaN,,,,,,
121,152,NaN,15,NaN,,NaN,100,,3,107,105,
122,,NaN,,NaN,,NaN,,,,,,
123,121,NaN,11,NaN,,NaN,100,,3,107,105,
124,,NaN,,NaN,,NaN,,,,,,
125,121,NaN,7,NaN,,NaN,100,,4,107,105,-52
126,,NaN,,NaN,,NaN,,,,,,
127,,NaN,-4,NaN,,NaN,100,,4,106,105,
128,,NaN,,NaN,,NaN,,,,,,
129,,NaN,-9,NaN,,NaN,100,,4,105,105,
130,,NaN,,NaN,,NaN,,,,,,
131,,NaN,-8,NaN,,NaN,100,,4,106,105,
132,,NaN,,NaN,,NaN,,,,,,
133,,NaN,-8,NaN,,NaN,100,,3,106,106,
134,,NaN,,NaN,,NaN,,,,,,
135,,NaN,-8,NaN,,NaN,100,,3,107,106,
136,,NaN,,NaN,,NaN,,,,,,
137,,NaN,-8,NaN,,NaN,100,,3,108,107,
138,,NaN,,NaN,,NaN,,,,,,
139,-8,NaN,-8,NaN,,NaN,100,,3,108,108,-8
140,,NaN,,NaN,,NaN,,,,,,
141,-8,NaN,-8,NaN,,NaN,100,,3,109,108,-8
142,,NaN,,NaN,,NaN,,,,,,
143,-8,NaN,-8,NaN,,NaN,100,,3,109,109,-8
144,,NaN,,NaN,,NaN,,,,,,
145,-8,NaN,-8,NaN,,NaN,100,,3,109,108,-8
146,,NaN,,NaN,,NaN,,,,,,
147,-8,NaN,-8,NaN,,NaN,100,,3,108,107,-8
148,,NaN,,NaN,,NaN,,,,,,
149,-8,NaN,-8,NaN,,NaN,100,,3,107,106,-16
150,,NaN,,NaN,,NaN,,,,,,
151,30,NaN,5,NaN,,NaN,100,,3,106,106,-6
152,,NaN,,NaN,,NaN,,,,,,
153,39,NaN,4,NaN,,NaN,100,,3,106,106,-24
154,,NaN,,NaN,,NaN,,,,,,
155,51,NaN,0,NaN,,NaN,100,,3,106,106,-68
156,,NaN,,NaN,,NaN,,,,,,
157,79,NaN,-2,NaN,,NaN,100,,3,107,106,-53
158,,NaN,,NaN,,NaN,,,,,,
159,79,NaN,-2,NaN,,NaN,100,,4,107,106,-53
160,,NaN,,NaN,,NaN,,,,,,
161,14,NaN,-7,NaN,,NaN,100,,4,108,106,-24
162,,NaN,,NaN,,NaN,,,,,,
163,68,NaN,22,NaN,,NaN,100,,3,108,106,29
164,,NaN,,NaN,,NaN,,,,,,
165,76,NaN,40,NaN,,NaN,100,,3,107,106,21
166,,NaN,,NaN,,NaN,,,,,,
167,67,NaN,46,NaN,,NaN,100,,3,106,105,34
168,,NaN,,NaN,,NaN,,,,,,
169,68,NaN,48,NaN,,NaN,100,,3,105,105,37
170,,NaN,,NaN,,NaN,,,,,,
171,78,NaN,53,NaN,,NaN,100,,3,106,105,27
172,,NaN,,NaN,,NaN,,,,,,
173,71,NaN,54,NaN,,NaN,100,,3,107,107,39
174,,NaN,,NaN,,NaN,,,,,,
175,75,NaN,56,NaN,,NaN,100,,3,108,108,41
176,,NaN,,NaN,,NaN,,,,,,
177,71,NaN,57,NaN,,NaN,100,,3,109,108,44
178,,NaN,,NaN,,NaN,,,,,,
179,91,NaN,68,NaN,,NaN,100,,3,111,110,59
180,,NaN,,NaN,,NaN,,,,,,
181,103,NaN,78,NaN,,NaN,100,,3,114,113,67
182,,NaN,,NaN,,NaN,,,,,,
183,104,NaN,81,NaN,,NaN,100,,3,116,116,63
184,,NaN,,NaN,,NaN,,,,,,
185,107,NaN,81,NaN,,NaN,100,,3,116,116,62
186,,NaN,,NaN,,NaN,,,,,,
187,96,NaN,77,NaN,,NaN,100,,3,113,115,58
188,,NaN,,NaN,,NaN,,,,,,
189,99,NaN,75,NaN,,NaN,100,,3,112,115,54
190,,NaN,,NaN,,NaN,,,,,,
191,94,NaN,73,NaN,,NaN,100,,3,111,114,54
192,,NaN,,NaN,,NaN,,,,,,
193,92,NaN,70,NaN,,NaN,100,,3,110,112,49
194,,NaN,,NaN,,NaN,,,,,,
195,92,NaN,69,NaN,,NaN,100,,3,110,117,52
196,,NaN,,NaN,,NaN,,,,,,
197,89,NaN,68,NaN,,NaN,100,,3,109,117,48
198,,NaN,,NaN,,NaN,,,,,,
199,85,NaN,67,NaN,,NaN,100,,3,109,117,51
200,,NaN,,NaN,,NaN,,,,,,
201,85,NaN,69,NaN,,NaN,100,,3,112,119,56
202,,NaN,,NaN,,NaN,,,,,,
203,87,NaN,70,NaN,,NaN,100,,3,114,113,56
204,,NaN,,NaN,,NaN,,,,,,
205,88,NaN,71,NaN,,NaN,100,,3,117,116,56
206,,NaN,,NaN,,NaN,,,,,,
207,89,NaN,70,NaN,,NaN,100,,3,118,118,53
208,,NaN,,NaN,,NaN,,,,,,
209,91,NaN,65,NaN,,NaN,100,,3,117,117,37
210,,NaN,,NaN,,NaN,,,,,,
211,79,NaN,61,NaN,,NaN,100,,3,115,115,40
212,,NaN,,NaN,,NaN,,,,,,
213,79,NaN,60,NaN,,NaN,100,,3,114,114,40
214,,NaN,,NaN,,NaN,,,,,,
215,81,NaN,61,NaN,,NaN,100,,3,114,114,44
216,,NaN,,NaN,,NaN,,,,,,
217,83,NaN,62,NaN,6,NaN,100,38,3,114,113,47
218,,NaN,,NaN,,NaN,,,,,,
219,82,NaN,63,NaN,6,NaN,100,38,3,113,113,47
220,,NaN,,NaN,,NaN,,,,,,
221,93,NaN,68,NaN,6,NaN,100,38,3,114,113,41
222,,NaN,,NaN,,NaN,,,,,,
223,88,NaN,67,NaN,11,NaN,100,40,3,116,113,51
224,,NaN,,NaN,,NaN,,,,,,
225,83,NaN,66,NaN,11,NaN,100,40,3,117,115,51
226,,NaN,,NaN,,NaN,,,,,,
227,93,NaN,61,NaN,11,NaN,100,40,3,117,117,25
228,,NaN,,NaN,,NaN,,,,,,
229,91,NaN,63,NaN,11,NaN,100,40,3,116,117,43
230,,NaN,,NaN,,NaN,,,,,,
231,87,NaN,64,NaN,15,NaN,100,40,3,116,116,48
232,,NaN,,NaN,,NaN,,,,,,
233,84,NaN,66,NaN,15,NaN,100,40,3,115,116,53
234,,NaN,,NaN,,NaN,,,,,,
235,87,NaN,69,NaN,15,NaN,100,40,3,116,116,56
236,,NaN,,NaN,,NaN,,,,,,
237,87,NaN,70,NaN,15,NaN,100,40,3,118,117,56
238,,NaN,,NaN,,NaN,,,,,,
239,86,NaN,69,NaN,16,NaN,100,40,3,119,118,52
240,,NaN,,NaN,,NaN,,,,,,
241,84,NaN,67,NaN,16,NaN,100,40,4,119,119,49
242,,NaN,,NaN,,NaN,,,,,,
243,82,NaN,64,NaN,16,NaN,100,40,4,118,118,47
244,,NaN,,NaN,,NaN,,,,,,
245,79,NaN,61,NaN,17,NaN,100,40,3,116,116,44
246,,NaN,,NaN,,NaN,,,,,,
247,77,NaN,59,NaN,17,NaN,100,40,3,115,114,42
248,,NaN,,NaN,,NaN,,,,,,
249,77,NaN,58,NaN,17,NaN,100,40,3,113,113,42
250,,NaN,,NaN,,NaN,,,,,,
251,76,NaN,57,NaN,17,NaN,100,40,3,112,112,42
252,,NaN,,NaN,,NaN,,,,,,
253,78,NaN,57,NaN,18,NaN,100,40,3,111,112,43
254,,NaN,,NaN,,NaN,,,,,,
255,77,NaN,57,NaN,18,NaN,100,40,3,110,112,42
256,,NaN,,NaN,,NaN,,,,,,
257,78,NaN,58,NaN,18,NaN,100,40,3,110,,43
258,,NaN,,NaN,,NaN,,,,,,
259,79,NaN,60,NaN,19,NaN,100,40,3,110,,45
260,,NaN,,NaN,,NaN,,,,,,
261,79,NaN,60,NaN,19,NaN,100,40,3,110,,46
262,,NaN,,NaN,,NaN,,,,,,
263,78,NaN,60,NaN,19,NaN,100,40,3,110,,45
264,,NaN,,NaN,,NaN,,,,,,
265,79,NaN,60,NaN,19,NaN,100,40,3,110,,45
266,,NaN,,NaN,,NaN,,,,,,
267,80,NaN,60,NaN,20,NaN,100,40,3,110,,47
268,,NaN,,NaN,,NaN,,,,,,
269,78,NaN,60,NaN,20,NaN,100,40,3,110,111,47
270,,NaN,,NaN,,NaN,,,,,,
271,83,NaN,63,NaN,20,NaN,100,40,3,110,,49
272,,NaN,,NaN,,NaN,,,,,,
273,83,NaN,64,NaN,20,NaN,100,40,3,111,,50
274,,NaN,,NaN,,NaN,,,,,,
275,83,NaN,65,NaN,20,NaN,100,40,3,111,,52
276,,NaN,,NaN,,NaN,,,,,,
277,91,NaN,71,NaN,20,NaN,100,40,3,114,,60
278,,NaN,,NaN,,NaN,,,,,,
279,93,NaN,74,NaN,20,NaN,100,24,3,117,,60
280,,NaN,,NaN,,NaN,,,,,,
281,93,NaN,74,NaN,20,NaN,100,24,3,120,,60
282,,NaN,,NaN,,NaN,,,,,,
283,92,NaN,74,NaN,20,NaN,100,24,3,120,,58
284,,NaN,,NaN,,NaN,,,,,,
285,90,NaN,72,NaN,20,NaN,100,24,3,120,,56
286,,NaN,,NaN,,NaN,,,,,,
287,87,NaN,67,NaN,20,NaN,100,39,3,118,,48
288,,NaN,,NaN,,NaN,,,,,,
289,85,NaN,65,NaN,20,NaN,100,39,3,116,,49
290,,NaN,,NaN,,NaN,,,,,,
291,83,NaN,64,NaN,20,NaN,100,39,2,114,,48
292,,NaN,,NaN,,NaN,,,,,,
293,80,NaN,62,NaN,22,NaN,100,40,2,111,,45
294,,NaN,,NaN,,NaN,,,,,,
295,80,NaN,61,NaN,22,NaN,100,40,2,110,,45
296,,NaN,,NaN,,NaN,,,,,,
297,79,NaN,60,NaN,22,NaN,100,40,2,109,,45
298,,NaN,,NaN,,NaN,,,,,,
299,77,NaN,59,NaN,22,NaN,100,40,2,108,,44
300,,NaN,,NaN,,NaN,,,,,,
301,78,NaN,59,NaN,22,NaN,100,40,3,108,,45
302,,NaN,,NaN,,NaN,,,,,,
303,77,NaN,59,NaN,22,NaN,100,40,3,108,,45
304,,NaN,,NaN,,NaN,,,,,,
305,77,NaN,58,NaN,22,NaN,100,40,3,108,,44
306,,NaN,,NaN,,NaN,,,,,,
307,78,NaN,58,NaN,22,NaN,100,40,3,109,,44
308,,NaN,,NaN,,NaN,,,,,,
309,76,NaN,58,NaN,22,NaN,100,40,2,109,,43
310,,NaN,,NaN,,NaN,,,,,,
311,75,NaN,57,NaN,22,NaN,100,40,2,109,,42
312,,NaN,,NaN,,NaN,,,,,,
313,76,NaN,57,NaN,22,NaN,100,40,2,109,,44
314,,NaN,,NaN,,NaN,,,,,,
315,75,NaN,57,NaN,21,NaN,100,40,2,108,,43
316,,NaN,,NaN,,NaN,,,,,,
317,75,NaN,57,NaN,21,NaN,100,40,2,108,,42
318,,NaN,,NaN,,NaN,,,,,,
319,77,NaN,57,NaN,21,NaN,100,40,2,108,,43
320,,NaN,,NaN,,NaN,,,,,,
321,76,NaN,57,NaN,20,NaN,100,39,3,108,,44
322,,NaN,,NaN,,NaN,,,,,,
323,75,NaN,57,NaN,20,NaN,100,39,3,109,,42
324,,NaN,,NaN,,NaN,,,,,,
325,76,NaN,57,NaN,20,NaN,100,39,3,109,,43
326,,NaN,,NaN,,NaN,,,,,,
327,76,NaN,57,NaN,20,NaN,100,39,3,109,111,41
328,,NaN,,NaN,,NaN,,,,,,
329,75,NaN,56,NaN,20,NaN,100,39,3,110,110,42
330,,NaN,,NaN,,NaN,,,,,,
331,76,NaN,57,NaN,20,NaN,100,39,3,110,109,43
332,,NaN,,NaN,,NaN,,,,,,
333,75,NaN,56,NaN,20,NaN,100,39,3,110,109,43
334,,NaN,,NaN,,NaN,,,,,,
335,74,NaN,56,NaN,20,NaN,100,38,3,110,110,42
336,,NaN,,NaN,,NaN,,,,,,
337,75,NaN,56,NaN,20,NaN,100,38,3,111,110,42
338,,NaN,,NaN,,NaN,,,,,,
339,74,NaN,55,NaN,20,NaN,100,38,2,110,110,42
340,,NaN,,NaN,,NaN,,,,,,
341,73,NaN,55,NaN,20,NaN,100,38,2,111,110,42
342,,NaN,,NaN,,NaN,,,,,,
343,74,NaN,55,NaN,20,NaN,100,38,3,110,110,42
344,,NaN,,NaN,,NaN,,,,,,
345,73,NaN,55,NaN,20,NaN,100,38,3,111,110,41
346,,NaN,,NaN,,NaN,,,,,,
347,72,NaN,54,NaN,20,NaN,100,38,3,111,110,41
348,,NaN,,NaN,,NaN,,,,,,
349,73,NaN,55,NaN,20,NaN,100,38,3,111,110,42
350,,NaN,,NaN,,NaN,,,,,,
351,72,NaN,54,NaN,20,NaN,100,38,3,111,110,41
352,,NaN,,NaN,,NaN,,,,,,
353,71,NaN,54,NaN,20,NaN,100,38,3,111,110,41
354,,NaN,,NaN,,NaN,,,,,,
355,72,NaN,54,NaN,20,NaN,100,38,3,111,110,41
356,,NaN,,NaN,,NaN,,,,,,
357,71,NaN,53,NaN,20,NaN,100,38,3,111,110,41
358,,NaN,,NaN,,NaN,,,,,,
359,73,NaN,51,NaN,20,NaN,100,38,2,111,110,24
360,,NaN,,NaN,,NaN,,,,,,
361,72,NaN,53,NaN,20,NaN,100,38,2,111,110,40
362,,NaN,,NaN,,NaN,,,,,,
363,71,NaN,53,NaN,20,NaN,100,38,2,110,110,41
364,,NaN,,NaN,,NaN,,,,,,
365,71,NaN,53,NaN,20,NaN,100,38,3,109,110,41
366,,NaN,,NaN,,NaN,,,,,,
367,73,NaN,54,NaN,20,NaN,100,38,3,110,110,41
368,,NaN,,NaN,,NaN,,,,,,
369,72,NaN,53,NaN,20,NaN,100,38,3,111,110,39
370,,NaN,,NaN,,NaN,,,,,,
371,71,NaN,53,NaN,20,NaN,100,38,3,111,110,40
372,,NaN,,NaN,,NaN,,,,,,
373,72,NaN,53,NaN,20,NaN,100,38,3,111,110,40
374,,NaN,,NaN,,NaN,,,,,,
375,71,NaN,53,NaN,20,NaN,100,38,3,111,110,40
376,,NaN,,NaN,,NaN,,,,,,
377,70,NaN,52,NaN,20,NaN,100,38,3,110,110,39
378,,NaN,,NaN,,NaN,,,,,,
379,72,NaN,53,NaN,20,NaN,100,38,3,110,110,40
380,,NaN,,NaN,,NaN,,,,,,
381,71,NaN,53,NaN,20,NaN,100,38,2,111,110,40
382,,NaN,,NaN,,NaN,,,,,,
383,70,NaN,52,NaN,20,NaN,100,38,2,111,110,40
384,,NaN,,NaN,,NaN,,,,,,
385,72,NaN,53,NaN,20,NaN,100,38,3,111,111,40
386,,NaN,,NaN,,NaN,,,,,,
387,70,NaN,52,NaN,20,NaN,100,38,3,111,111,40
388,,NaN,,NaN,,NaN,,,,,,
389,70,NaN,52,NaN,20,NaN,100,38,3,111,111,39
390,,NaN,,NaN,,NaN,,,,,,
391,71,NaN,52,NaN,20,NaN,100,38,3,111,111,39
392,,NaN,,NaN,,NaN,,,,,,
393,70,NaN,52,NaN,20,NaN,100,38,3,111,111,39
394,,NaN,,NaN,,NaN,,,,,,
395,69,NaN,52,NaN,20,NaN,100,38,3,111,110,39
396,,NaN,,NaN,,NaN,,,,,,
397,71,NaN,52,NaN,20,NaN,100,38,3,111,110,39
398,,NaN,,NaN,,NaN,,,,,,
399,69,NaN,52,NaN,20,NaN,100,38,2,111,110,39
400,,NaN,,NaN,,NaN,,,,,,
401,69,NaN,51,NaN,20,NaN,100,38,2,111,110,39
402,,NaN,,NaN,,NaN,,,,,,
403,70,NaN,52,NaN,20,NaN,100,38,3,111,111,40
404,,NaN,,NaN,,NaN,,,,,,
405,69,NaN,51,NaN,20,NaN,100,38,3,111,111,39
406,,NaN,,NaN,,NaN,,,,,,
407,69,NaN,51,NaN,20,NaN,100,38,3,112,111,39
408,,NaN,,NaN,,NaN,,,,,,
409,71,NaN,52,NaN,20,NaN,100,38,3,112,111,40
410,,NaN,,NaN,,NaN,,,,,,
411,70,NaN,52,NaN,20,NaN,100,38,3,112,112,40
412,,NaN,,NaN,,NaN,,,,,,
413,69,NaN,51,NaN,20,NaN,100,38,3,112,112,39
414,,NaN,,NaN,,NaN,,,,,,
415,70,NaN,52,NaN,20,NaN,100,38,3,112,112,40
416,,NaN,,NaN,,NaN,,,,,,
417,69,NaN,51,NaN,20,NaN,100,38,3,112,112,39
418,,NaN,,NaN,,NaN,,,,,,
419,68,NaN,51,NaN,20,NaN,100,38,3,112,112,38
420,,NaN,,NaN,,NaN,,,,,,
421,69,NaN,51,NaN,20,NaN,100,38,3,112,111,39
422,,NaN,,NaN,,NaN,,,,,,
423,68,NaN,51,NaN,20,NaN,100,38,3,112,111,39
424,,NaN,,NaN,,NaN,,,,,,
425,68,NaN,50,NaN,20,NaN,100,38,3,112,111,38
426,,NaN,,NaN,,NaN,,,,,,
427,69,NaN,51,NaN,20,NaN,100,38,3,112,111,39
428,,NaN,,NaN,,NaN,,,,,,
429,68,NaN,51,NaN,20,NaN,100,38,3,112,111,39
430,,NaN,,NaN,,NaN,,,,,,
431,68,NaN,51,NaN,20,NaN,100,38,3,112,112,38
432,,NaN,,NaN,,NaN,,,,,,
433,69,NaN,51,NaN,20,NaN,100,38,3,112,111,39
434,,NaN,,NaN,,NaN,,,,,,
435,68,NaN,50,NaN,20,NaN,100,38,3,112,111,39
436,,NaN,,NaN,,NaN,,,,,,
437,68,NaN,51,NaN,20,NaN,100,38,3,112,111,39
438,,NaN,,NaN,,NaN,,,,,,
439,69,NaN,51,NaN,20,NaN,100,37,3,112,112,39
440,,NaN,,NaN,,NaN,,,,,,
441,69,NaN,51,NaN,20,NaN,100,37,2,112,111,39
442,,NaN,,NaN,,NaN,,,,,,
443,68,NaN,50,NaN,20,NaN,100,37,2,112,111,38
444,,NaN,,NaN,,NaN,,,,,,
445,69,NaN,50,NaN,20,NaN,100,37,2,111,111,39
446,,NaN,,NaN,,NaN,,,,,,
447,68,NaN,50,NaN,20,NaN,100,37,2,111,111,39
448,,NaN,,NaN,,NaN,,,,,,
449,68,NaN,50,NaN,20,NaN,100,37,3,111,111,38
450,,NaN,,NaN,,NaN,,,,,,
451,69,NaN,51,NaN,20,NaN,100,37,3,112,111,39
452,,NaN,,NaN,,NaN,,,,,,
453,68,NaN,50,NaN,20,NaN,100,37,3,112,111,39
454,,NaN,,NaN,,NaN,,,,,,
455,67,NaN,50,NaN,20,NaN,100,37,3,112,111,38
456,,NaN,,NaN,,NaN,,,,,,
457,69,NaN,51,NaN,20,NaN,100,37,3,112,111,39
458,,NaN,,NaN,,NaN,,,,,,
459,68,NaN,50,NaN,20,NaN,100,37,3,112,111,38
460,,NaN,,NaN,,NaN,,,,,,
461,67,NaN,50,NaN,20,NaN,100,37,3,112,111,38
462,,NaN,,NaN,,NaN,,,,,,
463,69,NaN,51,NaN,20,NaN,100,37,2,112,111,39
464,,NaN,,NaN,,NaN,,,,,,
465,68,NaN,50,NaN,20,NaN,100,37,2,111,111,39
466,,NaN,,NaN,,NaN,,,,,,
467,68,NaN,50,NaN,20,NaN,100,37,3,112,111,39
468,,NaN,,NaN,,NaN,,,,,,
469,69,NaN,51,NaN,20,NaN,100,37,3,112,111,39
470,,NaN,,NaN,,NaN,,,,,,
471,68,NaN,50,NaN,20,NaN,100,37,3,111,111,39
472,,NaN,,NaN,,NaN,,,,,,
473,68,NaN,50,NaN,20,NaN,100,37,3,112,111,39
474,,NaN,,NaN,,NaN,,,,,,
475,69,NaN,51,NaN,20,NaN,100,37,3,112,111,39
476,,NaN,,NaN,,NaN,,,,,,
477,68,NaN,50,NaN,20,NaN,100,37,3,111,111,39
478,,NaN,,NaN,,NaN,,,,,,
479,68,NaN,50,NaN,20,NaN,100,37,3,111,111,38
480,,NaN,,NaN,,NaN,,,,,,
481,69,NaN,50,NaN,20,NaN,100,37,3,111,111,39
482,,NaN,,NaN,,NaN,,,,,,
483,68,NaN,50,NaN,20,NaN,100,37,2,111,111,39
484,,NaN,,NaN,,NaN,,,,,,
485,68,NaN,50,NaN,20,NaN,100,37,2,111,111,38
486,,NaN,,NaN,,NaN,,,,,,
487,69,NaN,50,NaN,20,NaN,100,37,3,111,111,39
488,,NaN,,NaN,,NaN,,,,,,
489,67,NaN,50,NaN,20,NaN,100,37,3,111,111,38
490,,NaN,,NaN,,NaN,,,,,,
491,68,NaN,50,NaN,20,NaN,100,37,3,111,111,38
492,,NaN,,NaN,,NaN,,,,,,
493,69,NaN,50,NaN,20,NaN,100,37,3,111,111,39
494,,NaN,,NaN,,NaN,,,,,,
495,68,NaN,50,NaN,20,NaN,100,37,3,112,111,39
496,,NaN,,NaN,,NaN,,,,,,
497,67,NaN,50,NaN,20,NaN,100,37,3,112,111,38
498,,NaN,,NaN,,NaN,,,,,,
499,69,NaN,50,NaN,20,NaN,100,37,3,111,111,39
500,,NaN,,NaN,,NaN,,,,,,
501,67,NaN,50,NaN,20,NaN,100,37,2,111,111,39
502,,NaN,,NaN,,NaN,,,,,,
503,67,NaN,50,NaN,20,NaN,100,37,2,111,111,38
