time,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/HR,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ETCO2
0,NaN,NaN,,,NaN,,,,NaN,,,,
1,-4.9562602043151855,-4.9562602043151855,,,-499.346923828125,,,,-495.6260070800781,,,,
2,-4.956240177154541,-4.956240177154541,,,-499.344970703125,,,,-495.6240234375,,,,
3,NaN,NaN,,,NaN,71,,103,NaN,,,130,0
4,NaN,NaN,,,NaN,,,,NaN,,,,
5,NaN,NaN,,,NaN,71,,102,NaN,,,129,0
6,NaN,NaN,,,NaN,,,,NaN,,,,
7,NaN,NaN,,,NaN,71,,100,NaN,,,129,0
8,NaN,NaN,,,NaN,,,,NaN,,,,
9,NaN,NaN,,,NaN,72,,98,NaN,,,130,0
10,NaN,NaN,,,NaN,,,,NaN,,,,
11,NaN,NaN,,,NaN,71,,94,NaN,,,131,0
12,NaN,NaN,,,NaN,,,,NaN,,,,
13,NaN,NaN,,,NaN,72,,92,NaN,,,132,0
14,NaN,NaN,,,NaN,,,,NaN,,,,
15,NaN,NaN,,,NaN,71,,90,NaN,,,138,0
16,NaN,NaN,,,NaN,,,,NaN,,,,
17,NaN,NaN,,,NaN,70,,89,NaN,,,139,0
18,NaN,NaN,,,NaN,,,,NaN,,,,
19,NaN,NaN,,,NaN,70,,89,NaN,,,139,0
20,NaN,NaN,,,NaN,,,,NaN,,,,
21,NaN,NaN,,,NaN,71,,89,NaN,,,147,0
22,NaN,NaN,,,NaN,,,,NaN,,,,
23,NaN,NaN,,,NaN,72,,89,NaN,,,155,0
24,NaN,NaN,,,NaN,,,,NaN,,,,
25,NaN,NaN,,,NaN,73,,89,NaN,,,159,0
26,NaN,NaN,,,NaN,,,,NaN,,,,
27,NaN,NaN,,,NaN,73,,88,NaN,,,159,0
28,NaN,NaN,,,NaN,,,,NaN,,,,
29,NaN,NaN,,,NaN,73,,89,NaN,,,159,0
30,NaN,NaN,,,NaN,,,,NaN,,,,
31,NaN,NaN,,,NaN,73,,89,NaN,,,164,0
32,NaN,NaN,,,NaN,,,,NaN,,,,
33,NaN,NaN,,,NaN,75,,86,NaN,,,178,0
34,NaN,NaN,,,NaN,,,,NaN,,,,
35,NaN,NaN,,,NaN,76,,86,NaN,,,175,0
36,NaN,NaN,,,NaN,,,,NaN,,,,
37,NaN,NaN,,,NaN,76,,85,NaN,,,175,0
38,NaN,NaN,,,NaN,,,,NaN,,,,
39,NaN,NaN,,,NaN,75,,86,NaN,,,167,0
40,NaN,NaN,,,NaN,,,,NaN,,,,
41,NaN,NaN,,,NaN,75,,86,NaN,,,167,0
42,NaN,NaN,,,NaN,,,,NaN,,,,
43,NaN,NaN,,,NaN,75,,85,NaN,,,167,0
44,NaN,NaN,,,NaN,,,,NaN,,,,
45,NaN,NaN,,,NaN,75,,85,NaN,,,167,0
46,NaN,NaN,,,NaN,,,,NaN,,,,
47,NaN,NaN,,,NaN,74,,85,NaN,,,171,0
48,NaN,NaN,,,NaN,,,,NaN,,,,
49,NaN,NaN,,,NaN,74,,87,NaN,,,171,0
50,NaN,NaN,,,NaN,,,,NaN,,,,
51,NaN,NaN,,,NaN,,,87,NaN,,,,0
52,NaN,NaN,,,NaN,,,,NaN,,,,
53,NaN,NaN,,,NaN,,,87,NaN,,,,0
54,NaN,NaN,,,NaN,,,,NaN,,,,
55,NaN,NaN,,,NaN,,,86,NaN,,,,0
56,NaN,NaN,,,NaN,,,,NaN,,,,
57,NaN,NaN,,,NaN,,,86,NaN,,,,0
58,NaN,NaN,,,NaN,,,,NaN,,,,
59,NaN,NaN,,,NaN,,,87,NaN,,,,0
60,NaN,NaN,,,NaN,,,,NaN,,,,
61,NaN,NaN,,,NaN,,,87,NaN,,,,0
62,NaN,NaN,,,NaN,,,,NaN,,,,
63,NaN,NaN,,,NaN,77,,87,NaN,,,164,0
64,NaN,NaN,,,NaN,,,,NaN,,,,
65,NaN,NaN,,,NaN,77,,87,NaN,,,159,0
66,NaN,NaN,,,NaN,,,,NaN,,,,
67,NaN,NaN,,,NaN,75,,87,NaN,,,155,0
68,NaN,NaN,,,NaN,,,,NaN,,,,
69,NaN,NaN,,,NaN,73,,87,NaN,,,155,0
70,NaN,NaN,,,NaN,,,,NaN,,,,
71,NaN,NaN,,,NaN,73,,86,NaN,,,155,0
72,NaN,NaN,,,NaN,,,,NaN,,,,
73,NaN,NaN,,,NaN,73,,86,NaN,,,155,0
74,NaN,NaN,,,NaN,,,,NaN,,,,
75,NaN,NaN,,,NaN,73,,86,NaN,,,155,0
76,NaN,NaN,,,NaN,,,,NaN,,,,
77,NaN,NaN,,,NaN,73,,86,NaN,,,155,0
78,NaN,NaN,,,NaN,,,,NaN,,,,
79,NaN,NaN,,,NaN,73,,86,NaN,,,155,0
80,NaN,NaN,,,NaN,,,,NaN,,,,
81,NaN,NaN,,,NaN,73,,86,NaN,,,155,0
82,NaN,NaN,,,NaN,,,,NaN,,,,
83,NaN,NaN,,,NaN,,,86,NaN,,,,0
84,NaN,NaN,,,NaN,,,,NaN,,,,
85,NaN,NaN,,,NaN,,,86,NaN,,,,0
86,NaN,NaN,,,NaN,,,,NaN,,,,
87,NaN,NaN,,,NaN,73,,86,NaN,,,160,0
88,NaN,NaN,,,NaN,,,,NaN,,,,
89,NaN,NaN,,,NaN,73,,86,NaN,,,160,0
90,NaN,NaN,,,NaN,,,,NaN,,,,
91,NaN,NaN,,,NaN,73,,86,NaN,,,160,0
92,NaN,NaN,,,NaN,,,,NaN,,,,
93,NaN,NaN,,,NaN,72,,85,NaN,,,160,0
94,NaN,NaN,,,NaN,,,,NaN,,,,
95,NaN,NaN,,,NaN,75,,85,NaN,,,155,0
96,NaN,NaN,,,NaN,,,,NaN,,,,
97,NaN,NaN,,,NaN,75,,85,NaN,,,155,0
98,NaN,NaN,,,NaN,,,,NaN,,,,
99,NaN,NaN,,,NaN,75,,84,NaN,,,155,0
100,NaN,NaN,,,NaN,,,,NaN,,,,
101,NaN,NaN,,,NaN,75,,85,NaN,,,155,0
102,NaN,NaN,,,NaN,,,,NaN,,,,
103,NaN,NaN,,,NaN,76,,85,NaN,,,157,0
104,NaN,NaN,,,NaN,,,,NaN,,,,
105,NaN,NaN,,,NaN,76,,84,NaN,,,160,0
106,NaN,NaN,,,NaN,,,,NaN,,,,
107,NaN,NaN,,,NaN,76,,84,NaN,,,160,0
108,NaN,NaN,,,NaN,,,,NaN,,,,
109,NaN,NaN,,,NaN,76,,83,NaN,,,159,0
110,NaN,NaN,,,NaN,,,,NaN,,,,
111,NaN,NaN,,,NaN,76,,83,NaN,,,159,0
112,NaN,NaN,,,NaN,,,,NaN,,,,
113,NaN,NaN,,,NaN,76,,83,NaN,,,159,0
114,NaN,NaN,,,NaN,,,,NaN,,,,
115,NaN,NaN,,,NaN,77,,82,NaN,,,159,0
116,NaN,NaN,,,NaN,,,,NaN,,,,
117,NaN,NaN,,,NaN,82,,82,NaN,,,154,0
118,NaN,NaN,,,NaN,,,,NaN,,,,
119,NaN,NaN,,,NaN,82,,82,NaN,,,154,0
120,NaN,NaN,,,NaN,,,,NaN,,,,
121,NaN,NaN,,,NaN,87,,82,NaN,,,133,0
122,NaN,NaN,,,NaN,,,,NaN,,,,
123,NaN,NaN,,,NaN,93,,82,NaN,,,102,0
124,NaN,NaN,,,NaN,,,,NaN,,,,
125,NaN,NaN,,,NaN,100,,82,NaN,,,85,0
126,NaN,NaN,,,NaN,,,,NaN,,,,
127,NaN,NaN,,,NaN,100,,82,NaN,,,83,0
128,NaN,NaN,,,NaN,,,,NaN,,,,
129,NaN,NaN,,,NaN,100,,83,NaN,,,83,0
130,NaN,NaN,,,NaN,,,,NaN,,,,
131,NaN,NaN,,,NaN,100,,83,NaN,,,83,0
132,NaN,NaN,,,NaN,,,,NaN,,,,
133,NaN,NaN,,,NaN,100,,83,NaN,,,83,0
134,NaN,NaN,,,NaN,,,,NaN,,,,
135,NaN,NaN,,,NaN,100,,83,NaN,,,83,0
136,NaN,NaN,,,NaN,,,,NaN,,,,
137,NaN,NaN,,,NaN,100,,83,NaN,,,85,0
138,NaN,NaN,,,NaN,,,,NaN,,,,
139,NaN,NaN,,,NaN,100,,82,NaN,,,83,0
140,NaN,NaN,,,NaN,,,,NaN,,,,
141,NaN,NaN,,,NaN,100,,82,NaN,,,83,0
142,NaN,NaN,,,NaN,,,,NaN,,,,
143,NaN,NaN,,,NaN,100,,83,NaN,,,83,0
144,NaN,NaN,,,NaN,,,,NaN,,,,
145,NaN,NaN,,,NaN,100,,84,NaN,,,84,0
146,NaN,NaN,,,NaN,,,,NaN,,,,
147,NaN,NaN,,,NaN,100,,85,NaN,,,85,0
148,NaN,NaN,,,NaN,,,,NaN,,,,
149,NaN,NaN,,,NaN,100,,85,NaN,,,86,0
150,NaN,NaN,,,NaN,,,,NaN,,,,
151,NaN,NaN,,,NaN,100,,86,NaN,,,86,0
152,NaN,NaN,,,NaN,,,,NaN,,,,
153,NaN,NaN,,,NaN,100,,85,NaN,,,86,0
154,NaN,NaN,,,NaN,,,,NaN,,,,
155,NaN,NaN,,,NaN,100,,84,NaN,,,85,0
156,NaN,NaN,,,NaN,,,,NaN,,,,
157,NaN,NaN,,,NaN,100,,84,NaN,,,85,0
158,NaN,NaN,,,NaN,,,,NaN,,,,
159,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
160,NaN,NaN,,,NaN,,,,NaN,,,,
161,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
162,NaN,NaN,,,NaN,,,,NaN,,,,
163,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
164,NaN,NaN,,,NaN,,,,NaN,,,,
165,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
166,NaN,NaN,,,NaN,,,,NaN,,,,
167,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
168,NaN,NaN,,,NaN,,,,NaN,,,,
169,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
170,NaN,NaN,,,NaN,,,,NaN,,,,
171,NaN,NaN,,,NaN,100,,83,NaN,,,83,0
172,NaN,NaN,,,NaN,,,,NaN,,,,
173,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
174,NaN,NaN,,,NaN,,,,NaN,,,,
175,NaN,NaN,,,NaN,100,,84,NaN,,,84,0
176,NaN,NaN,,,NaN,,,,NaN,,,,
177,NaN,NaN,,,NaN,100,,84,NaN,,,84,0
178,NaN,NaN,,,NaN,,,,NaN,,,,
179,NaN,NaN,,,NaN,100,,84,NaN,,,84,0
180,NaN,NaN,,,NaN,,,,NaN,,,,
181,NaN,NaN,,,NaN,100,,84,NaN,,,84,0
182,NaN,NaN,,,NaN,,,,NaN,,,,
183,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
184,NaN,NaN,,,NaN,,,,NaN,,,,
185,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
186,NaN,NaN,,,NaN,,,,NaN,,,,
187,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
188,NaN,NaN,,,NaN,,,,NaN,,,,
189,NaN,NaN,,,NaN,100,,84,NaN,,,84,0
190,NaN,NaN,,,NaN,,,,NaN,,,,
191,NaN,NaN,,,NaN,100,,84,NaN,,,84,0
192,NaN,NaN,,,NaN,,,,NaN,,,,
193,NaN,NaN,,,NaN,100,,84,NaN,,,84,0
194,NaN,NaN,,,NaN,,,,NaN,,,,
195,NaN,NaN,,,NaN,100,,84,NaN,,,85,0
196,NaN,NaN,,,NaN,,,,NaN,,,,
197,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
198,NaN,NaN,,,NaN,,,,NaN,,,,
199,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
200,NaN,NaN,,,NaN,,,,NaN,,,,
201,NaN,NaN,,,NaN,100,,83,NaN,,,84,0
202,NaN,NaN,,,NaN,,,,NaN,,,,
203,NaN,NaN,,,NaN,100,,83,NaN,,,83,0
204,NaN,NaN,,,NaN,,,,NaN,,,,
205,NaN,NaN,,,NaN,100,,82,NaN,,,83,0
206,NaN,NaN,,,NaN,,,,NaN,,,,
207,NaN,NaN,,,NaN,100,,82,NaN,,,83,0
208,NaN,NaN,,,NaN,,,,NaN,,,,
209,NaN,NaN,,,NaN,100,,82,NaN,,,82,0
210,NaN,NaN,,,NaN,,,,NaN,,,,
211,NaN,NaN,,,NaN,100,,81,NaN,,,82,0
212,NaN,NaN,,,NaN,,,,NaN,,,,
213,NaN,NaN,,,NaN,100,,81,NaN,,,82,0
214,NaN,NaN,,,NaN,,,,NaN,,,,
215,NaN,NaN,,,NaN,100,,81,NaN,,,82,0
216,NaN,NaN,,,NaN,,,,NaN,,,,
217,NaN,NaN,,,NaN,100,,82,NaN,,,82,0
218,NaN,NaN,,,NaN,,,,NaN,,,,
219,NaN,NaN,,,NaN,100,,82,NaN,,,83,0
220,NaN,NaN,,,NaN,,,,NaN,,,,
221,NaN,NaN,,,NaN,100,,83,NaN,,,83,
222,NaN,NaN,,,NaN,,,,NaN,,,,
223,NaN,NaN,,,NaN,100,,83,NaN,,,83,
224,NaN,NaN,,,NaN,,,,NaN,,,,
225,NaN,NaN,,,NaN,100,,84,NaN,,,84,
226,NaN,NaN,,,NaN,,,,NaN,,,,
227,NaN,NaN,,,NaN,100,,84,NaN,,,85,
228,NaN,NaN,,,NaN,,,,NaN,,,,
229,NaN,NaN,,,NaN,100,,85,NaN,,,86,
230,NaN,NaN,,,NaN,,,,NaN,,,,
231,NaN,NaN,,,NaN,100,,87,NaN,,,87,
232,NaN,NaN,,,NaN,,,,NaN,,,,
233,NaN,NaN,,,NaN,100,,88,NaN,,,88,
234,NaN,NaN,,,NaN,,,,NaN,,,,
235,NaN,NaN,,,NaN,100,,90,NaN,,,90,
236,NaN,NaN,,,NaN,,,,NaN,,,,
237,NaN,NaN,,,NaN,100,,91,NaN,,,91,
238,NaN,NaN,,,NaN,,,,NaN,,,,
239,NaN,NaN,,,NaN,100,,92,NaN,,,92,
240,NaN,NaN,,,NaN,,,,NaN,,,,
241,NaN,NaN,,,NaN,100,,92,NaN,,,93,
242,NaN,NaN,,,NaN,,,,NaN,,,,
243,NaN,NaN,,,NaN,100,,93,NaN,,,93,
244,NaN,NaN,,,NaN,,,,NaN,,,,
245,NaN,NaN,,,NaN,100,,93,NaN,,,94,
246,NaN,NaN,,,NaN,,,,NaN,,,,
247,NaN,NaN,,,NaN,100,,93,NaN,,,93,
248,NaN,NaN,,,NaN,,,,NaN,,,,
249,NaN,NaN,,,NaN,100,,93,NaN,,,94,
250,NaN,NaN,,,NaN,,,,NaN,,,,
251,NaN,NaN,,,NaN,100,,93,NaN,,,93,
252,NaN,NaN,,,NaN,,,,NaN,,,,
253,NaN,NaN,,,NaN,100,,93,NaN,,,94,
254,NaN,NaN,,,NaN,,,,NaN,,,,
255,NaN,NaN,,,NaN,100,,93,NaN,,,94,
256,NaN,NaN,,,NaN,,,,NaN,,,,
257,NaN,NaN,,,NaN,100,,94,NaN,,,94,
258,NaN,NaN,,,NaN,,,,NaN,,,,
259,NaN,NaN,,,NaN,100,,94,NaN,,,94,
260,NaN,NaN,,,NaN,,,,NaN,,,,
261,NaN,NaN,,,NaN,100,,94,NaN,,,94,
262,NaN,NaN,,,NaN,,,,NaN,,,,
263,NaN,NaN,,,NaN,100,,94,NaN,,,94,
264,NaN,NaN,,,NaN,,,,NaN,,,,
265,NaN,NaN,,,NaN,100,,93,NaN,,,94,
266,NaN,NaN,,,NaN,,,,NaN,,,,
267,NaN,NaN,,,NaN,100,,93,NaN,,,94,
268,NaN,NaN,,,NaN,,,,NaN,,,,
269,NaN,NaN,,,NaN,100,,93,NaN,,,94,
270,NaN,NaN,,,NaN,,,,NaN,,,,
271,NaN,NaN,,,NaN,100,,93,NaN,,,94,
272,NaN,NaN,,,NaN,,,,NaN,,,,
273,NaN,NaN,,,NaN,100,,93,NaN,,,94,
274,NaN,NaN,,,NaN,,,,NaN,,,,
275,NaN,NaN,,,NaN,100,,93,NaN,,,94,
276,NaN,NaN,,,NaN,,,,NaN,,,,
277,NaN,NaN,,,NaN,100,,93,NaN,,,94,
278,NaN,NaN,,,NaN,,,,NaN,,,,
279,NaN,NaN,,,NaN,100,,93,NaN,,,93,
280,NaN,NaN,,,NaN,,,,NaN,,,,
281,NaN,NaN,,,NaN,100,,93,NaN,,,94,
282,NaN,NaN,,,NaN,,,,NaN,,,,
283,NaN,NaN,,,NaN,100,,93,NaN,,,93,
284,NaN,NaN,,,NaN,,,,NaN,,,,
285,NaN,NaN,,,NaN,100,,93,NaN,,,94,
286,NaN,NaN,,,NaN,,,,NaN,,,,
287,NaN,NaN,,,NaN,100,,93,NaN,,,94,
288,NaN,NaN,,,NaN,,,,NaN,,,,
289,NaN,NaN,,,NaN,100,,93,NaN,,,94,
290,NaN,NaN,,,NaN,,,,NaN,,,,
291,NaN,NaN,,,NaN,100,,93,NaN,,,94,
292,NaN,NaN,,,NaN,,,,NaN,,,,
293,NaN,NaN,,,NaN,100,,93,NaN,,,94,
294,NaN,NaN,,,NaN,,,,NaN,,,,
295,NaN,NaN,,,NaN,100,,93,NaN,,,94,
296,NaN,NaN,,,NaN,,,,NaN,,,,
297,NaN,NaN,,,NaN,100,,93,NaN,,,94,
298,NaN,NaN,,,NaN,,,,NaN,,,,
299,NaN,NaN,,,NaN,100,,93,NaN,,,94,
300,NaN,NaN,,,NaN,,,,NaN,,,,
301,NaN,NaN,,,NaN,100,,93,NaN,,,93,
302,NaN,NaN,,,NaN,,,,NaN,,,,
303,NaN,NaN,,,NaN,100,,92,NaN,,,93,
304,NaN,NaN,,,NaN,,,,NaN,,,,
305,NaN,NaN,,,NaN,100,,92,NaN,,,93,
306,NaN,NaN,,,NaN,,,,NaN,,,,
307,NaN,NaN,,,NaN,100,,93,NaN,,,93,
308,NaN,NaN,,,NaN,,,,NaN,,,,
309,NaN,NaN,,,NaN,100,,93,NaN,,,93,
310,NaN,NaN,,,NaN,,,,NaN,,,,
311,NaN,NaN,,,NaN,100,,93,NaN,,,93,
312,NaN,NaN,,,NaN,,,,NaN,,,,
313,NaN,NaN,,,NaN,100,,92,NaN,,,93,
314,NaN,NaN,,,NaN,,,,NaN,,,,
315,NaN,NaN,,,NaN,100,,92,NaN,,,93,
316,NaN,NaN,,,NaN,,,,NaN,,,,
317,NaN,NaN,,,NaN,100,,92,NaN,,,92,
318,NaN,NaN,,,NaN,,,,NaN,,,,
319,NaN,NaN,,,NaN,100,,92,NaN,,,92,
320,NaN,NaN,,,NaN,,,,NaN,,,,
321,NaN,NaN,,,NaN,100,,91,NaN,,,92,
322,NaN,NaN,,,NaN,,,,NaN,,,,
323,NaN,NaN,,,NaN,100,,90,NaN,,,91,
324,NaN,NaN,,,NaN,,,,NaN,,,,
325,NaN,NaN,,,NaN,100,,89,NaN,,,90,
326,NaN,NaN,,,NaN,,,,NaN,,,,
327,NaN,NaN,,,NaN,100,,88,NaN,,,89,
328,NaN,NaN,,,NaN,,,,NaN,,,,
329,NaN,NaN,,,NaN,100,,88,NaN,,,88,
330,NaN,NaN,,,NaN,,,,NaN,,,,
331,NaN,NaN,,,NaN,100,,87,NaN,,,88,
332,NaN,NaN,,,NaN,,,,NaN,,,,
333,NaN,NaN,,,NaN,100,,87,NaN,,,88,
334,NaN,NaN,,,NaN,,,,NaN,,,,
335,NaN,NaN,,,NaN,100,,86,NaN,,,87,
336,NaN,NaN,,,NaN,,,,NaN,,,,
337,NaN,NaN,,,NaN,100,,85,NaN,,,86,
338,NaN,NaN,,,NaN,,,,NaN,,,,
339,NaN,NaN,,,NaN,100,,86,NaN,,,86,
340,NaN,NaN,,,NaN,,,,NaN,,,,
341,NaN,NaN,,,NaN,100,,87,NaN,,,87,
342,NaN,NaN,,,NaN,,,,NaN,,,,
343,NaN,NaN,,,NaN,100,,88,NaN,,,88,
344,NaN,NaN,,,NaN,,,,NaN,,,,
345,NaN,NaN,,,NaN,100,,89,NaN,,,89,
346,NaN,NaN,,,NaN,,,,NaN,,,,
347,NaN,NaN,,,NaN,100,,90,NaN,,,90,
348,NaN,NaN,,,NaN,,,,NaN,,,,
349,NaN,NaN,,,NaN,100,,91,NaN,,,91,
350,NaN,NaN,,,NaN,,,,NaN,,,,
351,NaN,NaN,,,NaN,100,,91,NaN,,,92,
352,NaN,NaN,,,NaN,,,,NaN,,,,
353,NaN,NaN,,,NaN,100,,92,NaN,5,,92,34
354,NaN,NaN,,,NaN,,,,NaN,,,,
355,NaN,NaN,,,NaN,100,,92,NaN,5,,93,34
356,NaN,NaN,,,NaN,,,,NaN,,,,
357,NaN,NaN,,,NaN,100,,92,NaN,5,,92,34
358,NaN,NaN,,,NaN,,,,NaN,,,,
359,NaN,NaN,,,NaN,100,,92,NaN,5,,93,40
360,NaN,NaN,,,NaN,,,,NaN,,,,
361,NaN,NaN,,,NaN,100,,93,NaN,5,,93,40
362,NaN,NaN,,,NaN,,,,NaN,,,,
363,NaN,NaN,,,NaN,100,,93,NaN,5,,94,40
364,NaN,NaN,,,NaN,,,,NaN,,,,
365,NaN,NaN,,,NaN,100,,93,NaN,5,,94,40
366,NaN,NaN,,,NaN,,,,NaN,,,,
367,NaN,NaN,,,NaN,100,,94,NaN,8,,94,39
368,NaN,NaN,,,NaN,,,,NaN,,,,
369,NaN,NaN,,,NaN,100,,94,NaN,8,,94,39
370,NaN,NaN,,,NaN,,,,NaN,,,,
371,NaN,NaN,,,NaN,100,,94,NaN,8,,95,39
372,NaN,NaN,,,NaN,,,,NaN,,,,
373,NaN,NaN,,,NaN,100,,94,NaN,12,,95,38
374,NaN,NaN,,,NaN,,,,NaN,,,,
375,NaN,NaN,,,NaN,100,,94,NaN,12,,95,38
376,NaN,NaN,,,NaN,,,,NaN,,,,
377,NaN,NaN,,,NaN,100,,94,NaN,12,,95,38
378,NaN,NaN,,,NaN,,,,NaN,,,,
379,NaN,NaN,,,NaN,100,,94,NaN,12,,94,38
380,NaN,NaN,,,NaN,,,,NaN,,,,
381,NaN,NaN,,,NaN,100,,94,NaN,14,,95,38
382,NaN,NaN,,,NaN,,,,NaN,,,,
383,NaN,NaN,,,NaN,100,,94,NaN,14,,94,38
384,NaN,NaN,,,NaN,,,,NaN,,,,
385,NaN,NaN,,,NaN,100,,93,NaN,14,,94,38
386,NaN,NaN,,,NaN,,,,NaN,,,,
387,NaN,NaN,,,NaN,100,,94,NaN,14,,94,37
388,NaN,NaN,,,NaN,,,,NaN,,,,
389,NaN,NaN,,,NaN,100,,94,NaN,14,,95,37
390,NaN,NaN,,,NaN,,,,NaN,,,,
391,NaN,NaN,,,NaN,100,,93,NaN,14,,94,37
392,NaN,NaN,,,NaN,,,,NaN,,,,
393,NaN,NaN,,,NaN,100,,93,NaN,14,,94,37
394,NaN,NaN,,,NaN,,,,NaN,,,,
395,NaN,NaN,,,NaN,100,,92,NaN,14,,93,37
396,NaN,NaN,,,NaN,,,,NaN,,,,
397,NaN,NaN,,,NaN,100,,93,NaN,14,,93,37
398,NaN,NaN,,,NaN,,,,NaN,,,,
399,NaN,NaN,,,NaN,100,,93,NaN,14,,93,37
400,NaN,NaN,,,NaN,,,,NaN,,,,
401,NaN,NaN,,,NaN,100,,93,NaN,14,,94,36
402,NaN,NaN,,,NaN,,,,NaN,,,,
403,NaN,NaN,,,NaN,100,,93,NaN,14,,94,36
404,NaN,NaN,,,NaN,,,,NaN,,,,
405,NaN,NaN,,,NaN,100,,92,NaN,14,,93,36
406,NaN,NaN,,,NaN,,,,NaN,,,,
407,NaN,NaN,,,NaN,100,,92,NaN,14,,93,36
408,NaN,NaN,,,NaN,,,,NaN,,,,
409,NaN,NaN,,,NaN,100,,92,NaN,14,,93,36
410,NaN,NaN,,,NaN,,,,NaN,,,,
411,NaN,NaN,,,NaN,100,,93,NaN,14,,93,36
412,NaN,NaN,,,NaN,,,,NaN,,,,
413,NaN,NaN,,,NaN,100,,93,NaN,14,,93,36
414,NaN,NaN,,,NaN,,,,NaN,,,,
415,NaN,NaN,,,NaN,100,,93,NaN,14,,94,36
416,NaN,NaN,,,NaN,,,,NaN,,,,
417,NaN,NaN,,,NaN,100,,93,NaN,14,,94,36
418,NaN,NaN,,,NaN,,,,NaN,,,,
419,NaN,NaN,,,NaN,100,,93,NaN,14,,94,36
420,NaN,NaN,,,NaN,,,,NaN,,,,
421,NaN,NaN,,,NaN,100,,93,NaN,14,,93,36
422,NaN,NaN,,,NaN,,,,NaN,,,,
423,NaN,NaN,,,NaN,100,,92,NaN,14,,93,36
424,NaN,NaN,,,NaN,,,,NaN,,,,
425,NaN,NaN,,,NaN,100,,92,NaN,14,,92,36
426,NaN,NaN,,,NaN,,,,NaN,,,,
427,NaN,NaN,,,NaN,100,,93,NaN,14,,93,36
428,NaN,NaN,,,NaN,,,,NaN,,,,
429,NaN,NaN,,,NaN,100,,94,NaN,14,,94,36
430,NaN,NaN,,,NaN,,,,NaN,,,,
431,NaN,NaN,,,NaN,100,,94,NaN,14,,95,36
432,NaN,NaN,,,NaN,,,,NaN,,,,
433,NaN,NaN,,,NaN,100,,94,NaN,14,,95,36
434,NaN,NaN,,,NaN,,,,NaN,,,,
435,NaN,NaN,,,NaN,100,,95,NaN,14,,95,36
436,NaN,NaN,,,NaN,,,,NaN,,,,
437,NaN,NaN,,,NaN,100,,95,NaN,14,,95,36
438,NaN,NaN,,,NaN,,,,NaN,,,,
439,NaN,NaN,,,NaN,100,,95,NaN,14,,96,36
440,NaN,NaN,,,NaN,,,,NaN,,,,
441,NaN,NaN,,,NaN,100,,95,NaN,14,,96,36
442,NaN,NaN,,,NaN,,,,NaN,,,,
443,NaN,NaN,,,NaN,100,,94,NaN,14,,95,35
444,NaN,NaN,,,NaN,,,,NaN,,,,
445,NaN,NaN,,,NaN,100,,94,NaN,14,,94,35
446,NaN,NaN,,,NaN,,,,NaN,,,,
447,NaN,NaN,,,NaN,100,,94,NaN,14,,94,35
448,NaN,NaN,,,NaN,,,,NaN,,,,
449,NaN,NaN,,,NaN,100,,95,NaN,14,,95,35
450,NaN,NaN,,,NaN,,,,NaN,,,,
451,NaN,NaN,,,NaN,100,,95,NaN,14,,96,35
452,NaN,NaN,,,NaN,,,,NaN,,,,
453,NaN,NaN,,,NaN,100,,96,NaN,14,,96,35
454,NaN,NaN,,,NaN,,,,NaN,,,,
455,NaN,NaN,,,NaN,100,,95,NaN,14,,96,35
456,NaN,NaN,,,NaN,,,,NaN,,,,
457,NaN,NaN,,,NaN,100,,95,NaN,14,,96,35
458,NaN,NaN,,,NaN,,,,NaN,,,,
459,NaN,NaN,,,NaN,100,,94,NaN,14,,95,35
460,NaN,NaN,,,NaN,,,,NaN,,,,
461,NaN,NaN,,,NaN,100,,94,NaN,14,,95,35
462,NaN,NaN,,,NaN,,,,NaN,,,,
463,NaN,NaN,,,NaN,100,,94,NaN,14,,95,35
464,NaN,NaN,,,NaN,,,,NaN,,,,
465,NaN,NaN,,,NaN,100,,94,NaN,14,,95,35
466,NaN,NaN,,,NaN,,,,NaN,,,,
467,NaN,NaN,,,NaN,100,,94,NaN,14,,95,35
468,NaN,NaN,,,NaN,,,,NaN,,,,
469,NaN,NaN,,,NaN,100,,94,NaN,14,,94,35
470,NaN,NaN,,,NaN,,,,NaN,,,,
471,NaN,NaN,,,NaN,100,,94,NaN,14,,94,35
472,NaN,NaN,,,NaN,,,,NaN,,,,
473,NaN,NaN,,,NaN,100,,92,NaN,14,,93,35
474,NaN,NaN,,,NaN,,,,NaN,,,,
475,NaN,NaN,,,NaN,100,,91,NaN,14,,92,35
