time,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ART_DBP
0,,,NaN,NaN,,,,,,,NaN,NaN,
1,,,-4.9562602043151855,-495.6260070800781,,,,,,,-4.9562602043151855,-499.346923828125,
2,,,-4.956240177154541,-495.6240234375,,,,,,,-4.956240177154541,-499.344970703125,
3,0,0,NaN,NaN,,91,-23,77,,62,NaN,NaN,
4,,,NaN,NaN,,,,,,,NaN,NaN,
5,0,0,NaN,NaN,,91,-23,77,,61,NaN,NaN,
6,,,NaN,NaN,,,,,,,NaN,NaN,
7,0,0,NaN,NaN,,91,-23,77,,61,NaN,NaN,
8,,,NaN,NaN,,,,,,,NaN,NaN,
9,0,0,NaN,NaN,,,-24,,,62,NaN,NaN,
10,,,NaN,NaN,,,,,,,NaN,NaN,
11,0,0,NaN,NaN,,,-24,,-24,63,NaN,NaN,-24
12,,,NaN,NaN,,,,,,,NaN,NaN,
13,0,0,NaN,NaN,,,-24,,-24,64,NaN,NaN,-24
14,,,NaN,NaN,,,,,,,NaN,NaN,
15,0,0,NaN,NaN,,,-24,,-24,63,NaN,NaN,-24
16,,,NaN,NaN,,,,,,,NaN,NaN,
17,0,0,NaN,NaN,,,-24,,-24,63,NaN,NaN,-24
18,,,NaN,NaN,,,,,,,NaN,NaN,
19,0,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
20,,,NaN,NaN,,,,,,,NaN,NaN,
21,0,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
22,,,NaN,NaN,,,,,,,NaN,NaN,
23,0,0,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
24,,,NaN,NaN,,,,,,,NaN,NaN,
25,0,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
26,,,NaN,NaN,,,,,,,NaN,NaN,
27,0,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
28,,,NaN,NaN,,,,,,,NaN,NaN,
29,0,0,NaN,NaN,,,-23,,-23,63,NaN,NaN,-23
30,,,NaN,NaN,,,,,,,NaN,NaN,
31,0,0,NaN,NaN,,,-23,,-23,63,NaN,NaN,-23
32,,,NaN,NaN,,,,,,,NaN,NaN,
33,0,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
34,,,NaN,NaN,,,,,,,NaN,NaN,
35,0,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
36,,,NaN,NaN,,,,,,,NaN,NaN,
37,1,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
38,,,NaN,NaN,,,,,,,NaN,NaN,
39,1,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
40,,,NaN,NaN,,,,,,,NaN,NaN,
41,1,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
42,,,NaN,NaN,,,,,,,NaN,NaN,
43,1,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
44,,,NaN,NaN,,,,,,,NaN,NaN,
45,0,0,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
46,,,NaN,NaN,,,,,,,NaN,NaN,
47,0,0,NaN,NaN,,90,-24,78,-24,,NaN,NaN,-24
48,,,NaN,NaN,,,,,,,NaN,NaN,
49,0,0,NaN,NaN,,90,-24,78,-24,,NaN,NaN,-24
50,,,NaN,NaN,,,,,,,NaN,NaN,
51,0,0,NaN,NaN,,90,-24,78,-24,,NaN,NaN,-26
52,,,NaN,NaN,,,,,,,NaN,NaN,
53,0,0,NaN,NaN,,90,-24,78,-24,,NaN,NaN,-26
54,,,NaN,NaN,,,,,,,NaN,NaN,
55,0,0,NaN,NaN,,90,-24,78,-24,,NaN,NaN,-24
56,,,NaN,NaN,,,,,,,NaN,NaN,
57,0,0,NaN,NaN,,90,-24,78,-24,,NaN,NaN,-24
58,,,NaN,NaN,,,,,,,NaN,NaN,
59,0,0,NaN,NaN,,90,-23,78,-23,,NaN,NaN,-23
60,,,NaN,NaN,,,,,,,NaN,NaN,
61,0,0,NaN,NaN,,90,-23,78,-23,,NaN,NaN,-23
62,,,NaN,NaN,,,,,,,NaN,NaN,
63,0,0,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
64,,,NaN,NaN,,,,,,,NaN,NaN,
65,0,0,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
66,,,NaN,NaN,,,,,,,NaN,NaN,
67,0,0,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
68,,,NaN,NaN,,,,,,,NaN,NaN,
69,0,0,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
70,,,NaN,NaN,,,,,,,NaN,NaN,
71,0,,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
72,,,NaN,NaN,,,,,,,NaN,NaN,
73,0,,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
74,,,NaN,NaN,,,,,,,NaN,NaN,
75,0,,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
76,,,NaN,NaN,,,,,,,NaN,NaN,
77,0,,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
78,,,NaN,NaN,,,,,,,NaN,NaN,
79,0,,NaN,NaN,,,-24,,-24,,NaN,NaN,-24
80,,,NaN,NaN,,,,,,,NaN,NaN,
81,0,,NaN,NaN,,,-24,,-24,64,NaN,NaN,-24
82,,,NaN,NaN,,,,,,,NaN,NaN,
83,0,,NaN,NaN,,,-24,,-24,63,NaN,NaN,-24
84,,,NaN,NaN,,,,,,,NaN,NaN,
85,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
86,,,NaN,NaN,,,,,,,NaN,NaN,
87,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
88,,,NaN,NaN,,,,,,,NaN,NaN,
89,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
90,,,NaN,NaN,,,,,,,NaN,NaN,
91,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
92,,,NaN,NaN,,,,,,,NaN,NaN,
93,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
94,,,NaN,NaN,,,,,,,NaN,NaN,
95,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
96,,,NaN,NaN,,,,,,,NaN,NaN,
97,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
98,,,NaN,NaN,,,,,,,NaN,NaN,
99,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
100,,,NaN,NaN,,,,,,,NaN,NaN,
101,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
102,,,NaN,NaN,,,,,,,NaN,NaN,
103,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
104,,,NaN,NaN,,,,,,,NaN,NaN,
105,0,,NaN,NaN,,,-24,,-24,61,NaN,NaN,-24
106,,,NaN,NaN,,,,,,,NaN,NaN,
107,0,,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
108,,,NaN,NaN,,,,,,,NaN,NaN,
109,0,,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
110,,,NaN,NaN,,,,,,,NaN,NaN,
111,0,,NaN,NaN,,,-24,,-24,62,NaN,NaN,-24
112,,,NaN,NaN,,,,,,,NaN,NaN,
113,0,,NaN,NaN,,,-24,,-24,66,NaN,NaN,-24
114,,,NaN,NaN,,,,,,,NaN,NaN,
115,0,,NaN,NaN,,,-23,,-23,66,NaN,NaN,-23
116,,,NaN,NaN,,,,,,,NaN,NaN,
117,0,,NaN,NaN,,,-23,,-23,66,NaN,NaN,-23
118,,,NaN,NaN,,,,,,,NaN,NaN,
119,0,,NaN,NaN,,87,-24,79,-24,66,NaN,NaN,-24
120,,,NaN,NaN,,,,,,,NaN,NaN,
121,0,,NaN,NaN,,88,-24,79,-24,,NaN,NaN,-24
122,,,NaN,NaN,,,,,,,NaN,NaN,
123,0,,NaN,NaN,,88,-24,79,-24,,NaN,NaN,-24
124,,,NaN,NaN,,,,,,,NaN,NaN,
125,0,,NaN,NaN,,89,-24,80,-24,,NaN,NaN,-24
126,,,NaN,NaN,,,,,,,NaN,NaN,
127,0,,NaN,NaN,,89,-24,80,-24,,NaN,NaN,-24
128,,,NaN,NaN,,,,,,,NaN,NaN,
129,0,,NaN,NaN,,89,-24,80,-24,,NaN,NaN,-24
130,,,NaN,NaN,,,,,,,NaN,NaN,
131,0,,NaN,NaN,,92,-25,82,-25,,NaN,NaN,-25
132,,,NaN,NaN,,,,,,,NaN,NaN,
133,0,,NaN,NaN,,87,-25,91,-11,,NaN,NaN,-44
134,,,NaN,NaN,,,,,,,NaN,NaN,
135,0,,NaN,NaN,,89,-25,93,-15,,NaN,NaN,-32
136,,,NaN,NaN,,,,,,,NaN,NaN,
137,1,,NaN,NaN,,89,-25,93,-15,,NaN,NaN,-32
138,,,NaN,NaN,,,,,,,NaN,NaN,
139,1,,NaN,NaN,,80,-25,98,-25,,NaN,NaN,-25
140,,,NaN,NaN,,,,,,,NaN,NaN,
141,1,,NaN,NaN,,69,-25,100,-25,,NaN,NaN,-25
142,,,NaN,NaN,,,,,,,NaN,NaN,
143,1,,NaN,NaN,,64,-25,100,-25,,NaN,NaN,-25
144,,,NaN,NaN,,,,,,,NaN,NaN,
145,0,,NaN,NaN,,62,-25,100,-25,,NaN,NaN,-25
146,,,NaN,NaN,,,,,,,NaN,NaN,
147,0,,NaN,NaN,,61,-25,100,-25,,NaN,NaN,-25
148,,,NaN,NaN,,,,,,,NaN,NaN,
149,1,,NaN,NaN,,60,-25,100,-25,,NaN,NaN,-25
150,,,NaN,NaN,,,,,,,NaN,NaN,
151,1,,NaN,NaN,,60,-25,100,-25,,NaN,NaN,-25
152,,,NaN,NaN,,,,,,,NaN,NaN,
153,1,,NaN,NaN,,60,-25,100,-25,60,NaN,NaN,-25
154,,,NaN,NaN,,,,,,,NaN,NaN,
155,1,,NaN,NaN,,60,-25,100,-25,60,NaN,NaN,-25
156,,,NaN,NaN,,,,,,,NaN,NaN,
157,0,,NaN,NaN,,61,-25,100,-25,70,NaN,NaN,-25
158,,,NaN,NaN,,,,,,,NaN,NaN,
159,0,,NaN,NaN,,61,-25,100,-25,69,NaN,NaN,-25
160,,,NaN,NaN,,,,,,,NaN,NaN,
161,0,,NaN,NaN,,61,-25,100,-25,69,NaN,NaN,-25
162,,,NaN,NaN,,,,,,,NaN,NaN,
163,1,,NaN,NaN,,61,-25,100,-25,65,NaN,NaN,-25
164,,,NaN,NaN,,,,,,,NaN,NaN,
165,1,,NaN,NaN,,61,-25,100,-25,121,NaN,NaN,-25
166,,,NaN,NaN,,,,,,,NaN,NaN,
167,1,,NaN,NaN,,60,-25,100,-25,121,NaN,NaN,-25
168,,,NaN,NaN,,,,,,,NaN,NaN,
169,1,,NaN,NaN,,60,-25,100,-25,121,NaN,NaN,-27
170,,,NaN,NaN,,,,,,,NaN,NaN,
171,1,,NaN,NaN,,61,-25,100,-21,121,NaN,NaN,-29
172,,,NaN,NaN,,,,,,,NaN,NaN,
173,1,,NaN,NaN,,61,-25,100,-21,121,NaN,NaN,-29
174,,,NaN,NaN,,,,,,,NaN,NaN,
175,1,,NaN,NaN,,61,-25,100,-21,121,NaN,NaN,-29
176,,,NaN,NaN,,,,,,,NaN,NaN,
177,1,,NaN,NaN,,62,-25,100,-25,146,NaN,NaN,-25
178,,,NaN,NaN,,,,,,,NaN,NaN,
179,1,12,NaN,NaN,6,62,-25,100,-25,97,NaN,NaN,-25
180,,,NaN,NaN,,,,,,,NaN,NaN,
181,1,,NaN,NaN,,61,-25,100,-25,97,NaN,NaN,-25
182,,,NaN,NaN,,,,,,,NaN,NaN,
183,1,,NaN,NaN,,61,-25,100,-25,84,NaN,NaN,-25
184,,,NaN,NaN,,,,,,,NaN,NaN,
185,1,,NaN,NaN,,60,-25,100,-25,84,NaN,NaN,-25
186,,,NaN,NaN,,,,,,,NaN,NaN,
187,1,,NaN,NaN,,60,-25,100,-25,73,NaN,NaN,-25
188,,,NaN,NaN,,,,,,,NaN,NaN,
189,1,,NaN,NaN,,59,-25,100,-25,73,NaN,NaN,-25
190,,,NaN,NaN,,,,,,,NaN,NaN,
191,0,,NaN,NaN,,59,-25,100,-25,79,NaN,NaN,-25
192,,,NaN,NaN,,,,,,,NaN,NaN,
193,0,,NaN,NaN,,59,-25,100,-25,85,NaN,NaN,-25
194,,,NaN,NaN,,,,,,,NaN,NaN,
195,0,,NaN,NaN,,59,-25,100,-25,85,NaN,NaN,-25
196,,,NaN,NaN,,,,,,,NaN,NaN,
197,0,,NaN,NaN,,58,-25,100,-25,85,NaN,NaN,-25
198,,,NaN,NaN,,,,,,,NaN,NaN,
199,1,,NaN,NaN,,57,-25,100,-25,85,NaN,NaN,-25
200,,,NaN,NaN,,,,,,,NaN,NaN,
201,1,,NaN,NaN,,56,-25,100,-25,85,NaN,NaN,-25
202,,,NaN,NaN,,,,,,,NaN,NaN,
203,1,,NaN,NaN,,55,-25,100,-25,85,NaN,NaN,-25
204,,,NaN,NaN,,,,,,,NaN,NaN,
205,1,,NaN,NaN,,55,-25,100,-25,93,NaN,NaN,-25
206,,,NaN,NaN,,,,,,,NaN,NaN,
207,1,,NaN,NaN,,55,-25,100,-25,93,NaN,NaN,-25
208,,,NaN,NaN,,,,,,,NaN,NaN,
209,1,,NaN,NaN,,55,-25,100,-25,93,NaN,NaN,-25
210,,,NaN,NaN,,,,,,,NaN,NaN,
211,1,,NaN,NaN,,55,-25,100,-25,97,NaN,NaN,-25
212,,,NaN,NaN,,,,,,,NaN,NaN,
213,1,,NaN,NaN,,55,-25,100,-25,86,NaN,NaN,-25
214,,,NaN,NaN,,,,,,,NaN,NaN,
215,0,,NaN,NaN,,56,-25,100,-25,78,NaN,NaN,-26
216,,,NaN,NaN,,,,,,,NaN,NaN,
217,0,,NaN,NaN,,56,-25,100,-25,72,NaN,NaN,-26
218,,,NaN,NaN,,,,,,,NaN,NaN,
219,1,,NaN,NaN,,57,-25,100,-25,60,NaN,NaN,-26
220,,,NaN,NaN,,,,,,,NaN,NaN,
221,1,,NaN,NaN,,58,-24,100,-24,60,NaN,NaN,-24
222,,,NaN,NaN,,,,,,,NaN,NaN,
223,1,,NaN,NaN,,58,-24,100,-24,55,NaN,NaN,-24
224,,,NaN,NaN,,,,,,,NaN,NaN,
225,1,,NaN,NaN,,58,-25,100,-25,55,NaN,NaN,-25
226,,,NaN,NaN,,,,,,,NaN,NaN,
227,1,,NaN,NaN,,58,-25,100,-25,55,NaN,NaN,-25
228,,,NaN,NaN,,,,,,,NaN,NaN,
229,1,,NaN,NaN,,57,-25,100,-25,55,NaN,NaN,-25
230,,,NaN,NaN,,,,,,,NaN,NaN,
231,1,,NaN,NaN,,57,-25,100,-25,55,NaN,NaN,-25
232,,,NaN,NaN,,,,,,,NaN,NaN,
233,2,,NaN,NaN,,57,-25,100,-25,55,NaN,NaN,-25
234,,,NaN,NaN,,,,,,,NaN,NaN,
235,2,,NaN,NaN,,56,-25,100,-25,54,NaN,NaN,-25
236,,,NaN,NaN,,,,,,,NaN,NaN,
237,2,,NaN,NaN,,55,-25,100,-25,54,NaN,NaN,-25
238,,,NaN,NaN,,,,,,,NaN,NaN,
239,2,,NaN,NaN,,55,-25,100,-25,54,NaN,NaN,-25
240,,,NaN,NaN,,,,,,,NaN,NaN,
241,2,,NaN,NaN,,55,-25,100,-25,54,NaN,NaN,-25
242,,,NaN,NaN,,,,,,,NaN,NaN,
243,2,,NaN,NaN,,56,-25,100,-25,54,NaN,NaN,-25
244,,,NaN,NaN,,,,,,,NaN,NaN,
245,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
246,,,NaN,NaN,,,,,,,NaN,NaN,
247,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
248,,,NaN,NaN,,,,,,,NaN,NaN,
249,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
250,,,NaN,NaN,,,,,,,NaN,NaN,
251,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
252,,,NaN,NaN,,,,,,,NaN,NaN,
253,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
254,,,NaN,NaN,,,,,,,NaN,NaN,
255,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
256,,,NaN,NaN,,,,,,,NaN,NaN,
257,2,,NaN,NaN,,56,-26,100,-26,55,NaN,NaN,-26
258,,,NaN,NaN,,,,,,,NaN,NaN,
259,2,,NaN,NaN,,56,-26,100,-26,55,NaN,NaN,-26
260,,,NaN,NaN,,,,,,,NaN,NaN,
261,2,,NaN,NaN,,56,-24,100,-24,55,NaN,NaN,-24
262,,,NaN,NaN,,,,,,,NaN,NaN,
263,2,,NaN,NaN,,56,-24,100,-24,55,NaN,NaN,-24
264,,,NaN,NaN,,,,,,,NaN,NaN,
265,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
266,,,NaN,NaN,,,,,,,NaN,NaN,
267,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
268,,,NaN,NaN,,,,,,,NaN,NaN,
269,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
270,,,NaN,NaN,,,,,,,NaN,NaN,
271,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
272,,,NaN,NaN,,,,,,,NaN,NaN,
273,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
274,,,NaN,NaN,,,,,,,NaN,NaN,
275,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
276,,,NaN,NaN,,,,,,,NaN,NaN,
277,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
278,,,NaN,NaN,,,,,,,NaN,NaN,
279,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
280,,,NaN,NaN,,,,,,,NaN,NaN,
281,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
282,,,NaN,NaN,,,,,,,NaN,NaN,
283,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
284,,,NaN,NaN,,,,,,,NaN,NaN,
285,2,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
286,,,NaN,NaN,,,,,,,NaN,NaN,
287,2,,NaN,NaN,,57,-25,100,-25,55,NaN,NaN,-25
288,,,NaN,NaN,,,,,,,NaN,NaN,
289,3,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
290,,,NaN,NaN,,,,,,,NaN,NaN,
291,3,,NaN,NaN,,56,-25,100,-25,55,NaN,NaN,-25
292,,,NaN,NaN,,,,,,,NaN,NaN,
293,3,,NaN,NaN,,56,-24,100,8,55,NaN,NaN,-56
294,,,NaN,NaN,,,,,,,NaN,NaN,
295,3,,NaN,NaN,,55,-25,100,11,55,NaN,NaN,-56
296,,,NaN,NaN,,,,,,,NaN,NaN,
297,2,,NaN,NaN,,55,-20,100,30,61,NaN,NaN,-55
298,,,NaN,NaN,,,,,,,NaN,NaN,
299,2,,NaN,NaN,,55,-15,100,,61,NaN,NaN,
300,,,NaN,NaN,,,,,,,NaN,NaN,
301,3,,NaN,NaN,,54,-28,100,,61,NaN,NaN,
302,,,NaN,NaN,,,,,,,NaN,NaN,
303,3,,NaN,NaN,,54,-21,100,,61,NaN,NaN,
304,,,NaN,NaN,,,,,,,NaN,NaN,
305,3,,NaN,NaN,,54,-4,100,,60,NaN,NaN,
306,,,NaN,NaN,,,,,,,NaN,NaN,
307,3,,NaN,NaN,,54,-11,100,21,60,NaN,NaN,-59
308,,,NaN,NaN,,,,,,,NaN,NaN,
309,3,,NaN,NaN,,54,-15,100,,60,NaN,NaN,
310,,,NaN,NaN,,,,,,,NaN,NaN,
311,3,,NaN,NaN,,54,-14,100,,60,NaN,NaN,
312,,,NaN,NaN,,,,,,,NaN,NaN,
313,3,,NaN,NaN,,54,-17,100,,60,NaN,NaN,
314,,,NaN,NaN,,,,,,,NaN,NaN,
315,3,,NaN,NaN,,54,-19,100,,60,NaN,NaN,
316,,,NaN,NaN,,,,,,,NaN,NaN,
317,3,,NaN,NaN,,54,-27,100,43,60,NaN,NaN,
318,,,NaN,NaN,,,,,,,NaN,NaN,
319,3,,NaN,NaN,,54,-27,100,43,62,NaN,NaN,
320,,,NaN,NaN,,,,,,,NaN,NaN,
321,3,,NaN,NaN,,54,-35,100,-35,62,NaN,NaN,-35
322,,,NaN,NaN,,,,,,,NaN,NaN,
323,3,,NaN,NaN,,54,-35,100,-34,62,NaN,NaN,-36
324,,,NaN,NaN,,,,,,,NaN,NaN,
325,3,,NaN,NaN,,55,-35,100,-34,62,NaN,NaN,-36
326,,,NaN,NaN,,,,,,,NaN,NaN,
327,3,,NaN,NaN,,55,-35,100,-32,63,NaN,NaN,-40
328,,,NaN,NaN,,,,,,,NaN,NaN,
329,3,,NaN,NaN,,56,-35,100,-33,63,NaN,NaN,-38
330,,,NaN,NaN,,,,,,,NaN,NaN,
331,3,,NaN,NaN,,56,-36,100,-34,63,NaN,NaN,-38
332,,,NaN,NaN,,,,,,,NaN,NaN,
333,3,,NaN,NaN,,57,-36,100,-34,63,NaN,NaN,-37
334,,,NaN,NaN,,,,,,,NaN,NaN,
335,3,,NaN,NaN,,57,-36,100,-34,63,NaN,NaN,-37
336,,,NaN,NaN,,,,,,,NaN,NaN,
337,3,,NaN,NaN,,57,-36,100,-34,63,NaN,NaN,-37
338,,,NaN,NaN,,,,,,,NaN,NaN,
339,2,,NaN,NaN,,58,-36,100,-36,63,NaN,NaN,-36
340,,,NaN,NaN,,,,,,,NaN,NaN,
341,2,,NaN,NaN,,59,-36,100,-35,58,NaN,NaN,-37
342,,,NaN,NaN,,,,,,,NaN,NaN,
343,2,,NaN,NaN,,59,-36,100,-35,59,NaN,NaN,-37
344,,,NaN,NaN,,,,,,,NaN,NaN,
345,2,,NaN,NaN,,60,-36,100,-35,64,NaN,NaN,-37
346,,,NaN,NaN,,,,,,,NaN,NaN,
347,2,,NaN,NaN,,62,-36,100,-35,64,NaN,NaN,-37
348,,,NaN,NaN,,,,,,,NaN,NaN,
349,2,,NaN,NaN,,63,-36,100,-35,67,NaN,NaN,-37
350,,,NaN,NaN,,,,,,,NaN,NaN,
351,2,,NaN,NaN,,65,-36,100,-35,70,NaN,NaN,-39
352,,,NaN,NaN,,,,,,,NaN,NaN,
353,2,,NaN,NaN,,68,-36,100,-35,70,NaN,NaN,-38
354,,,NaN,NaN,,,,,,,NaN,NaN,
355,2,,NaN,NaN,,71,-36,100,-35,70,NaN,NaN,-38
356,,,NaN,NaN,,,,,,,NaN,NaN,
357,2,,NaN,NaN,,73,-36,100,-35,74,NaN,NaN,-37
358,,,NaN,NaN,,,,,,,NaN,NaN,
359,2,,NaN,NaN,,75,-36,100,-35,74,NaN,NaN,-37
360,,,NaN,NaN,,,,,,,NaN,NaN,
361,2,,NaN,NaN,,76,-35,100,-35,74,NaN,NaN,-35
362,,,NaN,NaN,,,,,,,NaN,NaN,
363,2,,NaN,NaN,,76,-35,100,-35,74,NaN,NaN,-35
364,,,NaN,NaN,,,,,,,NaN,NaN,
365,2,,NaN,NaN,,76,-35,100,-35,76,NaN,NaN,-35
366,,,NaN,NaN,,,,,,,NaN,NaN,
367,2,,NaN,NaN,,76,-35,100,-35,74,NaN,NaN,-35
368,,,NaN,NaN,,,,,,,NaN,NaN,
369,2,,NaN,NaN,,76,-36,100,-36,81,NaN,NaN,-36
370,,,NaN,NaN,,,,,,,NaN,NaN,
371,2,37,NaN,NaN,5,75,-36,100,-36,81,NaN,NaN,-36
372,,,NaN,NaN,,,,,,,NaN,NaN,
373,2,37,NaN,NaN,5,75,-36,100,-36,80,NaN,NaN,-36
374,,,NaN,NaN,,,,,,,NaN,NaN,
375,2,37,NaN,NaN,5,74,-36,100,-36,79,NaN,NaN,-36
376,,,NaN,NaN,,,,,,,NaN,NaN,
377,2,43,NaN,NaN,5,73,-35,100,-35,73,NaN,NaN,-35
378,,,NaN,NaN,,,,,,,NaN,NaN,
379,2,43,NaN,NaN,5,73,-35,100,-35,72,NaN,NaN,-35
380,,,NaN,NaN,,,,,,,NaN,NaN,
381,2,43,NaN,NaN,5,73,-35,100,-35,72,NaN,NaN,-35
382,,,NaN,NaN,,,,,,,NaN,NaN,
383,2,43,NaN,NaN,5,72,-35,100,-35,72,NaN,NaN,-35
384,,,NaN,NaN,,,,,,,NaN,NaN,
385,2,40,NaN,NaN,4,71,-35,100,-35,76,NaN,NaN,-35
386,,,NaN,NaN,,,,,,,NaN,NaN,
387,2,40,NaN,NaN,4,71,-35,100,-35,83,NaN,NaN,-35
388,,,NaN,NaN,,,,,,,NaN,NaN,
389,2,40,NaN,NaN,4,70,-35,100,-35,91,NaN,NaN,-35
390,,,NaN,NaN,,,,,,,NaN,NaN,
391,2,39,NaN,NaN,9,69,-35,100,-35,89,NaN,NaN,-35
392,,,NaN,NaN,,,,,,,NaN,NaN,
393,2,39,NaN,NaN,9,67,-36,100,-36,76,NaN,NaN,-36
394,,,NaN,NaN,,,,,,,NaN,NaN,
395,2,39,NaN,NaN,9,66,-36,100,-36,65,NaN,NaN,-36
396,,,NaN,NaN,,,,,,,NaN,NaN,
397,2,39,NaN,NaN,9,66,-36,100,-36,65,NaN,NaN,-36
398,,,NaN,NaN,,,,,,,NaN,NaN,
399,1,39,NaN,NaN,11,66,-36,100,-36,65,NaN,NaN,-36
400,,,NaN,NaN,,,,,,,NaN,NaN,
401,1,39,NaN,NaN,11,66,-36,100,-36,65,NaN,NaN,-36
402,,,NaN,NaN,,,,,,,NaN,NaN,
403,1,39,NaN,NaN,11,66,-36,100,-34,65,NaN,NaN,-38
404,,,NaN,NaN,,,,,,,NaN,NaN,
405,1,39,NaN,NaN,12,66,-36,100,-34,65,NaN,NaN,-37
406,,,NaN,NaN,,,,,,,NaN,NaN,
407,1,39,NaN,NaN,12,66,-30,100,,66,NaN,NaN,
408,,,NaN,NaN,,,,,,,NaN,NaN,
409,1,39,NaN,NaN,12,66,8,100,,65,NaN,NaN,
410,,,NaN,NaN,,,,,,,NaN,NaN,
411,1,39,NaN,NaN,12,66,9,100,,65,NaN,NaN,
412,,,NaN,NaN,,,,,,,NaN,NaN,
413,1,39,NaN,NaN,12,66,7,100,,65,NaN,NaN,
414,,,NaN,NaN,,,,,,,NaN,NaN,
415,1,39,NaN,NaN,12,65,28,100,,64,NaN,NaN,
416,,,NaN,NaN,,,,,,,NaN,NaN,
417,1,39,NaN,NaN,12,64,39,100,,64,NaN,NaN,
418,,,NaN,NaN,,,,,,,NaN,NaN,
419,1,38,NaN,NaN,12,64,39,100,,64,NaN,NaN,
420,,,NaN,NaN,,,,,,,NaN,NaN,
421,1,38,NaN,NaN,12,64,172,100,,64,NaN,NaN,
422,,,NaN,NaN,,,,,,,NaN,NaN,
423,1,38,NaN,NaN,12,64,172,100,,64,NaN,NaN,
424,,,NaN,NaN,,,,,,,NaN,NaN,
425,1,38,NaN,NaN,12,65,101,100,,65,NaN,NaN,
426,,,NaN,NaN,,,,,,,NaN,NaN,
427,1,38,NaN,NaN,12,66,101,100,,65,NaN,NaN,
428,,,NaN,NaN,,,,,,,NaN,NaN,
429,1,38,NaN,NaN,12,66,129,100,,65,NaN,NaN,
430,,,NaN,NaN,,,,,,,NaN,NaN,
431,1,38,NaN,NaN,12,66,136,100,,65,NaN,NaN,
432,,,NaN,NaN,,,,,,,NaN,NaN,
433,1,38,NaN,NaN,12,66,142,100,,65,NaN,NaN,
434,,,NaN,NaN,,,,,,,NaN,NaN,
435,1,38,NaN,NaN,12,65,157,100,171,65,NaN,NaN,150
