time,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,SNUADC/ART,Solar8000/HR
0,NaN,,,,NaN,,,,,,NaN,NaN,
1,-4.9562602043151855,,,,-495.6260070800781,,,,,,-4.9562602043151855,-494.5040283203125,
2,-4.956240177154541,,,,-495.6240234375,,,,,,-4.956240177154541,-494.5020446777344,
3,NaN,,,,NaN,,,,,,NaN,NaN,
4,NaN,,,,NaN,,,,,,NaN,NaN,
5,NaN,-10,-8,0,NaN,112,-8,,-8,79,NaN,NaN,110
6,NaN,,,,NaN,,,,,,NaN,NaN,
7,NaN,-10,-8,0,NaN,112,-8,,-8,79,NaN,NaN,111
8,NaN,,,,NaN,,,,,,NaN,NaN,
9,NaN,-9,-8,0,NaN,112,-8,,-8,79,NaN,NaN,111
10,NaN,,,,NaN,,,,,,NaN,NaN,
11,NaN,-9,-8,0,NaN,112,-8,,-8,86,NaN,NaN,111
12,NaN,,,,NaN,,,,,,NaN,NaN,
13,NaN,-9,-8,0,NaN,111,-8,,-8,85,NaN,NaN,111
14,NaN,,,,NaN,,,,,,NaN,NaN,
15,NaN,-9,-8,0,NaN,104,-8,,-8,86,NaN,NaN,112
16,NaN,,,,NaN,,,,,,NaN,NaN,
17,NaN,-9,-8,0,NaN,108,-8,,-8,86,NaN,NaN,113
18,NaN,,,,NaN,,,,,,NaN,NaN,
19,NaN,-9,-8,0,NaN,103,-8,,-8,88,NaN,NaN,114
20,NaN,,,,NaN,,,,,,NaN,NaN,
21,NaN,-9,-8,0,NaN,115,-8,,-8,95,NaN,NaN,114
22,NaN,,,,NaN,,,,,,NaN,NaN,
23,NaN,-9,-8,0,NaN,115,-8,,-8,98,NaN,NaN,114
24,NaN,,,,NaN,,,,,,NaN,NaN,
25,NaN,-9,-8,0,NaN,115,-8,,-8,98,NaN,NaN,115
26,NaN,,,,NaN,,,,,,NaN,NaN,
27,NaN,-9,-8,0,NaN,116,-8,,-8,99,NaN,NaN,115
28,NaN,,,,NaN,,,,,,NaN,NaN,
29,NaN,-9,-8,0,NaN,116,-8,,-8,99,NaN,NaN,116
30,NaN,,,,NaN,,,,,,NaN,NaN,
31,NaN,-9,-8,0,NaN,117,-8,,-8,99,NaN,NaN,116
32,NaN,,,,NaN,,,,,,NaN,NaN,
33,NaN,-9,-8,0,NaN,117,-8,,-8,99,NaN,NaN,117
34,NaN,,,,NaN,,,,,,NaN,NaN,
35,NaN,-9,-8,0,NaN,118,-8,,-8,99,NaN,NaN,117
36,NaN,,,,NaN,,,,,,NaN,NaN,
37,NaN,-9,-8,0,NaN,118,-8,,-8,99,NaN,NaN,118
38,NaN,,,,NaN,,,,,,NaN,NaN,
39,NaN,-9,-8,0,NaN,118,-8,,-8,99,NaN,NaN,118
40,NaN,,,,NaN,,,,,,NaN,NaN,
41,NaN,-9,-8,0,NaN,117,-8,,-8,99,NaN,NaN,117
42,NaN,,,,NaN,,,,,,NaN,NaN,
43,NaN,-9,-8,0,NaN,117,-8,,-8,98,NaN,NaN,115
44,NaN,,,,NaN,,,,,,NaN,NaN,
45,NaN,-9,-8,0,NaN,121,-8,,-8,98,NaN,NaN,114
46,NaN,,,,NaN,,,,,,NaN,NaN,
47,NaN,-9,-8,0,NaN,121,-8,,-8,98,NaN,NaN,114
48,NaN,,,,NaN,,,,,,NaN,NaN,
49,NaN,-9,-8,0,NaN,116,-8,,-8,98,NaN,NaN,114
50,NaN,,,,NaN,,,,,,NaN,NaN,
51,NaN,-9,-8,0,NaN,116,-8,,-8,99,NaN,NaN,115
52,NaN,,,,NaN,,,,,,NaN,NaN,
53,NaN,-9,-8,0,NaN,116,-8,,-8,99,NaN,NaN,116
54,NaN,,,,NaN,,,,,,NaN,NaN,
55,NaN,-9,-8,0,NaN,115,-8,,-8,99,NaN,NaN,115
56,NaN,,,,NaN,,,,,,NaN,NaN,
57,NaN,-9,-8,0,NaN,115,-8,,-8,99,NaN,NaN,114
58,NaN,,,,NaN,,,,,,NaN,NaN,
59,NaN,-9,-8,0,NaN,116,-8,,-8,99,NaN,NaN,115
60,NaN,,,,NaN,,,,,,NaN,NaN,
61,NaN,-9,-8,0,NaN,117,-8,,-8,99,NaN,NaN,116
62,NaN,,,,NaN,,,,,,NaN,NaN,
63,NaN,-9,-8,0,NaN,116,-8,,-8,99,NaN,NaN,116
64,NaN,,,,NaN,,,,,,NaN,NaN,
65,NaN,-9,-8,0,NaN,116,-8,,-8,99,NaN,NaN,116
66,NaN,,,,NaN,,,,,,NaN,NaN,
67,NaN,-9,-8,0,NaN,115,-8,,-8,99,NaN,NaN,114
68,NaN,,,,NaN,,,,,,NaN,NaN,
69,NaN,-10,-7,0,NaN,114,-7,,-7,98,NaN,NaN,114
70,NaN,,,,NaN,,,,,,NaN,NaN,
71,NaN,-10,-7,0,NaN,114,-7,,-7,98,NaN,NaN,114
72,NaN,,,,NaN,,,,,,NaN,NaN,
73,NaN,-9,-7,0,NaN,116,-7,,-7,98,NaN,NaN,114
74,NaN,,,,NaN,,,,,,NaN,NaN,
75,NaN,-9,-7,0,NaN,116,-7,,-7,98,NaN,NaN,114
76,NaN,,,,NaN,,,,,,NaN,NaN,
77,NaN,-10,-7,0,NaN,110,-7,,-7,98,NaN,NaN,112
78,NaN,,,,NaN,,,,,,NaN,NaN,
79,NaN,-10,-7,0,NaN,110,-7,,-7,98,NaN,NaN,112
80,NaN,,,,NaN,,,,,,NaN,NaN,
81,NaN,-10,-8,0,NaN,113,-8,,-8,98,NaN,NaN,112
82,NaN,,,,NaN,,,,,,NaN,NaN,
83,NaN,-10,-8,0,NaN,115,-8,,-8,98,NaN,NaN,113
84,NaN,,,,NaN,,,,,,NaN,NaN,
85,NaN,-10,-8,0,NaN,117,-8,,-8,98,NaN,NaN,114
86,NaN,,,,NaN,,,,,,NaN,NaN,
87,NaN,-10,-8,0,NaN,117,-8,,-8,98,NaN,NaN,115
88,NaN,,,,NaN,,,,,,NaN,NaN,
89,NaN,-10,-8,0,NaN,117,-8,,-8,99,NaN,NaN,116
90,NaN,,,,NaN,,,,,,NaN,NaN,
91,NaN,-10,-8,0,NaN,116,-8,,-8,99,NaN,NaN,116
92,NaN,,,,NaN,,,,,,NaN,NaN,
93,NaN,-10,-8,0,NaN,114,-8,,-8,99,NaN,NaN,114
94,NaN,,,,NaN,,,,,,NaN,NaN,
95,NaN,-10,-8,0,NaN,113,-8,,-8,99,NaN,NaN,113
96,NaN,,,,NaN,,,,,,NaN,NaN,
97,NaN,-10,-8,0,NaN,112,-8,,-8,99,NaN,NaN,112
98,NaN,,,,NaN,,,,,,NaN,NaN,
99,NaN,-10,-8,0,NaN,111,-8,,-8,99,NaN,NaN,110
100,NaN,,,,NaN,,,,,,NaN,NaN,
101,NaN,-10,-8,0,NaN,111,-8,,-8,99,NaN,NaN,110
102,NaN,,,,NaN,,,,,,NaN,NaN,
103,NaN,-10,-8,0,NaN,111,-8,,-8,99,NaN,NaN,110
104,NaN,,,,NaN,,,,,,NaN,NaN,
105,NaN,-10,-8,0,NaN,111,-8,,-8,99,NaN,NaN,110
106,NaN,,,,NaN,,,,,,NaN,NaN,
107,NaN,-10,-8,0,NaN,112,-8,,-8,99,NaN,NaN,111
108,NaN,,,,NaN,,,,,,NaN,NaN,
109,NaN,-10,-8,0,NaN,111,-8,,-8,99,NaN,NaN,111
110,NaN,,,,NaN,,,,,,NaN,NaN,
111,NaN,-10,-8,0,NaN,111,-8,,-8,99,NaN,NaN,110
112,NaN,,,,NaN,,,,,,NaN,NaN,
113,NaN,-10,-8,0,NaN,111,-8,,-8,99,NaN,NaN,110
114,NaN,,,,NaN,,,,,,NaN,NaN,
115,NaN,-10,-8,0,NaN,112,-8,,-8,99,NaN,NaN,110
116,NaN,,,,NaN,,,,,,NaN,NaN,
117,NaN,-10,-7,0,NaN,113,-7,,-7,99,NaN,NaN,112
118,NaN,,,,NaN,,,,,,NaN,NaN,
119,NaN,-10,-7,0,NaN,114,-7,,-7,99,NaN,NaN,113
120,NaN,,,,NaN,,,,,,NaN,NaN,
121,NaN,-10,-8,0,NaN,115,-8,,-8,99,NaN,NaN,114
122,NaN,,,,NaN,,,,,,NaN,NaN,
123,NaN,-10,-8,0,NaN,115,-8,,-8,99,NaN,NaN,115
124,NaN,,,,NaN,,,,,,NaN,NaN,
125,NaN,-10,-8,0,NaN,115,-8,,-8,99,NaN,NaN,114
126,NaN,,,,NaN,,,,,,NaN,NaN,
127,NaN,-10,-8,0,NaN,114,-8,,-8,99,NaN,NaN,114
128,NaN,,,,NaN,,,,,,NaN,NaN,
129,NaN,-10,-8,0,NaN,114,-8,,-8,99,NaN,NaN,114
130,NaN,,,,NaN,,,,,,NaN,NaN,
131,NaN,-10,-8,0,NaN,113,-8,,-8,99,NaN,NaN,113
132,NaN,,,,NaN,,,,,,NaN,NaN,
133,NaN,-10,-8,0,NaN,112,-8,,-8,99,NaN,NaN,112
134,NaN,,,,NaN,,,,,,NaN,NaN,
135,NaN,-10,-8,0,NaN,112,-8,,-8,99,NaN,NaN,111
136,NaN,,,,NaN,,,,,,NaN,NaN,
137,NaN,-10,-8,0,NaN,114,-8,,-8,99,NaN,NaN,113
138,NaN,,,,NaN,,,,,,NaN,NaN,
139,NaN,-10,-8,0,NaN,116,-8,,-8,100,NaN,NaN,115
140,NaN,,,,NaN,,,,,,NaN,NaN,
141,NaN,-10,-8,0,NaN,118,-8,,-8,100,NaN,NaN,118
142,NaN,,,,NaN,,,,,,NaN,NaN,
143,NaN,-10,-8,0,NaN,118,-8,,-8,100,NaN,NaN,118
144,NaN,,,,NaN,,,,,,NaN,NaN,
145,NaN,-10,-8,0,NaN,116,-8,,-8,100,NaN,NaN,117
146,NaN,,,,NaN,,,,,,NaN,NaN,
147,NaN,-10,-8,0,NaN,114,-8,,-8,100,NaN,NaN,114
148,NaN,,,,NaN,,,,,,NaN,NaN,
149,NaN,-10,-8,0,NaN,113,-8,,-8,100,NaN,NaN,113
150,NaN,,,,NaN,,,,,,NaN,NaN,
151,NaN,-10,-8,0,NaN,113,-8,,-8,100,NaN,NaN,112
152,NaN,,,,NaN,,,,,,NaN,NaN,
153,NaN,-10,-8,0,NaN,113,-8,,-8,100,NaN,NaN,113
154,NaN,,,,NaN,,,,,,NaN,NaN,
155,NaN,-10,-8,0,NaN,113,-8,,-8,100,NaN,NaN,113
156,NaN,,,,NaN,,,,,,NaN,NaN,
157,NaN,-10,-8,0,NaN,112,-8,,-8,100,NaN,NaN,111
158,NaN,,,,NaN,,,,,,NaN,NaN,
159,NaN,-10,-8,0,NaN,111,-8,,-8,100,NaN,NaN,110
160,NaN,,,,NaN,,,,,,NaN,NaN,
161,NaN,-10,-8,0,NaN,110,-8,,-8,100,NaN,NaN,110
162,NaN,,,,NaN,,,,,,NaN,NaN,
163,NaN,-10,-8,0,NaN,109,-8,,-8,100,NaN,NaN,109
164,NaN,,,,NaN,,,,,,NaN,NaN,
165,NaN,-10,-8,0,NaN,108,-8,,-8,100,NaN,NaN,107
166,NaN,,,,NaN,,,,,,NaN,NaN,
167,NaN,-10,-8,0,NaN,108,-8,,-8,100,NaN,NaN,107
168,NaN,,,,NaN,,,,,,NaN,NaN,
169,NaN,-10,-8,0,NaN,108,-8,,-8,100,NaN,NaN,108
170,NaN,,,,NaN,,,,,,NaN,NaN,
171,NaN,-10,-8,0,NaN,109,-8,,-8,100,NaN,NaN,108
172,NaN,,,,NaN,,,,,,NaN,NaN,
173,NaN,-10,-8,0,NaN,110,-8,,-8,100,NaN,NaN,109
174,NaN,,,,NaN,,,,,,NaN,NaN,
175,NaN,-10,-8,0,NaN,110,-8,,-8,100,NaN,NaN,109
176,NaN,,,,NaN,,,,,,NaN,NaN,
177,NaN,-10,-8,0,NaN,109,-8,,-8,100,NaN,NaN,109
178,NaN,,,,NaN,,,,,,NaN,NaN,
179,NaN,-10,-8,0,NaN,108,-8,,-8,100,NaN,NaN,108
180,NaN,,,,NaN,,,,,,NaN,NaN,
181,NaN,-10,-8,0,NaN,108,-8,,-8,100,NaN,NaN,107
182,NaN,,,,NaN,,,,,,NaN,NaN,
183,NaN,-10,-8,0,NaN,107,-8,,-8,100,NaN,NaN,107
184,NaN,,,,NaN,,,,,,NaN,NaN,
185,NaN,-10,-8,0,NaN,107,-8,,-8,100,NaN,NaN,107
186,NaN,,,,NaN,,,,,,NaN,NaN,
187,NaN,-10,-8,0,NaN,107,-8,,-8,100,NaN,NaN,106
188,NaN,,,,NaN,,,,,,NaN,NaN,
189,NaN,-10,-8,0,NaN,105,-8,,-8,100,NaN,NaN,105
190,NaN,,,,NaN,,,,,,NaN,NaN,
191,NaN,-10,-8,0,NaN,105,-8,,-8,100,NaN,NaN,104
192,NaN,,,,NaN,,,,,,NaN,NaN,
193,NaN,-10,-8,0,NaN,104,-8,,-8,100,NaN,NaN,104
194,NaN,,,,NaN,,,,,,NaN,NaN,
195,NaN,-10,-8,0,NaN,103,-8,,-8,100,NaN,NaN,103
196,NaN,,,,NaN,,,,,,NaN,NaN,
197,NaN,-10,-8,0,NaN,102,-8,,-8,100,NaN,NaN,102
198,NaN,,,,NaN,,,,,,NaN,NaN,
199,NaN,-10,-8,0,NaN,101,-8,,-8,100,NaN,NaN,101
200,NaN,,,,NaN,,,,,,NaN,NaN,
201,NaN,-10,-9,0,NaN,100,-9,,-9,100,NaN,NaN,100
202,NaN,,,,NaN,,,,,,NaN,NaN,
203,NaN,-10,-9,0,NaN,98,-9,,-9,100,NaN,NaN,98
204,NaN,,,,NaN,,,,,,NaN,NaN,
205,NaN,-10,-8,0,NaN,96,-8,,-8,100,NaN,NaN,97
206,NaN,,,,NaN,,,,,,NaN,NaN,
207,NaN,-10,-8,0,NaN,94,-8,,-8,100,NaN,NaN,95
208,NaN,,,,NaN,,,,,,NaN,NaN,
209,NaN,-10,-8,0,NaN,92,-8,,-8,100,NaN,NaN,92
210,NaN,,,,NaN,,,,,,NaN,NaN,
211,NaN,-10,-8,0,NaN,90,-8,,-8,100,NaN,NaN,90
212,NaN,,,,NaN,,,,,,NaN,NaN,
213,NaN,-10,-8,0,NaN,89,-8,,-8,100,NaN,NaN,89
214,NaN,,,,NaN,,,,,,NaN,NaN,
215,NaN,-10,-8,0,NaN,88,-8,,-8,100,NaN,NaN,88
216,NaN,,,,NaN,,,,,,NaN,NaN,
217,NaN,-10,-8,0,NaN,88,-8,,-8,100,NaN,NaN,88
218,NaN,,,,NaN,,,,,,NaN,NaN,
219,NaN,-10,-8,0,NaN,88,-8,,-8,100,NaN,NaN,88
220,NaN,,,,NaN,,,,,,NaN,NaN,
221,NaN,-10,-8,0,NaN,88,-8,,-8,100,NaN,NaN,88
222,NaN,,,,NaN,,,,,,NaN,NaN,
223,NaN,-10,-8,0,NaN,88,-8,,-8,100,NaN,NaN,88
224,NaN,,,,NaN,,,,,,NaN,NaN,
225,NaN,-10,-8,0,NaN,88,-8,,-8,100,NaN,NaN,88
226,NaN,,,,NaN,,,,,,NaN,NaN,
227,NaN,-10,-8,0,NaN,87,-8,,-8,100,NaN,NaN,87
228,NaN,,,,NaN,,,,,,NaN,NaN,
229,NaN,-10,-8,0,NaN,87,-8,,-8,100,NaN,NaN,86
230,NaN,,,,NaN,,,,,,NaN,NaN,
231,NaN,-10,-8,0,NaN,86,-8,,-8,100,NaN,NaN,86
232,NaN,,,,NaN,,,,,,NaN,NaN,
233,NaN,-10,-8,0,NaN,85,-8,,-8,100,NaN,NaN,85
234,NaN,,,,NaN,,,,,,NaN,NaN,
235,NaN,-10,-8,0,NaN,86,-8,,-8,100,NaN,NaN,85
236,NaN,,,,NaN,,,,,,NaN,NaN,
237,NaN,-10,-8,0,NaN,86,-8,,-8,100,NaN,NaN,86
238,NaN,,,,NaN,,,,,,NaN,NaN,
239,NaN,-10,-8,,NaN,87,-8,,-8,100,NaN,NaN,87
240,NaN,,,,NaN,,,,,,NaN,NaN,
241,NaN,-10,-8,,NaN,88,-8,,-8,100,NaN,NaN,87
242,NaN,,,,NaN,,,,,,NaN,NaN,
243,NaN,-10,-8,,NaN,88,-8,,-8,100,NaN,NaN,87
244,NaN,,,,NaN,,,,,,NaN,NaN,
245,NaN,-10,-8,,NaN,88,-8,,-8,100,NaN,NaN,87
246,NaN,,,,NaN,,,,,,NaN,NaN,
247,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,88
248,NaN,,,,NaN,,,,,,NaN,NaN,
249,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,88
250,NaN,,,,NaN,,,,,,NaN,NaN,
251,NaN,-10,-8,,NaN,90,-8,,-8,100,NaN,NaN,89
252,NaN,,,,NaN,,,,,,NaN,NaN,
253,NaN,-10,-8,,NaN,91,-8,,-8,100,NaN,NaN,90
254,NaN,,,,NaN,,,,,,NaN,NaN,
255,NaN,-10,-8,,NaN,92,-8,,-8,100,NaN,NaN,91
256,NaN,,,,NaN,,,,,,NaN,NaN,
257,NaN,-10,-7,,NaN,93,-7,,-7,100,NaN,NaN,92
258,NaN,,,,NaN,,,,,,NaN,NaN,
259,NaN,-10,-7,,NaN,94,-7,,-7,100,NaN,NaN,93
260,NaN,,,,NaN,,,,,,NaN,NaN,
261,NaN,-10,-7,,NaN,94,-7,,-7,100,NaN,NaN,94
262,NaN,,,,NaN,,,,,,NaN,NaN,
263,NaN,-10,-7,,NaN,94,-7,,-7,100,NaN,NaN,94
264,NaN,,,,NaN,,,,,,NaN,NaN,
265,NaN,-10,-7,,NaN,93,-7,,-7,100,NaN,NaN,93
266,NaN,,,,NaN,,,,,,NaN,NaN,
267,NaN,-10,-7,,NaN,92,-7,,-7,100,NaN,NaN,92
268,NaN,,,,NaN,,,,,,NaN,NaN,
269,NaN,-10,-8,,NaN,91,-8,,-8,100,NaN,NaN,91
270,NaN,,,,NaN,,,,,,NaN,NaN,
271,NaN,-10,-8,,NaN,91,-8,,-8,100,NaN,NaN,90
272,NaN,,,,NaN,,,,,,NaN,NaN,
273,NaN,-10,-8,,NaN,90,-8,,-8,100,NaN,NaN,89
274,NaN,,,,NaN,,,,,,NaN,NaN,
275,NaN,-10,-8,,NaN,90,-8,,-8,100,NaN,NaN,89
276,NaN,,,,NaN,,,,,,NaN,NaN,
277,NaN,-10,-8,,NaN,90,-8,,-8,100,NaN,NaN,89
278,NaN,,,,NaN,,,,,,NaN,NaN,
279,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
280,NaN,,,,NaN,,,,,,NaN,NaN,
281,NaN,-10,-9,,NaN,89,-9,,-9,100,NaN,NaN,89
282,NaN,,,,NaN,,,,,,NaN,NaN,
283,NaN,-10,-9,,NaN,89,-9,,-9,100,NaN,NaN,89
284,NaN,,,,NaN,,,,,,NaN,NaN,
285,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
286,NaN,,,,NaN,,,,,,NaN,NaN,
287,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
288,NaN,,,,NaN,,,,,,NaN,NaN,
289,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
290,NaN,,,,NaN,,,,,,NaN,NaN,
291,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
292,NaN,,,,NaN,,,,,,NaN,NaN,
293,NaN,-10,-9,,NaN,89,-9,,-9,100,NaN,NaN,89
294,NaN,,,,NaN,,,,,,NaN,NaN,
295,NaN,-10,-9,,NaN,89,-9,,-9,100,NaN,NaN,89
296,NaN,,,,NaN,,,,,,NaN,NaN,
297,NaN,-10,-9,,NaN,89,-9,,-9,100,NaN,NaN,88
298,NaN,,,,NaN,,,,,,NaN,NaN,
299,NaN,-10,-9,,NaN,88,-9,,-9,100,NaN,NaN,88
300,NaN,,,,NaN,,,,,,NaN,NaN,
301,NaN,-10,-8,,NaN,87,-8,,-8,100,NaN,NaN,87
302,NaN,,,,NaN,,,,,,NaN,NaN,
303,NaN,-10,-8,,NaN,87,-8,,-8,100,NaN,NaN,87
304,NaN,,,,NaN,,,,,,NaN,NaN,
305,NaN,-10,-8,,NaN,88,-8,,-8,100,NaN,NaN,87
306,NaN,,,,NaN,,,,,,NaN,NaN,
307,NaN,-10,-8,,NaN,88,-8,,-8,100,NaN,NaN,88
308,NaN,,,,NaN,,,,,,NaN,NaN,
309,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,88
310,NaN,,,,NaN,,,,,,NaN,NaN,
311,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
312,NaN,,,,NaN,,,,,,NaN,NaN,
313,NaN,-10,-8,,NaN,90,-8,,-8,100,NaN,NaN,89
314,NaN,,,,NaN,,,,,,NaN,NaN,
315,NaN,-10,-8,,NaN,90,-8,,-8,100,NaN,NaN,89
316,NaN,,,,NaN,,,,,,NaN,NaN,
317,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
318,NaN,,,,NaN,,,,,,NaN,NaN,
319,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,88
320,NaN,,,,NaN,,,,,,NaN,NaN,
321,NaN,-10,-7,,NaN,89,-7,,-7,100,NaN,NaN,88
322,NaN,,,,NaN,,,,,,NaN,NaN,
323,NaN,-10,-7,,NaN,89,-7,,-7,100,NaN,NaN,88
324,NaN,,,,NaN,,,,,,NaN,NaN,
325,NaN,-10,-7,,NaN,89,-7,,-7,100,NaN,NaN,89
326,NaN,,,,NaN,,,,,,NaN,NaN,
327,NaN,-10,-7,,NaN,89,-7,,-7,100,NaN,NaN,89
328,NaN,,,,NaN,,,,,,NaN,NaN,
329,NaN,-10,-7,,NaN,90,-7,,-7,100,NaN,NaN,89
330,NaN,,,,NaN,,,,,,NaN,NaN,
331,NaN,-10,-7,,NaN,90,-7,,-7,100,NaN,NaN,89
332,NaN,,,,NaN,,,,,,NaN,NaN,
333,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
334,NaN,,,,NaN,,,,,,NaN,NaN,
335,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,89
336,NaN,,,,NaN,,,,,,NaN,NaN,
337,NaN,-10,-8,,NaN,89,-8,,-8,100,NaN,NaN,88
338,NaN,,,,NaN,,,,,,NaN,NaN,
339,NaN,-10,6,,NaN,88,-36,,81,100,NaN,NaN,88
340,NaN,,,,NaN,,,,,,NaN,NaN,
341,NaN,-10,11,,NaN,88,-15,,34,100,NaN,NaN,87
342,NaN,,,,NaN,,,,,,NaN,NaN,
343,NaN,-10,3,,NaN,88,-22,,26,100,NaN,NaN,87
344,NaN,,,,NaN,,,,,,NaN,NaN,
345,NaN,-10,3,29,NaN,88,-22,24,26,100,NaN,NaN,87
346,NaN,,,,NaN,,,,,,NaN,NaN,
347,NaN,-10,-3,29,NaN,88,-3,24,-3,100,NaN,NaN,87
348,NaN,,,,NaN,,,,,,NaN,NaN,
349,NaN,-10,-3,29,NaN,87,-4,24,-1,100,NaN,NaN,87
350,NaN,,,,NaN,,,,,,NaN,NaN,
351,NaN,-10,-3,,NaN,87,-4,,-1,100,NaN,NaN,87
352,NaN,,,,NaN,,,,,,NaN,NaN,
353,NaN,-10,-3,,NaN,87,-3,,-3,100,NaN,NaN,86
354,NaN,,,,NaN,,,,,,NaN,NaN,
355,NaN,-10,-3,,NaN,87,-3,,-3,100,NaN,NaN,87
356,NaN,,,,NaN,,,,,,NaN,NaN,
357,NaN,-10,-3,,NaN,88,-5,,-2,100,NaN,NaN,87
358,NaN,,,,NaN,,,,,,NaN,NaN,
359,NaN,-10,-4,,NaN,88,-5,,-2,100,NaN,NaN,88
360,NaN,,,,NaN,,,,,,NaN,NaN,
361,NaN,-10,-4,,NaN,89,-6,,-3,100,NaN,NaN,88
362,NaN,,,,NaN,,,,,,NaN,NaN,
363,NaN,-10,-4,,NaN,89,-6,,-3,100,NaN,NaN,88
364,NaN,,,,NaN,,,,,,NaN,NaN,
365,NaN,-10,-4,,NaN,89,-4,,-4,100,NaN,NaN,88
366,NaN,,,,NaN,,,,,,NaN,NaN,
367,NaN,-10,-4,,NaN,89,-4,,-4,100,NaN,NaN,88
368,NaN,,,,NaN,,,,,,NaN,NaN,
369,NaN,-10,-4,,NaN,89,-4,,-4,100,NaN,NaN,89
370,NaN,,,,NaN,,,,,,NaN,NaN,
371,NaN,-10,-4,,NaN,89,-4,,-4,100,NaN,NaN,88
372,NaN,,,,NaN,,,,,,NaN,NaN,
373,NaN,-10,-4,,NaN,89,-4,,-4,100,NaN,NaN,88
374,NaN,,,,NaN,,,,,,NaN,NaN,
375,NaN,-10,-4,,NaN,89,-4,,-4,100,NaN,NaN,88
376,NaN,,,,NaN,,,,,,NaN,NaN,
377,NaN,-10,-5,,NaN,89,-5,,-5,100,NaN,NaN,88
378,NaN,,,,NaN,,,,,,NaN,NaN,
379,NaN,-10,-5,,NaN,88,-5,,-5,100,NaN,NaN,88
380,NaN,,,,NaN,,,,,,NaN,NaN,
381,NaN,-10,-5,,NaN,88,-5,,-5,100,NaN,NaN,88
382,NaN,,,,NaN,,,,,,NaN,NaN,
383,NaN,-10,-5,,NaN,88,-5,,-5,100,NaN,NaN,88
384,NaN,,,,NaN,,,,,,NaN,NaN,
385,NaN,-10,-5,,NaN,88,-6,,-5,100,NaN,NaN,88
386,NaN,,,,NaN,,,,,,NaN,NaN,
387,NaN,-10,-7,,NaN,88,,,,100,NaN,NaN,88
388,NaN,,,,NaN,,,,,,NaN,NaN,
389,NaN,-10,-2,,NaN,89,,,,100,NaN,NaN,88
390,NaN,,,,NaN,,,,,,NaN,NaN,
391,NaN,-10,-2,,NaN,89,,,,100,NaN,NaN,88
392,NaN,,,,NaN,,,,,,NaN,NaN,
393,NaN,-10,-1,,NaN,89,,,,100,NaN,NaN,88
394,NaN,,,,NaN,,,,,,NaN,NaN,
395,NaN,-10,-1,,NaN,89,,,,100,NaN,NaN,88
396,NaN,,,,NaN,,,,,,NaN,NaN,
397,NaN,-10,-2,,NaN,89,,,,100,NaN,NaN,88
398,NaN,,,,NaN,,,,,,NaN,NaN,
399,NaN,-10,-2,,NaN,88,-9,,7,100,NaN,NaN,87
400,NaN,,,,NaN,,,,,,NaN,NaN,
401,NaN,-10,-2,,NaN,88,-6,,4,100,NaN,NaN,87
402,NaN,,,,NaN,,,,,,NaN,NaN,
403,NaN,-10,1,,NaN,88,-61,,84,100,NaN,NaN,87
404,NaN,,,,NaN,,,,,,NaN,NaN,
405,NaN,-10,-2,,NaN,89,-23,,22,100,NaN,NaN,88
406,NaN,,,,NaN,,,,,,NaN,NaN,
407,NaN,-10,-2,,NaN,92,,,,100,NaN,NaN,89
408,NaN,,,,NaN,,,,,,NaN,NaN,
409,NaN,-10,-3,,NaN,95,,,,100,NaN,NaN,106
410,NaN,,,,NaN,,,,,,NaN,NaN,
411,NaN,-10,-3,,NaN,98,,,,100,NaN,NaN,110
412,NaN,,,,NaN,,,,,,NaN,NaN,
413,NaN,-10,-3,,NaN,102,,,,100,NaN,NaN,107
414,NaN,,,,NaN,,,,,,NaN,NaN,
415,NaN,-10,-3,,NaN,104,,,,100,NaN,NaN,109
416,NaN,,,,NaN,,,,,,NaN,NaN,
417,NaN,-10,-3,,NaN,107,,,,100,NaN,NaN,113
418,NaN,,,,NaN,,,,,,NaN,NaN,
419,NaN,-10,-3,37,NaN,109,-14,19,6,100,NaN,NaN,108
420,NaN,,,,NaN,,,,,,NaN,NaN,
421,NaN,-10,-3,37,NaN,110,-6,19,1,100,NaN,NaN,109
422,NaN,,,,NaN,,,,,,NaN,NaN,
