time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ART,SNUADC/CVP,Solar8000/HR,Solar8000/ETCO2
0,,,,,,,NaN,NaN,,NaN,NaN,,
1,,,,,,,-4.9562602043151855,-4.9562602043151855,,-496.78717041015625,-495.6260070800781,,
2,,,,,,,-4.956240177154541,-4.956240177154541,,-496.7851867675781,-495.6240234375,,
3,100,63,0,,0,0,NaN,NaN,0,NaN,NaN,62,
4,,,,,,,NaN,NaN,,NaN,NaN,,
5,100,64,0,,0,0,NaN,NaN,0,NaN,NaN,67,
6,,,,,,,NaN,NaN,,NaN,NaN,,
7,100,62,0,,0,0,NaN,NaN,0,NaN,NaN,63,
8,,,,,,,NaN,NaN,,NaN,NaN,,
9,100,63,0,,0,0,NaN,NaN,0,NaN,NaN,63,
10,,,,,,,NaN,NaN,,NaN,NaN,,
11,100,63,0,,0,0,NaN,NaN,0,NaN,NaN,61,
12,,,,,,,NaN,NaN,,NaN,NaN,,
13,100,66,1,,0,1,NaN,NaN,1,NaN,NaN,67,
14,,,,,,,NaN,NaN,,NaN,NaN,,
15,100,73,1,,0,1,NaN,NaN,1,NaN,NaN,71,
16,,,,,,,NaN,NaN,,NaN,NaN,,
17,100,72,1,,0,1,NaN,NaN,1,NaN,NaN,71,
18,,,,,,,NaN,NaN,,NaN,NaN,,
19,100,73,1,,0,1,NaN,NaN,1,NaN,NaN,69,
20,,,,,,,NaN,NaN,,NaN,NaN,,
21,100,77,1,,0,1,NaN,NaN,1,NaN,NaN,66,
22,,,,,,,NaN,NaN,,NaN,NaN,,
23,100,71,1,,0,1,NaN,NaN,1,NaN,NaN,65,
24,,,,,,,NaN,NaN,,NaN,NaN,,
25,100,75,0,,0,0,NaN,NaN,0,NaN,NaN,71,
26,,,,,,,NaN,NaN,,NaN,NaN,,
27,100,77,0,,0,0,NaN,NaN,0,NaN,NaN,68,
28,,,,,,,NaN,NaN,,NaN,NaN,,
29,100,79,0,,0,0,NaN,NaN,0,NaN,NaN,71,
30,,,,,,,NaN,NaN,,NaN,NaN,,
31,100,77,0,,0,0,NaN,NaN,0,NaN,NaN,68,
32,,,,,,,NaN,NaN,,NaN,NaN,,
33,100,77,0,,0,0,NaN,NaN,0,NaN,NaN,68,
34,,,,,,,NaN,NaN,,NaN,NaN,,
35,100,78,0,,0,0,NaN,NaN,0,NaN,NaN,71,
36,,,,,,,NaN,NaN,,NaN,NaN,,
37,100,77,0,,0,0,NaN,NaN,0,NaN,NaN,67,
38,,,,,,,NaN,NaN,,NaN,NaN,,
39,100,77,0,,0,0,NaN,NaN,0,NaN,NaN,72,
40,,,,,,,NaN,NaN,,NaN,NaN,,
41,100,79,0,,0,0,NaN,NaN,0,NaN,NaN,72,
42,,,,,,,NaN,NaN,,NaN,NaN,,
43,100,79,0,,0,0,NaN,NaN,0,NaN,NaN,73,
44,,,,,,,NaN,NaN,,NaN,NaN,,
45,100,78,0,,0,0,NaN,NaN,0,NaN,NaN,73,
46,,,,,,,NaN,NaN,,NaN,NaN,,
47,100,76,1,,0,1,NaN,NaN,1,NaN,NaN,77,
48,,,,,,,NaN,NaN,,NaN,NaN,,
49,100,73,1,,0,1,NaN,NaN,1,NaN,NaN,76,
50,,,,,,,NaN,NaN,,NaN,NaN,,
51,100,68,1,,0,1,NaN,NaN,1,NaN,NaN,75,
52,,,,,,,NaN,NaN,,NaN,NaN,,
53,100,64,1,,0,1,NaN,NaN,1,NaN,NaN,65,
54,,,,,,,NaN,NaN,,NaN,NaN,,
55,100,68,1,,0,1,NaN,NaN,1,NaN,NaN,69,
56,,,,,,,NaN,NaN,,NaN,NaN,,
57,100,70,1,,0,1,NaN,NaN,1,NaN,NaN,72,
58,,,,,,,NaN,NaN,,NaN,NaN,,
59,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,78,
60,,,,,,,NaN,NaN,,NaN,NaN,,
61,100,78,0,,0,0,NaN,NaN,0,NaN,NaN,78,
62,,,,,,,NaN,NaN,,NaN,NaN,,
63,100,79,0,,0,0,NaN,NaN,0,NaN,NaN,77,
64,,,,,,,NaN,NaN,,NaN,NaN,,
65,100,75,0,,0,0,NaN,NaN,0,NaN,NaN,71,
66,,,,,,,NaN,NaN,,NaN,NaN,,
67,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,67,
68,,,,,,,NaN,NaN,,NaN,NaN,,
69,100,71,0,,0,0,NaN,NaN,0,NaN,NaN,66,
70,,,,,,,NaN,NaN,,NaN,NaN,,
71,100,68,0,,0,0,NaN,NaN,0,NaN,NaN,66,
72,,,,,,,NaN,NaN,,NaN,NaN,,
73,100,67,0,,0,0,NaN,NaN,0,NaN,NaN,75,
74,,,,,,,NaN,NaN,,NaN,NaN,,
75,100,71,0,,0,0,NaN,NaN,0,NaN,NaN,80,
76,,,,,,,NaN,NaN,,NaN,NaN,,
77,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,76,
78,,,,,,,NaN,NaN,,NaN,NaN,,
79,100,71,1,,0,1,NaN,NaN,1,NaN,NaN,78,
80,,,,,,,NaN,NaN,,NaN,NaN,,
81,100,75,1,,0,1,NaN,NaN,1,NaN,NaN,78,
82,,,,,,,NaN,NaN,,NaN,NaN,,
83,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,72,
84,,,,,,,NaN,NaN,,NaN,NaN,,
85,100,74,0,,0,0,NaN,NaN,0,NaN,NaN,70,
86,,,,,,,NaN,NaN,,NaN,NaN,,
87,100,74,1,,0,1,NaN,NaN,1,NaN,NaN,70,
88,,,,,,,NaN,NaN,,NaN,NaN,,
89,100,79,1,,0,1,NaN,NaN,1,NaN,NaN,70,
90,,,,,,,NaN,NaN,,NaN,NaN,,
91,100,78,0,,0,0,NaN,NaN,0,NaN,NaN,72,
92,,,,,,,NaN,NaN,,NaN,NaN,,
93,100,80,0,,0,0,NaN,NaN,0,NaN,NaN,75,
94,,,,,,,NaN,NaN,,NaN,NaN,,
95,100,77,0,,0,0,NaN,NaN,0,NaN,NaN,80,
96,,,,,,,NaN,NaN,,NaN,NaN,,
97,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,84,
98,,,,,,,NaN,NaN,,NaN,NaN,,
99,100,74,0,,0,0,NaN,NaN,0,NaN,NaN,85,
100,,,,,,,NaN,NaN,,NaN,NaN,,
101,100,75,0,,0,0,NaN,NaN,0,NaN,NaN,81,
102,,,,,,,NaN,NaN,,NaN,NaN,,
103,100,72,0,,0,0,NaN,NaN,0,NaN,NaN,70,
104,,,,,,,NaN,NaN,,NaN,NaN,,
105,100,69,0,,0,0,NaN,NaN,0,NaN,NaN,69,
106,,,,,,,NaN,NaN,,NaN,NaN,,
107,100,71,0,,0,0,NaN,NaN,0,NaN,NaN,59,
108,,,,,,,NaN,NaN,,NaN,NaN,,
109,100,75,0,,0,0,NaN,NaN,0,NaN,NaN,63,
110,,,,,,,NaN,NaN,,NaN,NaN,,
111,100,70,1,,0,1,NaN,NaN,1,NaN,NaN,62,
112,,,,,,,NaN,NaN,,NaN,NaN,,
113,100,74,1,,0,1,NaN,NaN,1,NaN,NaN,75,
114,,,,,,,NaN,NaN,,NaN,NaN,,
115,100,73,1,,0,1,NaN,NaN,1,NaN,NaN,70,
116,,,,,,,NaN,NaN,,NaN,NaN,,
117,100,73,1,,0,1,NaN,NaN,1,NaN,NaN,76,
118,,,,,,,NaN,NaN,,NaN,NaN,,
119,100,74,1,,0,1,NaN,NaN,1,NaN,NaN,71,
120,,,,,,,NaN,NaN,,NaN,NaN,,
121,100,73,1,,0,1,NaN,NaN,1,NaN,NaN,72,
122,,,,,,,NaN,NaN,,NaN,NaN,,
123,100,70,0,,0,0,NaN,NaN,0,NaN,NaN,70,
124,,,,,,,NaN,NaN,,NaN,NaN,,
125,100,72,0,,0,0,NaN,NaN,0,NaN,NaN,68,
126,,,,,,,NaN,NaN,,NaN,NaN,,
127,100,72,0,,0,0,NaN,NaN,0,NaN,NaN,68,
128,,,,,,,NaN,NaN,,NaN,NaN,,
129,100,71,0,,0,0,NaN,NaN,0,NaN,NaN,64,
130,,,,,,,NaN,NaN,,NaN,NaN,,
131,100,67,0,,0,0,NaN,NaN,0,NaN,NaN,64,
132,,,,,,,NaN,NaN,,NaN,NaN,,
133,100,66,0,,0,0,NaN,NaN,0,NaN,NaN,65,
134,,,,,,,NaN,NaN,,NaN,NaN,,
135,100,66,0,,0,0,NaN,NaN,0,NaN,NaN,89,
136,,,,,,,NaN,NaN,,NaN,NaN,,
137,100,67,0,,0,0,NaN,NaN,0,NaN,NaN,97,
138,,,,,,,NaN,NaN,,NaN,NaN,,
139,100,68,0,,0,0,NaN,NaN,0,NaN,NaN,85,
140,,,,,,,NaN,NaN,,NaN,NaN,,
141,100,70,0,,0,0,NaN,NaN,0,NaN,NaN,74,
142,,,,,,,NaN,NaN,,NaN,NaN,,
143,100,71,1,,0,1,NaN,NaN,1,NaN,NaN,63,
144,,,,,,,NaN,NaN,,NaN,NaN,,
145,100,70,1,,0,1,NaN,NaN,1,NaN,NaN,66,
146,,,,,,,NaN,NaN,,NaN,NaN,,
147,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,66,
148,,,,,,,NaN,NaN,,NaN,NaN,,
149,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,63,
150,,,,,,,NaN,NaN,,NaN,NaN,,
151,100,74,1,,0,1,NaN,NaN,1,NaN,NaN,63,31
152,,,,,,,NaN,NaN,,NaN,NaN,,
153,100,73,1,,0,1,NaN,NaN,1,NaN,NaN,63,31
154,,,,,,,NaN,NaN,,NaN,NaN,,
155,100,72,0,,0,0,NaN,NaN,0,NaN,NaN,63,31
156,,,,,,,NaN,NaN,,NaN,NaN,,
157,100,72,0,,0,0,NaN,NaN,0,NaN,NaN,68,31
158,,,,,,,NaN,NaN,,NaN,NaN,,
159,100,74,0,,0,0,NaN,NaN,0,NaN,NaN,68,31
160,,,,,,,NaN,NaN,,NaN,NaN,,
161,100,72,0,,0,0,NaN,NaN,0,NaN,NaN,68,31
162,,,,,,,NaN,NaN,,NaN,NaN,,
163,100,70,0,,0,0,NaN,NaN,0,NaN,NaN,68,31
164,,,,,,,NaN,NaN,,NaN,NaN,,
165,100,70,0,,0,0,NaN,NaN,0,NaN,NaN,73,31
166,,,,,,,NaN,NaN,,NaN,NaN,,
167,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,73,31
168,,,,,,,NaN,NaN,,NaN,NaN,,
169,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,73,31
170,,,,,,,NaN,NaN,,NaN,NaN,,
171,100,74,0,,0,0,NaN,NaN,0,NaN,NaN,76,
172,,,,,,,NaN,NaN,,NaN,NaN,,
173,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,68,
174,,,,,,,NaN,NaN,,NaN,NaN,,
175,100,72,1,,0,1,NaN,NaN,1,NaN,NaN,68,
176,,,,,,,NaN,NaN,,NaN,NaN,,
177,100,72,1,,0,1,NaN,NaN,1,NaN,NaN,64,
178,,,,,,,NaN,NaN,,NaN,NaN,,
179,100,72,0,,0,0,NaN,NaN,0,NaN,NaN,64,
180,,,,,,,NaN,NaN,,NaN,NaN,,
181,100,72,0,,0,0,NaN,NaN,0,NaN,NaN,63,
182,,,,,,,NaN,NaN,,NaN,NaN,,
183,100,72,1,,0,1,NaN,NaN,1,NaN,NaN,68,
184,,,,,,,NaN,NaN,,NaN,NaN,,
185,100,75,1,,0,1,NaN,NaN,1,NaN,NaN,72,
186,,,,,,,NaN,NaN,,NaN,NaN,,
187,100,74,0,,0,0,NaN,NaN,0,NaN,NaN,67,
188,,,,,,,NaN,NaN,,NaN,NaN,,
189,100,74,0,,0,0,NaN,NaN,0,NaN,NaN,66,
190,,,,,,,NaN,NaN,,NaN,NaN,,
191,100,73,0,,0,0,NaN,NaN,0,NaN,NaN,62,
192,,,,,,,NaN,NaN,,NaN,NaN,,
193,100,72,-6,,0,0,NaN,NaN,5,NaN,NaN,64,
194,,,,,,,NaN,NaN,,NaN,NaN,,
195,100,70,121,,0,-3,NaN,NaN,14,NaN,NaN,65,
196,,,,,,,NaN,NaN,,NaN,NaN,,
197,100,69,121,,0,-3,NaN,NaN,14,NaN,NaN,67,
198,,,,,,,NaN,NaN,,NaN,NaN,,
199,100,69,0,,0,0,NaN,NaN,0,NaN,NaN,63,
200,,,,,,,NaN,NaN,,NaN,NaN,,
201,100,68,0,,0,0,NaN,NaN,0,NaN,NaN,62,
202,,,,,,,NaN,NaN,,NaN,NaN,,
203,100,67,0,,0,0,NaN,NaN,0,NaN,NaN,65,
204,,,,,,,NaN,NaN,,NaN,NaN,,
205,100,64,-2,,5,0,NaN,NaN,2,NaN,NaN,62,
206,,,,,,,NaN,NaN,,NaN,NaN,,
207,100,63,-2,,5,0,NaN,NaN,2,NaN,NaN,63,
208,,,,,,,NaN,NaN,,NaN,NaN,,
209,100,61,0,,-6,0,NaN,NaN,0,NaN,NaN,62,
210,,,,,,,NaN,NaN,,NaN,NaN,,
211,100,61,0,,-6,0,NaN,NaN,0,NaN,NaN,59,
212,,,,,,,NaN,NaN,,NaN,NaN,,
213,100,61,0,,-9,0,NaN,NaN,0,NaN,NaN,61,
214,,,,,,,NaN,NaN,,NaN,NaN,,
215,100,62,0,,-9,0,NaN,NaN,0,NaN,NaN,63,
216,,,,,,,NaN,NaN,,NaN,NaN,,
217,100,64,0,,-9,0,NaN,NaN,0,NaN,NaN,74,
218,,,,,,,NaN,NaN,,NaN,NaN,,
219,100,69,0,,-9,0,NaN,NaN,0,NaN,NaN,79,
220,,,,,,,NaN,NaN,,NaN,NaN,,
221,100,76,1,,-8,1,NaN,NaN,1,NaN,NaN,86,
222,,,,,,,NaN,NaN,,NaN,NaN,,
223,100,79,1,,-8,1,NaN,NaN,1,NaN,NaN,80,
224,,,,,,,NaN,NaN,,NaN,NaN,,
225,100,80,1,,-8,1,NaN,NaN,1,NaN,NaN,80,
226,,,,,,,NaN,NaN,,NaN,NaN,,
227,100,78,1,,-9,1,NaN,NaN,1,NaN,NaN,70,
228,,,,,,,NaN,NaN,,NaN,NaN,,
229,100,78,0,,-9,0,NaN,NaN,0,NaN,NaN,70,
230,,,,,,,NaN,NaN,,NaN,NaN,,
231,100,76,0,6,-9,0,NaN,NaN,0,NaN,NaN,62,9
232,,,,,,,NaN,NaN,,NaN,NaN,,
233,100,75,0,6,-9,0,NaN,NaN,0,NaN,NaN,64,9
234,,,,,,,NaN,NaN,,NaN,NaN,,
235,100,72,0,6,-9,0,NaN,NaN,0,NaN,NaN,61,9
236,,,,,,,NaN,NaN,,NaN,NaN,,
237,100,65,0,6,-9,0,NaN,NaN,0,NaN,NaN,58,6
238,,,,,,,NaN,NaN,,NaN,NaN,,
239,100,65,0,6,-3,0,NaN,NaN,0,NaN,NaN,59,6
240,,,,,,,NaN,NaN,,NaN,NaN,,
241,100,64,0,6,-3,0,NaN,NaN,0,NaN,NaN,56,6
242,,,,,,,NaN,NaN,,NaN,NaN,,
243,100,64,0,5,-2,0,NaN,NaN,0,NaN,NaN,60,36
244,,,,,,,NaN,NaN,,NaN,NaN,,
245,100,59,0,5,-2,0,NaN,NaN,0,NaN,NaN,65,36
246,,,,,,,NaN,NaN,,NaN,NaN,,
247,100,63,0,5,-3,0,NaN,NaN,0,NaN,NaN,65,36
248,,,,,,,NaN,NaN,,NaN,NaN,,
249,100,62,1,7,-3,1,NaN,NaN,1,NaN,NaN,64,36
250,,,,,,,NaN,NaN,,NaN,NaN,,
251,100,62,1,7,-4,1,NaN,NaN,1,NaN,NaN,63,36
252,,,,,,,NaN,NaN,,NaN,NaN,,
253,100,65,1,7,-4,1,NaN,NaN,1,NaN,NaN,67,36
254,,,,,,,NaN,NaN,,NaN,NaN,,
255,100,67,1,11,-4,1,NaN,NaN,1,NaN,NaN,71,38
256,,,,,,,NaN,NaN,,NaN,NaN,,
257,100,66,1,11,-4,1,NaN,NaN,1,NaN,NaN,68,38
258,,,,,,,NaN,NaN,,NaN,NaN,,
259,100,67,1,11,-4,1,NaN,NaN,1,NaN,NaN,69,38
260,,,,,,,NaN,NaN,,NaN,NaN,,
261,100,67,0,14,-4,0,NaN,NaN,0,NaN,NaN,65,36
262,,,,,,,NaN,NaN,,NaN,NaN,,
263,100,67,0,14,-4,0,NaN,NaN,0,NaN,NaN,61,36
264,,,,,,,NaN,NaN,,NaN,NaN,,
265,100,68,0,14,-8,0,NaN,NaN,0,NaN,NaN,64,36
266,,,,,,,NaN,NaN,,NaN,NaN,,
267,100,67,0,15,-8,0,NaN,NaN,0,NaN,NaN,60,39
268,,,,,,,NaN,NaN,,NaN,NaN,,
269,100,69,0,15,-9,0,NaN,NaN,0,NaN,NaN,62,39
270,,,,,,,NaN,NaN,,NaN,NaN,,
271,100,72,0,15,-9,0,NaN,NaN,0,NaN,NaN,68,39
272,,,,,,,NaN,NaN,,NaN,NaN,,
273,100,74,0,16,-9,0,NaN,NaN,0,NaN,NaN,70,35
274,,,,,,,NaN,NaN,,NaN,NaN,,
275,100,75,0,16,-9,0,NaN,NaN,0,NaN,NaN,70,35
276,,,,,,,NaN,NaN,,NaN,NaN,,
277,100,74,0,16,-9,0,NaN,NaN,0,NaN,NaN,67,35
278,,,,,,,NaN,NaN,,NaN,NaN,,
279,100,73,0,16,-9,0,NaN,NaN,0,NaN,NaN,62,36
280,,,,,,,NaN,NaN,,NaN,NaN,,
281,100,70,1,16,-9,1,NaN,NaN,1,NaN,NaN,61,36
282,,,,,,,NaN,NaN,,NaN,NaN,,
283,100,70,1,16,-9,1,NaN,NaN,1,NaN,NaN,69,36
284,,,,,,,NaN,NaN,,NaN,NaN,,
285,100,67,1,16,-8,1,NaN,NaN,1,NaN,NaN,61,36
286,,,,,,,NaN,NaN,,NaN,NaN,,
287,100,68,1,16,-8,1,NaN,NaN,1,NaN,NaN,65,36
288,,,,,,,NaN,NaN,,NaN,NaN,,
289,100,69,1,16,-8,1,NaN,NaN,1,NaN,NaN,66,36
290,,,,,,,NaN,NaN,,NaN,NaN,,
291,100,69,1,,-8,1,NaN,NaN,1,NaN,NaN,61,0
292,,,,,,,NaN,NaN,,NaN,NaN,,
293,100,67,0,,-8,0,NaN,NaN,0,NaN,NaN,65,0
294,,,,,,,NaN,NaN,,NaN,NaN,,
295,100,69,0,,-8,0,NaN,NaN,0,NaN,NaN,65,0
296,,,,,,,NaN,NaN,,NaN,NaN,,
297,100,68,0,,-8,0,NaN,NaN,0,NaN,NaN,66,0
298,,,,,,,NaN,NaN,,NaN,NaN,,
299,100,70,0,,-8,0,NaN,NaN,0,NaN,NaN,69,0
300,,,,,,,NaN,NaN,,NaN,NaN,,
301,100,73,0,,-8,0,NaN,NaN,0,NaN,NaN,70,0
302,,,,,,,NaN,NaN,,NaN,NaN,,
303,100,73,0,,-9,0,NaN,NaN,0,NaN,NaN,68,0
304,,,,,,,NaN,NaN,,NaN,NaN,,
305,100,73,0,,-9,0,NaN,NaN,0,NaN,NaN,67,0
306,,,,,,,NaN,NaN,,NaN,NaN,,
307,100,72,0,,-8,0,NaN,NaN,0,NaN,NaN,58,0
308,,,,,,,NaN,NaN,,NaN,NaN,,
309,100,72,0,,-8,0,NaN,NaN,0,NaN,NaN,54,0
310,,,,,,,NaN,NaN,,NaN,NaN,,
311,100,72,0,,-9,0,NaN,NaN,0,NaN,NaN,56,0
312,,,,,,,NaN,NaN,,NaN,NaN,,
313,100,71,1,,-9,1,NaN,NaN,1,NaN,NaN,65,0
314,,,,,,,NaN,NaN,,NaN,NaN,,
315,100,73,1,,-10,1,NaN,NaN,1,NaN,NaN,74,0
316,,,,,,,NaN,NaN,,NaN,NaN,,
317,100,73,1,,-10,1,NaN,NaN,1,NaN,NaN,72,0
318,,,,,,,NaN,NaN,,NaN,NaN,,
319,100,73,1,,-12,1,NaN,NaN,1,NaN,NaN,68,0
320,,,,,,,NaN,NaN,,NaN,NaN,,
321,100,71,1,,-12,1,NaN,NaN,1,NaN,NaN,66,0
322,,,,,,,NaN,NaN,,NaN,NaN,,
323,100,71,1,,-12,1,NaN,NaN,1,NaN,NaN,65,0
324,,,,,,,NaN,NaN,,NaN,NaN,,
325,100,71,0,,-11,0,NaN,NaN,0,NaN,NaN,58,0
326,,,,,,,NaN,NaN,,NaN,NaN,,
327,100,69,0,,-11,0,NaN,NaN,0,NaN,NaN,61,0
328,,,,,,,NaN,NaN,,NaN,NaN,,
329,100,67,0,,4,0,NaN,NaN,0,NaN,NaN,58,0
330,,,,,,,NaN,NaN,,NaN,NaN,,
331,100,71,0,,4,0,NaN,NaN,0,NaN,NaN,67,0
332,,,,,,,NaN,NaN,,NaN,NaN,,
333,100,67,0,,13,0,NaN,NaN,0,NaN,NaN,65,0
334,,,,,,,NaN,NaN,,NaN,NaN,,
335,100,65,0,,13,0,NaN,NaN,0,NaN,NaN,60,0
336,,,,,,,NaN,NaN,,NaN,NaN,,
337,100,62,0,,67,0,NaN,NaN,0,NaN,NaN,62,0
338,,,,,,,NaN,NaN,,NaN,NaN,,
339,100,66,0,,67,0,NaN,NaN,0,NaN,NaN,62,0
340,,,,,,,NaN,NaN,,NaN,NaN,,
341,100,62,0,,68,0,NaN,NaN,0,NaN,NaN,61,
342,,,,,,,NaN,NaN,,NaN,NaN,,
343,100,62,0,,68,0,NaN,NaN,0,NaN,NaN,67,
344,,,,,,,NaN,NaN,,NaN,NaN,,
345,100,65,1,,66,1,NaN,NaN,1,NaN,NaN,63,
346,,,,,,,NaN,NaN,,NaN,NaN,,
347,100,66,1,2,66,1,NaN,NaN,1,NaN,NaN,61,34
348,,,,,,,NaN,NaN,,NaN,NaN,,
349,100,65,1,2,69,1,NaN,NaN,1,NaN,NaN,65,34
350,,,,,,,NaN,NaN,,NaN,NaN,,
351,100,64,1,2,69,1,NaN,NaN,1,NaN,NaN,63,34
352,,,,,,,NaN,NaN,,NaN,NaN,,
353,100,67,1,2,69,1,NaN,NaN,1,NaN,NaN,67,35
354,,,,,,,NaN,NaN,,NaN,NaN,,
355,100,67,1,2,72,1,NaN,NaN,1,NaN,NaN,71,35
356,,,,,,,NaN,NaN,,NaN,NaN,,
357,100,67,0,2,72,0,NaN,NaN,0,NaN,NaN,69,35
358,,,,,,,NaN,NaN,,NaN,NaN,,
359,100,65,0,6,66,0,NaN,NaN,0,NaN,NaN,66,38
360,,,,,,,NaN,NaN,,NaN,NaN,,
361,100,63,0,6,66,0,NaN,NaN,0,NaN,NaN,58,38
362,,,,,,,NaN,NaN,,NaN,NaN,,
363,100,62,0,6,66,0,NaN,NaN,0,NaN,NaN,57,38
364,,,,,,,NaN,NaN,,NaN,NaN,,
365,100,60,0,10,66,0,NaN,NaN,0,NaN,NaN,56,36
366,,,,,,,NaN,NaN,,NaN,NaN,,
367,100,60,0,10,69,0,NaN,NaN,0,NaN,NaN,58,36
368,,,,,,,NaN,NaN,,NaN,NaN,,
369,100,61,0,10,69,0,NaN,NaN,0,NaN,NaN,63,36
370,,,,,,,NaN,NaN,,NaN,NaN,,
371,100,60,0,13,66,0,NaN,NaN,0,NaN,NaN,62,38
372,,,,,,,NaN,NaN,,NaN,NaN,,
373,100,60,0,13,66,0,NaN,NaN,0,NaN,NaN,60,38
374,,,,,,,NaN,NaN,,NaN,NaN,,
375,100,58,0,13,65,0,NaN,NaN,0,NaN,NaN,56,38
376,,,,,,,NaN,NaN,,NaN,NaN,,
377,100,58,1,15,65,1,NaN,NaN,1,NaN,NaN,55,39
378,,,,,,,NaN,NaN,,NaN,NaN,,
379,100,57,1,15,68,1,NaN,NaN,1,NaN,NaN,57,39
380,,,,,,,NaN,NaN,,NaN,NaN,,
381,100,57,1,15,68,1,NaN,NaN,1,NaN,NaN,60,39
382,,,,,,,NaN,NaN,,NaN,NaN,,
383,100,55,1,16,63,1,NaN,NaN,1,NaN,NaN,62,38
384,,,,,,,NaN,NaN,,NaN,NaN,,
385,100,54,1,16,63,1,NaN,NaN,1,NaN,NaN,60,38
386,,,,,,,NaN,NaN,,NaN,NaN,,
387,100,53,1,16,63,1,NaN,NaN,1,NaN,NaN,57,38
388,,,,,,,NaN,NaN,,NaN,NaN,,
389,100,56,0,16,65,0,NaN,NaN,0,NaN,NaN,57,38
390,,,,,,,NaN,NaN,,NaN,NaN,,
391,100,54,0,16,65,0,NaN,NaN,0,NaN,NaN,51,38
392,,,,,,,NaN,NaN,,NaN,NaN,,
393,100,54,0,16,64,0,NaN,NaN,0,NaN,NaN,57,38
394,,,,,,,NaN,NaN,,NaN,NaN,,
395,100,55,0,16,64,0,NaN,NaN,0,NaN,NaN,61,38
396,,,,,,,NaN,NaN,,NaN,NaN,,
397,100,54,0,16,72,0,NaN,NaN,0,NaN,NaN,60,38
398,,,,,,,NaN,NaN,,NaN,NaN,,
399,100,58,0,16,72,0,NaN,NaN,0,NaN,NaN,71,38
400,,,,,,,NaN,NaN,,NaN,NaN,,
401,100,62,0,16,69,0,NaN,NaN,0,NaN,NaN,67,26
402,,,,,,,NaN,NaN,,NaN,NaN,,
403,100,61,0,16,69,0,NaN,NaN,0,NaN,NaN,71,26
404,,,,,,,NaN,NaN,,NaN,NaN,,
405,100,63,0,16,70,0,NaN,NaN,0,NaN,NaN,67,26
406,,,,,,,NaN,NaN,,NaN,NaN,,
407,100,64,0,16,70,0,NaN,NaN,0,NaN,NaN,67,26
408,,,,,,,NaN,NaN,,NaN,NaN,,
409,100,63,-4,16,67,0,NaN,NaN,5,NaN,NaN,68,26
410,,,,,,,NaN,NaN,,NaN,NaN,,
411,100,62,-4,16,67,0,NaN,NaN,5,NaN,NaN,64,26
412,,,,,,,NaN,NaN,,NaN,NaN,,
413,100,66,0,15,70,0,NaN,NaN,0,NaN,NaN,70,26
414,,,,,,,NaN,NaN,,NaN,NaN,,
415,100,68,0,15,70,0,NaN,NaN,0,NaN,NaN,69,26
416,,,,,,,NaN,NaN,,NaN,NaN,,
417,100,67,0,15,70,0,NaN,NaN,0,NaN,NaN,68,26
418,,,,,,,NaN,NaN,,NaN,NaN,,
419,100,69,-7,,61,0,NaN,NaN,8,NaN,NaN,68,0
420,,,,,,,NaN,NaN,,NaN,NaN,,
421,100,72,-3,,61,0,NaN,NaN,4,NaN,NaN,64,0
422,,,,,,,NaN,NaN,,NaN,NaN,,
423,100,70,-3,,98,0,NaN,NaN,4,NaN,NaN,65,0
424,,,,,,,NaN,NaN,,NaN,NaN,,
425,100,67,0,,98,0,NaN,NaN,0,NaN,NaN,61,0
426,,,,,,,NaN,NaN,,NaN,NaN,,
427,100,69,0,,82,0,NaN,NaN,0,NaN,NaN,63,0
428,,,,,,,NaN,NaN,,NaN,NaN,,
429,100,72,-7,,82,0,NaN,NaN,13,NaN,NaN,65,0
430,,,,,,,NaN,NaN,,NaN,NaN,,
431,100,70,-7,,106,0,NaN,NaN,13,NaN,NaN,66,0
432,,,,,,,NaN,NaN,,NaN,NaN,,
433,100,70,-7,,106,0,NaN,NaN,6,NaN,NaN,66,0
434,,,,,,,NaN,NaN,,NaN,NaN,,
435,100,69,-7,,213,0,NaN,NaN,9,NaN,NaN,60,0
436,,,,,,,NaN,NaN,,NaN,NaN,,
437,100,72,-7,,213,0,NaN,NaN,9,NaN,NaN,63,0
438,,,,,,,NaN,NaN,,NaN,NaN,,
439,100,72,1,,62,1,NaN,NaN,1,NaN,NaN,67,0
440,,,,,,,NaN,NaN,,NaN,NaN,,
441,100,72,1,,62,1,NaN,NaN,1,NaN,NaN,63,0
442,,,,,,,NaN,NaN,,NaN,NaN,,
443,100,70,1,,54,1,NaN,NaN,1,NaN,NaN,65,0
