time,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART
0,,NaN,,,,,NaN,,,NaN,,,NaN
1,,-4.9562602043151855,,,,,-4.9562602043151855,,,-495.6260070800781,,,-499.346923828125
2,,-4.956240177154541,,,,,-4.956240177154541,,,-495.6240234375,,,-499.344970703125
3,,NaN,,,,,NaN,,,NaN,,,NaN
4,,NaN,,93,93,-31,NaN,,-31,NaN,-31,100,NaN
5,,NaN,,,,,NaN,,,NaN,,,NaN
6,,NaN,,92,93,-31,NaN,,-31,NaN,-31,100,NaN
7,,NaN,,,,,NaN,,,NaN,,,NaN
8,,NaN,,90,91,-31,NaN,,-31,NaN,-31,100,NaN
9,,NaN,,,,,NaN,,,NaN,,,NaN
10,,NaN,,89,90,-31,NaN,,-31,NaN,-31,100,NaN
11,,NaN,,,,,NaN,,,NaN,,,NaN
12,,NaN,,89,90,-30,NaN,,-30,NaN,-30,99,NaN
13,,NaN,,,,,NaN,,,NaN,,,NaN
14,,NaN,,91,91,-30,NaN,,-30,NaN,-30,99,NaN
15,,NaN,,,,,NaN,,,NaN,,,NaN
16,,NaN,,92,92,-30,NaN,,-30,NaN,-30,99,NaN
17,,NaN,,,,,NaN,,,NaN,,,NaN
18,,NaN,,91,92,-30,NaN,,-30,NaN,-30,99,NaN
19,,NaN,,,,,NaN,,,NaN,,,NaN
20,,NaN,,90,91,-30,NaN,,-30,NaN,-30,99,NaN
21,,NaN,,,,,NaN,,,NaN,,,NaN
22,,NaN,,90,90,-30,NaN,,-30,NaN,-30,99,NaN
23,,NaN,,,,,NaN,,,NaN,,,NaN
24,,NaN,,90,91,-30,NaN,,-30,NaN,-30,99,NaN
25,,NaN,,,,,NaN,,,NaN,,,NaN
26,,NaN,,90,90,-30,NaN,,-30,NaN,-30,99,NaN
27,,NaN,,,,,NaN,,,NaN,,,NaN
28,,NaN,,89,90,-30,NaN,,-30,NaN,-30,99,NaN
29,,NaN,,,,,NaN,,,NaN,,,NaN
30,,NaN,,90,91,-30,NaN,,-30,NaN,-30,99,NaN
31,,NaN,,,,,NaN,,,NaN,,,NaN
32,,NaN,,92,92,-30,NaN,,-30,NaN,-30,99,NaN
33,,NaN,,,,,NaN,,,NaN,,,NaN
34,,NaN,,92,93,-30,NaN,,-30,NaN,-30,99,NaN
35,,NaN,,,,,NaN,,,NaN,,,NaN
36,,NaN,,92,93,-30,NaN,,-30,NaN,-30,98,NaN
37,,NaN,,,,,NaN,,,NaN,,,NaN
38,,NaN,,91,92,-30,NaN,,-30,NaN,-30,98,NaN
39,,NaN,,,,,NaN,,,NaN,,,NaN
40,,NaN,,91,92,-31,NaN,,-31,NaN,-31,98,NaN
41,,NaN,,,,,NaN,,,NaN,,,NaN
42,,NaN,,92,93,-31,NaN,,-31,NaN,-31,98,NaN
43,,NaN,,,,,NaN,,,NaN,,,NaN
44,,NaN,,93,93,-31,NaN,,-31,NaN,-31,98,NaN
45,,NaN,,,,,NaN,,,NaN,,,NaN
46,,NaN,,94,94,-31,NaN,,-31,NaN,-31,98,NaN
47,,NaN,,,,,NaN,,,NaN,,,NaN
48,,NaN,,95,95,-30,NaN,,-30,NaN,-30,98,NaN
49,,NaN,,,,,NaN,,,NaN,,,NaN
50,,NaN,,96,97,-30,NaN,,-30,NaN,-30,98,NaN
51,,NaN,,,,,NaN,,,NaN,,,NaN
52,,NaN,,97,96,-30,NaN,,-30,NaN,-30,98,NaN
53,,NaN,,,,,NaN,,,NaN,,,NaN
54,,NaN,,95,96,-30,NaN,,-30,NaN,-30,98,NaN
55,,NaN,,,,,NaN,,,NaN,,,NaN
56,,NaN,,95,95,-30,NaN,,-30,NaN,-30,98,NaN
57,,NaN,,,,,NaN,,,NaN,,,NaN
58,,NaN,,94,94,-30,NaN,,-30,NaN,-30,98,NaN
59,,NaN,,,,,NaN,,,NaN,,,NaN
60,,NaN,,93,94,-30,NaN,,-30,NaN,-30,98,NaN
61,,NaN,,,,,NaN,,,NaN,,,NaN
62,,NaN,,92,93,-30,NaN,,-30,NaN,-30,98,NaN
63,,NaN,,,,,NaN,,,NaN,,,NaN
64,,NaN,,93,93,-30,NaN,,-30,NaN,-30,98,NaN
65,,NaN,,,,,NaN,,,NaN,,,NaN
66,,NaN,,91,93,-30,NaN,,-30,NaN,-30,98,NaN
67,,NaN,,,,,NaN,,,NaN,,,NaN
68,,NaN,,90,91,-30,NaN,,-30,NaN,-30,98,NaN
69,,NaN,,,,,NaN,,,NaN,,,NaN
70,,NaN,,89,90,-30,NaN,,-30,NaN,-30,98,NaN
71,,NaN,,,,,NaN,,,NaN,,,NaN
72,,NaN,,90,90,-30,NaN,,-30,NaN,-30,98,NaN
73,,NaN,,,,,NaN,,,NaN,,,NaN
74,,NaN,,91,91,-30,NaN,,-30,NaN,-30,98,NaN
75,,NaN,,,,,NaN,,,NaN,,,NaN
76,,NaN,,91,91,-30,NaN,,-30,NaN,-30,98,NaN
77,,NaN,,,,,NaN,,,NaN,,,NaN
78,,NaN,,91,91,-30,NaN,,-30,NaN,-30,98,NaN
79,,NaN,,,,,NaN,,,NaN,,,NaN
80,,NaN,,90,91,-30,NaN,,-30,NaN,-30,99,NaN
81,,NaN,,,,,NaN,,,NaN,,,NaN
82,,NaN,,91,91,-30,NaN,,-30,NaN,-30,98,NaN
83,,NaN,,,,,NaN,,,NaN,,,NaN
84,,NaN,,90,91,-30,NaN,,-30,NaN,-30,98,NaN
85,,NaN,,,,,NaN,,,NaN,,,NaN
86,,NaN,,89,90,-30,NaN,,-30,NaN,-30,98,NaN
87,,NaN,,,,,NaN,,,NaN,,,NaN
88,,NaN,,89,89,-30,NaN,,-30,NaN,-30,98,NaN
89,,NaN,,,,,NaN,,,NaN,,,NaN
90,,NaN,,89,90,-30,NaN,,-30,NaN,-30,98,NaN
91,,NaN,,,,,NaN,,,NaN,,,NaN
92,,NaN,,93,92,-30,NaN,,-30,NaN,-30,98,NaN
93,,NaN,,,,,NaN,,,NaN,,,NaN
94,,NaN,,97,94,-30,NaN,,-30,NaN,-30,99,NaN
95,,NaN,,,,,NaN,,,NaN,,,NaN
96,,NaN,,98,97,-30,NaN,,-30,NaN,-30,98,NaN
97,,NaN,,,,,NaN,,,NaN,,,NaN
98,,NaN,,97,98,-30,NaN,,-30,NaN,-30,98,NaN
99,,NaN,,,,,NaN,,,NaN,,,NaN
100,,NaN,,95,96,-30,NaN,,-30,NaN,-30,98,NaN
101,,NaN,,,,,NaN,,,NaN,,,NaN
102,,NaN,,93,94,-30,NaN,,-30,NaN,-30,98,NaN
103,,NaN,,,,,NaN,,,NaN,,,NaN
104,,NaN,,92,93,-30,NaN,,-30,NaN,-30,98,NaN
105,,NaN,,,,,NaN,,,NaN,,,NaN
106,,NaN,,91,92,-30,NaN,,-30,NaN,-30,99,NaN
107,,NaN,,,,,NaN,,,NaN,,,NaN
108,,NaN,,93,93,-30,NaN,,-30,NaN,-30,98,NaN
109,,NaN,,,,,NaN,,,NaN,,,NaN
110,,NaN,,95,95,-30,NaN,,-30,NaN,-30,98,NaN
111,,NaN,,,,,NaN,,,NaN,,,NaN
112,,NaN,,96,95,-30,NaN,,-30,NaN,-30,98,NaN
113,,NaN,,,,,NaN,,,NaN,,,NaN
114,,NaN,,93,94,-30,NaN,,-30,NaN,-30,98,NaN
115,,NaN,,,,,NaN,,,NaN,,,NaN
116,,NaN,,92,92,-30,NaN,,-30,NaN,-30,98,NaN
117,,NaN,,,,,NaN,,,NaN,,,NaN
118,,NaN,,92,92,-30,NaN,,-30,NaN,-30,98,NaN
119,,NaN,,,,,NaN,,,NaN,,,NaN
120,,NaN,,91,92,-30,NaN,,-30,NaN,-30,98,NaN
121,,NaN,,,,,NaN,,,NaN,,,NaN
122,,NaN,,91,92,-30,NaN,0,-30,NaN,-30,98,NaN
123,,NaN,,,,,NaN,,,NaN,,,NaN
124,,NaN,,91,91,-30,NaN,0,-30,NaN,-30,99,NaN
125,,NaN,,,,,NaN,,,NaN,,,NaN
126,,NaN,,91,92,-30,NaN,0,-30,NaN,-30,99,NaN
127,,NaN,,,,,NaN,,,NaN,,,NaN
128,,NaN,,89,90,-30,NaN,0,-30,NaN,-30,99,NaN
129,,NaN,,,,,NaN,,,NaN,,,NaN
130,,NaN,,88,89,-30,NaN,0,-30,NaN,-30,99,NaN
131,,NaN,,,,,NaN,,,NaN,,,NaN
132,,NaN,,88,89,-30,NaN,0,-30,NaN,-30,99,NaN
133,,NaN,,,,,NaN,,,NaN,,,NaN
134,,NaN,,88,90,-31,NaN,0,-31,NaN,-31,99,NaN
135,,NaN,,,,,NaN,,,NaN,,,NaN
136,,NaN,,91,92,-31,NaN,0,-31,NaN,-31,98,NaN
137,,NaN,,,,,NaN,,,NaN,,,NaN
138,,NaN,,93,93,-30,NaN,0,-30,NaN,-30,98,NaN
139,,NaN,,,,,NaN,,,NaN,,,NaN
140,,NaN,,93,93,-30,NaN,0,-30,NaN,-30,98,NaN
141,,NaN,,,,,NaN,,,NaN,,,NaN
142,,NaN,,92,92,-30,NaN,0,-30,NaN,-30,98,NaN
143,,NaN,,,,,NaN,,,NaN,,,NaN
144,,NaN,,89,90,-30,NaN,0,-30,NaN,-30,99,NaN
145,,NaN,,,,,NaN,,,NaN,,,NaN
146,,NaN,,87,88,-30,NaN,0,-30,NaN,-30,98,NaN
147,,NaN,,,,,NaN,,,NaN,,,NaN
148,,NaN,,84,86,-30,NaN,0,-30,NaN,-30,98,NaN
149,,NaN,,,,,NaN,,,NaN,,,NaN
150,,NaN,,83,84,-28,NaN,0,-33,NaN,-31,98,NaN
151,,NaN,,,,,NaN,,,NaN,,,NaN
152,,NaN,,82,83,-27,NaN,0,-33,NaN,-30,98,NaN
153,,NaN,,,,,NaN,,,NaN,,,NaN
154,,NaN,,82,83,-28,NaN,0,-32,NaN,-30,98,NaN
155,,NaN,,,,,NaN,,,NaN,,,NaN
156,,NaN,,84,84,-28,NaN,0,-32,NaN,-30,98,NaN
157,,NaN,,,,,NaN,,,NaN,,,NaN
158,,NaN,,85,86,-30,NaN,0,-30,NaN,-30,98,NaN
159,,NaN,,,,,NaN,,,NaN,,,NaN
160,,NaN,,89,88,-30,NaN,0,-30,NaN,-30,98,NaN
161,,NaN,,,,,NaN,,,NaN,,,NaN
162,,NaN,,89,90,-30,NaN,0,-30,NaN,-30,98,NaN
163,,NaN,,,,,NaN,,,NaN,,,NaN
164,,NaN,,90,93,-30,NaN,0,-30,NaN,-30,98,NaN
165,,NaN,,,,,NaN,,,NaN,,,NaN
166,,NaN,,91,94,-30,NaN,0,-30,NaN,-30,96,NaN
167,,NaN,,,,,NaN,,,NaN,,,NaN
168,,NaN,,93,94,-30,NaN,0,-30,NaN,-30,97,NaN
169,,NaN,,,,,NaN,,,NaN,,,NaN
170,,NaN,,92,93,-30,NaN,0,-30,NaN,-30,98,NaN
171,,NaN,,,,,NaN,,,NaN,,,NaN
172,,NaN,,94,94,-30,NaN,0,-30,NaN,-30,98,NaN
173,,NaN,,,,,NaN,,,NaN,,,NaN
174,,NaN,,94,95,-31,NaN,0,-31,NaN,-31,98,NaN
175,,NaN,,,,,NaN,,,NaN,,,NaN
176,,NaN,,96,96,-31,NaN,0,-31,NaN,-31,98,NaN
177,,NaN,,,,,NaN,,,NaN,,,NaN
178,,NaN,,96,96,-31,NaN,0,-31,NaN,-31,98,NaN
179,,NaN,,,,,NaN,,,NaN,,,NaN
180,,NaN,,96,97,-31,NaN,0,-31,NaN,-31,98,NaN
181,,NaN,,,,,NaN,,,NaN,,,NaN
182,,NaN,,97,98,-31,NaN,0,-31,NaN,-31,98,NaN
183,,NaN,,,,,NaN,,,NaN,,,NaN
184,,NaN,,100,99,-31,NaN,0,-31,NaN,-31,98,NaN
185,,NaN,,,,,NaN,,,NaN,,,NaN
186,,NaN,,101,101,-30,NaN,0,-30,NaN,-30,99,NaN
187,,NaN,,,,,NaN,,,NaN,,,NaN
188,,NaN,,101,101,-30,NaN,0,-30,NaN,-30,99,NaN
189,,NaN,,,,,NaN,,,NaN,,,NaN
190,,NaN,,98,100,-30,NaN,0,-30,NaN,-30,100,NaN
191,,NaN,,,,,NaN,,,NaN,,,NaN
192,,NaN,,97,98,-30,NaN,0,-30,NaN,-30,100,NaN
193,,NaN,,,,,NaN,,,NaN,,,NaN
194,,NaN,,96,97,-30,NaN,0,-30,NaN,-30,100,NaN
195,,NaN,,,,,NaN,,,NaN,,,NaN
196,,NaN,,97,97,-30,NaN,0,-30,NaN,-30,100,NaN
197,,NaN,,,,,NaN,,,NaN,,,NaN
198,,NaN,,98,98,-30,NaN,0,-30,NaN,-30,100,NaN
199,,NaN,,,,,NaN,,,NaN,,,NaN
200,,NaN,,96,97,-30,NaN,0,-30,NaN,-30,100,NaN
201,,NaN,,,,,NaN,,,NaN,,,NaN
202,,NaN,,94,96,-30,NaN,0,-30,NaN,-30,100,NaN
203,,NaN,,,,,NaN,,,NaN,,,NaN
204,,NaN,,94,94,-30,NaN,0,-30,NaN,-30,100,NaN
205,,NaN,,,,,NaN,,,NaN,,,NaN
206,,NaN,,95,96,-30,NaN,0,-30,NaN,-30,100,NaN
207,,NaN,,,,,NaN,,,NaN,,,NaN
208,,NaN,,96,96,-30,NaN,0,-30,NaN,-30,100,NaN
209,,NaN,,,,,NaN,,,NaN,,,NaN
210,,NaN,,97,97,-30,NaN,0,-30,NaN,-30,100,NaN
211,,NaN,,,,,NaN,,,NaN,,,NaN
212,,NaN,,98,98,-30,NaN,0,-30,NaN,-30,100,NaN
213,,NaN,,,,,NaN,,,NaN,,,NaN
214,,NaN,,98,98,-30,NaN,0,-30,NaN,-30,100,NaN
215,,NaN,,,,,NaN,,,NaN,,,NaN
216,,NaN,,97,98,-30,NaN,0,-30,NaN,-30,100,NaN
217,,NaN,,,,,NaN,,,NaN,,,NaN
218,,NaN,,96,97,-31,NaN,0,-31,NaN,-31,100,NaN
219,,NaN,,,,,NaN,,,NaN,,,NaN
220,,NaN,,96,96,-31,NaN,0,-31,NaN,-31,100,NaN
221,,NaN,,,,,NaN,,,NaN,,,NaN
222,,NaN,,96,96,-30,NaN,0,-30,NaN,-30,100,NaN
223,,NaN,,,,,NaN,,,NaN,,,NaN
224,,NaN,,95,96,-30,NaN,0,-30,NaN,-30,100,NaN
225,,NaN,,,,,NaN,,,NaN,,,NaN
226,,NaN,,95,95,-30,NaN,0,-30,NaN,-30,100,NaN
227,,NaN,,,,,NaN,,,NaN,,,NaN
228,,NaN,,94,95,-30,NaN,0,-30,NaN,-30,100,NaN
229,,NaN,,,,,NaN,,,NaN,,,NaN
230,,NaN,,94,94,-30,NaN,0,-30,NaN,-30,100,NaN
231,,NaN,,,,,NaN,,,NaN,,,NaN
232,,NaN,,94,94,-30,NaN,0,-30,NaN,-30,100,NaN
233,,NaN,,,,,NaN,,,NaN,,,NaN
234,,NaN,,94,94,-30,NaN,0,-30,NaN,-30,100,NaN
235,,NaN,,,,,NaN,,,NaN,,,NaN
236,,NaN,,93,94,-30,NaN,0,-30,NaN,-30,100,NaN
237,,NaN,,,,,NaN,,,NaN,,,NaN
238,,NaN,,93,94,-30,NaN,0,-30,NaN,-30,100,NaN
239,,NaN,,,,,NaN,,,NaN,,,NaN
240,,NaN,,94,94,-30,NaN,0,-30,NaN,-30,100,NaN
241,,NaN,,,,,NaN,,,NaN,,,NaN
242,,NaN,,93,93,-30,NaN,0,-30,NaN,-30,100,NaN
243,,NaN,,,,,NaN,,,NaN,,,NaN
244,,NaN,,91,92,-30,NaN,0,-30,NaN,-30,100,NaN
245,,NaN,,,,,NaN,,,NaN,,,NaN
246,,NaN,,92,92,-30,NaN,0,-30,NaN,-30,100,NaN
247,,NaN,,,,,NaN,,,NaN,,,NaN
248,,NaN,,94,93,-30,NaN,0,-30,NaN,-30,100,NaN
249,,NaN,,,,,NaN,,,NaN,,,NaN
250,,NaN,,96,96,-31,NaN,0,-31,NaN,-31,100,NaN
251,,NaN,,,,,NaN,,,NaN,,,NaN
252,,NaN,,97,97,-31,NaN,0,-31,NaN,-31,100,NaN
253,,NaN,,,,,NaN,,,NaN,,,NaN
254,,NaN,,97,98,-31,NaN,0,-31,NaN,-31,100,NaN
255,,NaN,,,,,NaN,,,NaN,,,NaN
256,,NaN,,97,98,-31,NaN,0,-31,NaN,-31,100,NaN
257,,NaN,,,,,NaN,,,NaN,,,NaN
258,,NaN,,94,95,-30,NaN,0,-30,NaN,-30,100,NaN
259,,NaN,,,,,NaN,,,NaN,,,NaN
260,,NaN,,91,94,-30,NaN,0,-30,NaN,-30,100,NaN
261,,NaN,,,,,NaN,,,NaN,,,NaN
262,,NaN,,93,92,-30,NaN,0,-30,NaN,-30,100,NaN
263,,NaN,,,,,NaN,,,NaN,,,NaN
264,,NaN,,96,96,-30,NaN,0,-30,NaN,-30,100,NaN
265,,NaN,,,,,NaN,,,NaN,,,NaN
266,,NaN,,97,97,-30,NaN,0,-30,NaN,-30,100,NaN
267,,NaN,,,,,NaN,,,NaN,,,NaN
268,,NaN,,98,99,-30,NaN,0,-30,NaN,-30,100,NaN
269,,NaN,,,,,NaN,,,NaN,,,NaN
270,,NaN,,96,97,-30,NaN,0,-30,NaN,-30,100,NaN
271,,NaN,,,,,NaN,,,NaN,,,NaN
272,,NaN,,94,95,-30,NaN,0,-30,NaN,-30,100,NaN
273,,NaN,,,,,NaN,,,NaN,,,NaN
274,,NaN,,93,94,-30,NaN,0,-30,NaN,-30,100,NaN
275,,NaN,,,,,NaN,,,NaN,,,NaN
276,,NaN,,97,96,-30,NaN,0,-30,NaN,-30,100,NaN
277,,NaN,,,,,NaN,,,NaN,,,NaN
278,,NaN,,100,99,-30,NaN,0,-30,NaN,-30,100,NaN
279,,NaN,,,,,NaN,,,NaN,,,NaN
280,,NaN,,100,100,-30,NaN,0,-30,NaN,-30,100,NaN
281,,NaN,,,,,NaN,,,NaN,,,NaN
282,,NaN,,100,100,-30,NaN,0,-30,NaN,-30,100,NaN
283,,NaN,,,,,NaN,,,NaN,,,NaN
284,,NaN,,99,99,-30,NaN,29,-30,NaN,-30,100,NaN
285,,NaN,,,,,NaN,,,NaN,,,NaN
286,,NaN,,98,99,-31,NaN,29,-31,NaN,-31,100,NaN
287,,NaN,,,,,NaN,,,NaN,,,NaN
288,,NaN,,97,98,-31,NaN,29,-31,NaN,-31,100,NaN
289,,NaN,,,,,NaN,,,NaN,,,NaN
290,,NaN,,98,98,-31,NaN,29,-31,NaN,-31,100,NaN
291,,NaN,,,,,NaN,,,NaN,,,NaN
292,,NaN,,99,99,-31,NaN,,-31,NaN,-31,100,NaN
293,,NaN,,,,,NaN,,,NaN,,,NaN
294,,NaN,,101,101,-30,NaN,,-30,NaN,-30,100,NaN
295,,NaN,,,,,NaN,,,NaN,,,NaN
296,,NaN,,99,100,-30,NaN,,-30,NaN,-30,100,NaN
297,,NaN,,,,,NaN,,,NaN,,,NaN
298,,NaN,,96,98,-30,NaN,,-30,NaN,-30,100,NaN
299,,NaN,,,,,NaN,,,NaN,,,NaN
300,,NaN,,94,96,-30,NaN,,-30,NaN,-30,100,NaN
301,,NaN,,,,,NaN,,,NaN,,,NaN
302,,NaN,,96,95,-30,NaN,,-30,NaN,-30,100,NaN
303,,NaN,,,,,NaN,,,NaN,,,NaN
304,,NaN,,95,96,-30,NaN,,-30,NaN,-30,100,NaN
305,,NaN,,,,,NaN,,,NaN,,,NaN
306,,NaN,,94,95,-30,NaN,,-30,NaN,-30,100,NaN
307,,NaN,,,,,NaN,,,NaN,,,NaN
308,,NaN,,92,93,-30,NaN,,-30,NaN,-30,100,NaN
309,,NaN,,,,,NaN,,,NaN,,,NaN
310,,NaN,,91,92,-30,NaN,,-30,NaN,-30,100,NaN
311,,NaN,,,,,NaN,,,NaN,,,NaN
312,,NaN,,91,91,-30,NaN,,-30,NaN,-30,100,NaN
313,,NaN,,,,,NaN,,,NaN,,,NaN
314,,NaN,,90,91,-30,NaN,,-30,NaN,-30,100,NaN
315,,NaN,,,,,NaN,,,NaN,,,NaN
316,,NaN,,90,90,-30,NaN,,-30,NaN,-30,100,NaN
317,,NaN,,,,,NaN,,,NaN,,,NaN
318,,NaN,,87,88,-31,NaN,,-31,NaN,-31,100,NaN
319,,NaN,,,,,NaN,,,NaN,,,NaN
320,,NaN,,84,86,-31,NaN,,-31,NaN,-31,100,NaN
321,,NaN,,,,,NaN,,,NaN,,,NaN
322,,NaN,,81,82,-31,NaN,,-31,NaN,-31,100,NaN
323,,NaN,,,,,NaN,,,NaN,,,NaN
324,,NaN,,90,80,-31,NaN,,-31,NaN,-31,100,NaN
325,,NaN,,,,,NaN,,,NaN,,,NaN
326,,NaN,,87,78,-31,NaN,,-31,NaN,-31,100,NaN
327,,NaN,,,,,NaN,,,NaN,,,NaN
328,,NaN,,86,76,-31,NaN,,-31,NaN,-31,100,NaN
329,,NaN,,,,,NaN,,,NaN,,,NaN
330,,NaN,,74,75,-30,NaN,,-30,NaN,-30,100,NaN
331,,NaN,,,,,NaN,,,NaN,,,NaN
332,,NaN,,73,74,-30,NaN,,-30,NaN,-30,100,NaN
333,,NaN,,,,,NaN,,,NaN,,,NaN
334,,NaN,,72,73,-30,NaN,,-30,NaN,-30,100,NaN
335,,NaN,,,,,NaN,,,NaN,,,NaN
336,,NaN,,73,73,-30,NaN,,-30,NaN,-30,100,NaN
337,,NaN,,,,,NaN,,,NaN,,,NaN
338,,NaN,,74,73,-30,NaN,,-30,NaN,-30,100,NaN
339,,NaN,,,,,NaN,,,NaN,,,NaN
340,,NaN,,75,74,-30,NaN,,-30,NaN,-30,100,NaN
341,,NaN,,,,,NaN,,,NaN,,,NaN
342,,NaN,,77,77,-31,NaN,,-31,NaN,-31,100,NaN
343,,NaN,,,,,NaN,,,NaN,,,NaN
344,,NaN,,78,78,-31,NaN,,-31,NaN,-31,100,NaN
345,,NaN,,,,,NaN,,,NaN,,,NaN
346,,NaN,,79,79,-31,NaN,,-31,NaN,-31,100,NaN
347,,NaN,,,,,NaN,,,NaN,,,NaN
348,,NaN,,78,78,-31,NaN,,-31,NaN,-31,100,NaN
349,,NaN,,,,,NaN,,,NaN,,,NaN
350,,NaN,,77,78,-31,NaN,,-31,NaN,-31,100,NaN
351,,NaN,,,,,NaN,,,NaN,,,NaN
352,,NaN,,75,76,-31,NaN,,-31,NaN,-31,100,NaN
353,,NaN,,,,,NaN,,,NaN,,,NaN
354,,NaN,,74,75,-31,NaN,,-31,NaN,-31,100,NaN
355,,NaN,,,,,NaN,,,NaN,,,NaN
356,,NaN,,72,73,-31,NaN,,-31,NaN,-31,100,NaN
357,,NaN,,,,,NaN,,,NaN,,,NaN
358,,NaN,,70,71,-31,NaN,,-31,NaN,-31,100,NaN
359,,NaN,,,,,NaN,,,NaN,,,NaN
360,,NaN,,69,70,-31,NaN,,-31,NaN,-31,100,NaN
361,,NaN,,,,,NaN,,,NaN,,,NaN
362,,NaN,,68,69,-30,NaN,,-30,NaN,-30,100,NaN
363,,NaN,,,,,NaN,,,NaN,,,NaN
364,,NaN,,68,68,-30,NaN,,-30,NaN,-30,100,NaN
365,,NaN,,,,,NaN,,,NaN,,,NaN
366,,NaN,,68,69,-30,NaN,,-30,NaN,-30,100,NaN
367,,NaN,,,,,NaN,,,NaN,,,NaN
368,,NaN,,68,69,-30,NaN,,-30,NaN,-30,100,NaN
369,,NaN,,,,,NaN,,,NaN,,,NaN
370,,NaN,,68,69,-30,NaN,,-30,NaN,-30,100,NaN
371,,NaN,,,,,NaN,,,NaN,,,NaN
372,,NaN,,68,69,-30,NaN,,-30,NaN,-30,100,NaN
373,,NaN,,,,,NaN,,,NaN,,,NaN
374,,NaN,,68,69,-30,NaN,,-30,NaN,-30,100,NaN
375,,NaN,,,,,NaN,,,NaN,,,NaN
376,,NaN,,67,68,-30,NaN,,-30,NaN,-30,100,NaN
377,,NaN,,,,,NaN,,,NaN,,,NaN
378,,NaN,,67,67,-30,NaN,,-30,NaN,-30,100,NaN
379,,NaN,,,,,NaN,,,NaN,,,NaN
380,,NaN,,66,67,-30,NaN,,-30,NaN,-30,100,NaN
381,,NaN,,,,,NaN,,,NaN,,,NaN
382,,NaN,,67,67,-31,NaN,,-31,NaN,-31,100,NaN
383,,NaN,,,,,NaN,,,NaN,,,NaN
384,,NaN,,67,67,-31,NaN,,-31,NaN,-31,100,NaN
385,,NaN,,,,,NaN,,,NaN,,,NaN
386,,NaN,,68,67,-31,NaN,,-31,NaN,-31,100,NaN
387,,NaN,,,,,NaN,,,NaN,,,NaN
388,,NaN,,69,67,-31,NaN,,-31,NaN,-31,100,NaN
389,,NaN,,,,,NaN,,,NaN,,,NaN
390,,NaN,,69,67,-31,NaN,,-31,NaN,-31,100,NaN
391,,NaN,,,,,NaN,,,NaN,,,NaN
392,,NaN,,69,67,-31,NaN,,-31,NaN,-31,100,NaN
393,,NaN,,,,,NaN,,,NaN,,,NaN
394,,NaN,,69,68,-58,NaN,,-40,NaN,-32,100,NaN
395,,NaN,,,,,NaN,,,NaN,,,NaN
396,,NaN,,69,68,-22,NaN,,-40,NaN,-32,100,NaN
397,,NaN,,,,,NaN,,,NaN,,,NaN
398,,NaN,,68,69,-26,NaN,,-37,NaN,-31,100,NaN
399,,NaN,,,,,NaN,,,NaN,,,NaN
400,,NaN,,68,69,-29,NaN,,-33,NaN,-32,100,NaN
401,,NaN,,,,,NaN,,,NaN,,,NaN
402,,NaN,,69,69,,NaN,,,NaN,-31,100,NaN
403,,NaN,,,,,NaN,,,NaN,,,NaN
404,,NaN,,69,69,,NaN,,,NaN,-31,100,NaN
405,,NaN,,,,,NaN,,,NaN,,,NaN
406,,NaN,,70,70,,NaN,,,NaN,-29,100,NaN
407,,NaN,,,,,NaN,,,NaN,,,NaN
408,,NaN,,69,70,9,NaN,,-71,NaN,-31,100,NaN
409,,NaN,,,,,NaN,,,NaN,,,NaN
410,,NaN,,69,69,,NaN,,,NaN,-15,100,NaN
411,,NaN,,,,,NaN,,,NaN,,,NaN
412,,NaN,,67,69,,NaN,,,NaN,-16,100,NaN
413,,NaN,,,,,NaN,,,NaN,,,NaN
414,,NaN,,67,68,,NaN,,,NaN,-14,100,NaN
415,,NaN,,,,,NaN,,,NaN,,,NaN
416,,NaN,,67,67,,NaN,,,NaN,-14,100,NaN
417,,NaN,,,,,NaN,,,NaN,,,NaN
418,,NaN,,67,67,,NaN,,,NaN,-11,100,NaN
419,,NaN,,,,,NaN,,,NaN,,,NaN
420,,NaN,,67,67,,NaN,,,NaN,-11,100,NaN
421,,NaN,,,,,NaN,,,NaN,,,NaN
422,,NaN,,67,67,-3,NaN,,-24,NaN,-13,100,NaN
423,,NaN,,,,,NaN,,,NaN,,,NaN
424,,NaN,,67,67,-3,NaN,,-24,NaN,-13,100,NaN
425,,NaN,,,,,NaN,,,NaN,,,NaN
426,,NaN,,67,68,-9,NaN,,-15,NaN,-12,100,NaN
427,,NaN,,,,,NaN,,,NaN,,,NaN
428,,NaN,,68,68,-6,NaN,,-16,NaN,-12,100,NaN
429,,NaN,,,,,NaN,,,NaN,,,NaN
430,,NaN,,68,69,-6,NaN,,-16,NaN,-12,100,NaN
431,,NaN,,,,,NaN,,,NaN,,,NaN
432,,NaN,,69,69,-11,NaN,,-11,NaN,-11,100,NaN
433,,NaN,,,,,NaN,,,NaN,,,NaN
434,,NaN,,69,69,,NaN,,,NaN,-11,100,NaN
435,,NaN,,,,,NaN,,,NaN,,,NaN
436,,NaN,,69,69,,NaN,,,NaN,-10,100,NaN
