time,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/CVP,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ART
0,,,,NaN,NaN,,,,,NaN,,,NaN
1,,,,-4.9562602043151855,-4.9562602043151855,,,,,-495.6260070800781,,,-499.346923828125
2,,,,-4.956240177154541,-4.956240177154541,,,,,-495.6240234375,,,-499.344970703125
3,,,,NaN,NaN,,,,,NaN,,,NaN
4,,,,NaN,NaN,,,,,NaN,,,NaN
5,0,,93,NaN,NaN,0,100,93,0,NaN,0,0,NaN
6,,,,NaN,NaN,,,,,NaN,,,NaN
7,0,,92,NaN,NaN,0,100,92,0,NaN,0,0,NaN
8,,,,NaN,NaN,,,,,NaN,,,NaN
9,0,,91,NaN,NaN,0,100,92,0,NaN,1,0,NaN
10,,,,NaN,NaN,,,,,NaN,,,NaN
11,0,,92,NaN,NaN,0,100,93,0,NaN,1,0,NaN
12,,,,NaN,NaN,,,,,NaN,,,NaN
13,0,,93,NaN,NaN,0,100,94,0,NaN,1,0,NaN
14,,,,NaN,NaN,,,,,NaN,,,NaN
15,0,,94,NaN,NaN,0,100,94,0,NaN,1,0,NaN
16,,,,NaN,NaN,,,,,NaN,,,NaN
17,0,,93,NaN,NaN,0,100,93,0,NaN,1,0,NaN
18,,,,NaN,NaN,,,,,NaN,,,NaN
19,0,,92,NaN,NaN,0,100,92,0,NaN,0,0,NaN
20,,,,NaN,NaN,,,,,NaN,,,NaN
21,0,,91,NaN,NaN,0,100,91,0,NaN,0,0,NaN
22,,,,NaN,NaN,,,,,NaN,,,NaN
23,0,,91,NaN,NaN,0,100,91,0,NaN,0,0,NaN
24,,,,NaN,NaN,,,,,NaN,,,NaN
25,0,,91,NaN,NaN,0,100,91,0,NaN,0,0,NaN
26,,,,NaN,NaN,,,,,NaN,,,NaN
27,0,,91,NaN,NaN,0,100,91,0,NaN,0,0,NaN
28,,,,NaN,NaN,,,,,NaN,,,NaN
29,0,,90,NaN,NaN,0,100,91,0,NaN,0,0,NaN
30,,,,NaN,NaN,,,,,NaN,,,NaN
31,0,,90,NaN,NaN,0,100,91,0,NaN,0,0,NaN
32,,,,NaN,NaN,,,,,NaN,,,NaN
33,0,,91,NaN,NaN,0,100,91,0,NaN,0,0,NaN
34,,,,NaN,NaN,,,,,NaN,,,NaN
35,0,,90,NaN,NaN,0,100,91,0,NaN,0,0,NaN
36,,,,NaN,NaN,,,,,NaN,,,NaN
37,0,,91,NaN,NaN,0,100,91,0,NaN,0,0,NaN
38,,,,NaN,NaN,,,,,NaN,,,NaN
39,0,,90,NaN,NaN,0,100,91,0,NaN,0,0,NaN
40,,,,NaN,NaN,,,,,NaN,,,NaN
41,0,,91,NaN,NaN,0,99,93,0,NaN,0,0,NaN
42,,,,NaN,NaN,,,,,NaN,,,NaN
43,0,,91,NaN,NaN,0,99,94,0,NaN,0,0,NaN
44,,,,NaN,NaN,,,,,NaN,,,NaN
45,1,,92,NaN,NaN,1,99,96,1,NaN,0,0,NaN
46,,,,NaN,NaN,,,,,NaN,,,NaN
47,1,,94,NaN,NaN,1,99,96,1,NaN,0,0,NaN
48,,,,NaN,NaN,,,,,NaN,,,NaN
49,0,,95,NaN,NaN,0,99,96,0,NaN,0,0,NaN
50,,,,NaN,NaN,,,,,NaN,,,NaN
51,0,,95,NaN,NaN,0,99,96,0,NaN,0,0,NaN
52,,,,NaN,NaN,,,,,NaN,,,NaN
53,0,,94,NaN,NaN,0,99,95,0,NaN,0,0,NaN
54,,,,NaN,NaN,,,,,NaN,,,NaN
55,0,,93,NaN,NaN,0,99,94,0,NaN,0,0,NaN
56,,,,NaN,NaN,,,,,NaN,,,NaN
57,0,,93,NaN,NaN,0,99,93,0,NaN,0,0,NaN
58,,,,NaN,NaN,,,,,NaN,,,NaN
59,0,,92,NaN,NaN,0,99,93,0,NaN,0,0,NaN
60,,,,NaN,NaN,,,,,NaN,,,NaN
61,0,,92,NaN,NaN,0,99,93,0,NaN,0,0,NaN
62,,,,NaN,NaN,,,,,NaN,,,NaN
63,0,,95,NaN,NaN,0,99,96,0,NaN,0,0,NaN
64,,,,NaN,NaN,,,,,NaN,,,NaN
65,0,,97,NaN,NaN,0,99,97,0,NaN,0,0,NaN
66,,,,NaN,NaN,,,,,NaN,,,NaN
67,-1,,98,NaN,NaN,0,99,98,0,NaN,0,0,NaN
68,,,,NaN,NaN,,,,,NaN,,,NaN
69,-1,,97,NaN,NaN,0,99,96,0,NaN,1,0,NaN
70,,,,NaN,NaN,,,,,NaN,,,NaN
71,-1,,96,NaN,NaN,0,99,96,0,NaN,1,0,NaN
72,,,,NaN,NaN,,,,,NaN,,,NaN
73,0,,,NaN,NaN,0,99,96,0,NaN,0,0,NaN
74,,,,NaN,NaN,,,,,NaN,,,NaN
75,-1,,,NaN,NaN,0,99,97,0,NaN,0,0,NaN
76,,,,NaN,NaN,,,,,NaN,,,NaN
77,-1,,,NaN,NaN,0,99,97,0,NaN,0,0,NaN
78,,,,NaN,NaN,,,,,NaN,,,NaN
79,1,,,NaN,NaN,1,99,96,1,NaN,-1,0,NaN
80,,,,NaN,NaN,,,,,NaN,,,NaN
81,1,,96,NaN,NaN,1,99,96,1,NaN,-1,0,NaN
82,,,,NaN,NaN,,,,,NaN,,,NaN
83,0,,96,NaN,NaN,0,99,97,0,NaN,1,0,NaN
84,,,,NaN,NaN,,,,,NaN,,,NaN
85,0,,96,NaN,NaN,0,99,98,0,NaN,1,0,NaN
86,,,,NaN,NaN,,,,,NaN,,,NaN
87,0,,97,NaN,NaN,0,99,98,0,NaN,0,0,NaN
88,,,,NaN,NaN,,,,,NaN,,,NaN
89,0,,98,NaN,NaN,0,99,99,0,NaN,0,0,NaN
90,,,,NaN,NaN,,,,,NaN,,,NaN
91,0,,99,NaN,NaN,0,99,100,0,NaN,0,0,NaN
92,,,,NaN,NaN,,,,,NaN,,,NaN
93,0,,99,NaN,NaN,0,100,100,0,NaN,0,0,NaN
94,,,,NaN,NaN,,,,,NaN,,,NaN
95,-1,,99,NaN,NaN,0,100,100,0,NaN,0,0,NaN
96,,,,NaN,NaN,,,,,NaN,,,NaN
97,-1,,100,NaN,NaN,0,100,101,0,NaN,0,0,NaN
98,,,,NaN,NaN,,,,,NaN,,,NaN
99,-1,,102,NaN,NaN,0,100,102,0,NaN,0,0,NaN
100,,,,NaN,NaN,,,,,NaN,,,NaN
101,0,,102,NaN,NaN,0,100,102,0,NaN,0,0,NaN
102,,,,NaN,NaN,,,,,NaN,,,NaN
103,0,,101,NaN,NaN,0,100,101,0,NaN,0,0,NaN
104,,,,NaN,NaN,,,,,NaN,,,NaN
105,0,,99,NaN,NaN,0,100,99,0,NaN,0,0,NaN
106,,,,NaN,NaN,,,,,NaN,,,NaN
107,0,,99,NaN,NaN,0,100,99,0,NaN,0,0,NaN
108,,,,NaN,NaN,,,,,NaN,,,NaN
109,0,,98,NaN,NaN,0,100,99,0,NaN,0,0,NaN
110,,,,NaN,NaN,,,,,NaN,,,NaN
111,0,,98,NaN,NaN,0,100,99,0,NaN,0,0,NaN
112,,,,NaN,NaN,,,,,NaN,,,NaN
113,0,,100,NaN,NaN,0,100,100,0,NaN,0,0,NaN
114,,,,NaN,NaN,,,,,NaN,,,NaN
115,0,,102,NaN,NaN,0,100,101,0,NaN,0,0,NaN
116,,,,NaN,NaN,,,,,NaN,,,NaN
117,0,,102,NaN,NaN,0,100,102,0,NaN,1,0,NaN
118,,,,NaN,NaN,,,,,NaN,,,NaN
119,0,,99,NaN,NaN,0,100,100,0,NaN,1,0,NaN
120,,,,NaN,NaN,,,,,NaN,,,NaN
121,0,,96,NaN,NaN,0,100,98,0,NaN,1,0,NaN
122,,,,NaN,NaN,,,,,NaN,,,NaN
123,0,,96,NaN,NaN,0,100,97,0,NaN,1,35,NaN
124,,,,NaN,NaN,,,,,NaN,,,NaN
125,0,,96,NaN,NaN,0,100,97,0,NaN,0,35,NaN
126,,,,NaN,NaN,,,,,NaN,,,NaN
127,0,,96,NaN,NaN,0,100,97,0,NaN,0,35,NaN
128,,,,NaN,NaN,,,,,NaN,,,NaN
129,0,,96,NaN,NaN,0,100,97,0,NaN,0,35,NaN
130,,,,NaN,NaN,,,,,NaN,,,NaN
131,0,,96,NaN,NaN,0,100,96,0,NaN,0,,NaN
132,,,,NaN,NaN,,,,,NaN,,,NaN
133,0,,97,NaN,NaN,0,100,96,0,NaN,1,,NaN
134,,,,NaN,NaN,,,,,NaN,,,NaN
135,0,,98,NaN,NaN,0,100,97,0,NaN,1,,NaN
136,,,,NaN,NaN,,,,,NaN,,,NaN
137,1,,98,NaN,NaN,1,100,98,1,NaN,0,,NaN
138,,,,NaN,NaN,,,,,NaN,,,NaN
139,1,,96,NaN,NaN,1,100,97,1,NaN,0,,NaN
140,,,,NaN,NaN,,,,,NaN,,,NaN
141,0,,94,NaN,NaN,0,100,94,0,NaN,0,,NaN
142,,,,NaN,NaN,,,,,NaN,,,NaN
143,0,,92,NaN,NaN,0,100,93,0,NaN,0,,NaN
144,,,,NaN,NaN,,,,,NaN,,,NaN
145,0,,91,NaN,NaN,0,100,91,0,NaN,0,,NaN
146,,,,NaN,NaN,,,,,NaN,,,NaN
147,0,,90,NaN,NaN,0,100,91,0,NaN,0,,NaN
148,,,,NaN,NaN,,,,,NaN,,,NaN
149,0,,91,NaN,NaN,0,100,91,0,NaN,0,,NaN
150,,,,NaN,NaN,,,,,NaN,,,NaN
151,0,,91,NaN,NaN,0,100,92,0,NaN,0,,NaN
152,,,,NaN,NaN,,,,,NaN,,,NaN
153,0,,91,NaN,NaN,0,100,92,0,NaN,0,,NaN
154,,,,NaN,NaN,,,,,NaN,,,NaN
155,0,,91,NaN,NaN,0,100,92,0,NaN,0,,NaN
156,,,,NaN,NaN,,,,,NaN,,,NaN
157,0,,91,NaN,NaN,0,100,93,0,NaN,0,,NaN
158,,,,NaN,NaN,,,,,NaN,,,NaN
159,0,,92,NaN,NaN,0,100,94,0,NaN,0,,NaN
160,,,,NaN,NaN,,,,,NaN,,,NaN
161,0,,94,NaN,NaN,0,100,94,0,NaN,0,,NaN
162,,,,NaN,NaN,,,,,NaN,,,NaN
163,0,,94,NaN,NaN,0,100,95,0,NaN,0,,NaN
164,,,,NaN,NaN,,,,,NaN,,,NaN
165,0,,94,NaN,NaN,0,100,94,0,NaN,0,,NaN
166,,,,NaN,NaN,,,,,NaN,,,NaN
167,0,,93,NaN,NaN,0,100,94,0,NaN,0,,NaN
168,,,,NaN,NaN,,,,,NaN,,,NaN
169,0,,92,NaN,NaN,0,100,93,0,NaN,0,,NaN
170,,,,NaN,NaN,,,,,NaN,,,NaN
171,0,,91,NaN,NaN,0,100,92,0,NaN,0,,NaN
172,,,,NaN,NaN,,,,,NaN,,,NaN
173,0,,90,NaN,NaN,0,100,91,0,NaN,0,,NaN
174,,,,NaN,NaN,,,,,NaN,,,NaN
175,0,,90,NaN,NaN,0,100,91,0,NaN,0,,NaN
176,,,,NaN,NaN,,,,,NaN,,,NaN
177,0,,89,NaN,NaN,0,100,90,0,NaN,0,,NaN
178,,,,NaN,NaN,,,,,NaN,,,NaN
179,0,,88,NaN,NaN,0,100,89,0,NaN,0,,NaN
180,,,,NaN,NaN,,,,,NaN,,,NaN
181,0,,88,NaN,NaN,0,100,88,0,NaN,0,,NaN
182,,,,NaN,NaN,,,,,NaN,,,NaN
183,-36,,87,NaN,NaN,-2,100,88,23,NaN,0,,NaN
184,,,,NaN,NaN,,,,,NaN,,,NaN
185,-36,,85,NaN,NaN,-2,100,86,23,NaN,-3,,NaN
186,,,,NaN,NaN,,,,,NaN,,,NaN
187,-3,,83,NaN,NaN,-3,100,85,-3,NaN,-3,,NaN
188,,,,NaN,NaN,,,,,NaN,,,NaN
189,-5,,83,NaN,NaN,-3,100,84,-2,NaN,-16,,NaN
190,,,,NaN,NaN,,,,,NaN,,,NaN
191,-3,,83,NaN,NaN,-2,100,83,0,NaN,-16,,NaN
192,,,,NaN,NaN,,,,,NaN,,,NaN
193,-6,,83,NaN,NaN,-2,100,83,2,NaN,-15,,NaN
194,,,,NaN,NaN,,,,,NaN,,,NaN
195,-5,,83,NaN,NaN,-2,100,84,2,NaN,-15,,NaN
196,,,,NaN,NaN,,,,,NaN,,,NaN
197,-4,,83,NaN,NaN,-2,100,83,0,NaN,-16,,NaN
198,,,,NaN,NaN,,,,,NaN,,,NaN
199,-4,,82,NaN,NaN,-2,100,83,0,NaN,-16,,NaN
200,,,,NaN,NaN,,,,,NaN,,,NaN
201,-4,,82,NaN,NaN,-2,100,82,0,NaN,-16,,NaN
202,,,,NaN,NaN,,,,,NaN,,,NaN
203,-4,,81,NaN,NaN,-2,100,82,1,NaN,-16,,NaN
204,,,,NaN,NaN,,,,,NaN,,,NaN
205,-4,,80,NaN,NaN,-2,100,81,1,NaN,-16,,NaN
206,,,,NaN,NaN,,,,,NaN,,,NaN
207,-4,,80,NaN,NaN,-2,100,80,1,NaN,-17,,NaN
208,,,,NaN,NaN,,,,,NaN,,,NaN
209,-4,,80,NaN,NaN,-2,100,80,1,NaN,-17,,NaN
210,,,,NaN,NaN,,,,,NaN,,,NaN
211,-4,,80,NaN,NaN,-2,100,81,1,NaN,-17,,NaN
212,,,,NaN,NaN,,,,,NaN,,,NaN
213,-4,,78,NaN,NaN,-2,100,79,1,NaN,-17,,NaN
214,,,,NaN,NaN,,,,,NaN,,,NaN
215,,,77,NaN,NaN,-2,100,78,,NaN,-16,,NaN
216,,,,NaN,NaN,,,,,NaN,,,NaN
217,,,75,NaN,NaN,-2,100,77,,NaN,-16,,NaN
218,,,,NaN,NaN,,,,,NaN,,,NaN
219,,,75,NaN,NaN,-2,100,76,,NaN,-15,,NaN
220,,,,NaN,NaN,,,,,NaN,,,NaN
221,,,75,NaN,NaN,-2,100,76,,NaN,-15,,NaN
222,,,,NaN,NaN,,,,,NaN,,,NaN
223,,,75,NaN,NaN,-2,100,76,,NaN,-16,,NaN
224,,,,NaN,NaN,,,,,NaN,,,NaN
225,,,76,NaN,NaN,-2,100,77,,NaN,-16,,NaN
226,,,,NaN,NaN,,,,,NaN,,,NaN
227,-4,,77,NaN,NaN,-2,100,78,-1,NaN,-16,,NaN
228,,,,NaN,NaN,,,,,NaN,,,NaN
229,-4,,79,NaN,NaN,-3,100,79,-1,NaN,-16,,NaN
230,,,,NaN,NaN,,,,,NaN,,,NaN
231,-4,,80,NaN,NaN,-3,100,80,-1,NaN,-16,,NaN
232,,,,NaN,NaN,,,,,NaN,,,NaN
233,-4,,81,NaN,NaN,-2,100,81,-1,NaN,-16,,NaN
234,,,,NaN,NaN,,,,,NaN,,,NaN
235,-4,,81,NaN,NaN,-2,100,81,-1,NaN,-16,,NaN
236,,,,NaN,NaN,,,,,NaN,,,NaN
237,,,80,NaN,NaN,-3,100,81,,NaN,-16,,NaN
238,,,,NaN,NaN,,,,,NaN,,,NaN
239,,,80,NaN,NaN,-4,100,81,,NaN,-16,,NaN
240,,,,NaN,NaN,,,,,NaN,,,NaN
241,,,80,NaN,NaN,-4,100,81,,NaN,-16,,NaN
242,,,,NaN,NaN,,,,,NaN,,,NaN
243,,,80,NaN,NaN,-4,100,80,,NaN,-16,,NaN
244,,,,NaN,NaN,,,,,NaN,,,NaN
245,-6,,79,NaN,NaN,-3,100,80,4,NaN,-16,,NaN
246,,,,NaN,NaN,,,,,NaN,,,NaN
247,,,79,NaN,NaN,-4,100,80,,NaN,-16,,NaN
248,,,,NaN,NaN,,,,,NaN,,,NaN
249,,,79,NaN,NaN,-6,100,79,,NaN,-16,,NaN
250,,,,NaN,NaN,,,,,NaN,,,NaN
251,,,79,NaN,NaN,-4,100,79,,NaN,-16,,NaN
252,,,,NaN,NaN,,,,,NaN,,,NaN
253,,,79,NaN,NaN,-4,100,79,,NaN,-19,,NaN
254,,,,NaN,NaN,,,,,NaN,,,NaN
255,-12,,79,NaN,NaN,-4,100,80,7,NaN,-19,,NaN
256,,,,NaN,NaN,,,,,NaN,,,NaN
257,,,79,NaN,NaN,-2,100,80,,NaN,-18,,NaN
258,,,,NaN,NaN,,,,,NaN,,,NaN
259,,,79,NaN,NaN,6,100,80,,NaN,-18,,NaN
260,,,,NaN,NaN,,,,,NaN,,,NaN
261,,,79,NaN,NaN,6,100,79,,NaN,-16,,NaN
262,,,,NaN,NaN,,,,,NaN,,,NaN
263,,,79,NaN,NaN,6,100,79,,NaN,-16,,NaN
264,,,,NaN,NaN,,,,,NaN,,,NaN
265,-40,,79,NaN,NaN,10,100,79,62,NaN,-16,,NaN
266,,,,NaN,NaN,,,,,NaN,,,NaN
267,-29,,79,NaN,NaN,16,100,79,90,NaN,-16,,NaN
268,,,,NaN,NaN,,,,,NaN,,,NaN
269,-18,,80,NaN,NaN,5,100,80,12,NaN,-16,,NaN
270,,,,NaN,NaN,,,,,NaN,,,NaN
271,,,80,NaN,NaN,1,100,80,,NaN,-17,,NaN
272,,,,NaN,NaN,,,,,NaN,,,NaN
273,,,80,NaN,NaN,0,100,80,,NaN,-17,,NaN
274,,,,NaN,NaN,,,,,NaN,,,NaN
275,,,80,NaN,NaN,0,100,81,,NaN,-17,,NaN
276,,,,NaN,NaN,,,,,NaN,,,NaN
277,,,80,NaN,NaN,1,100,80,,NaN,-17,,NaN
278,,,,NaN,NaN,,,,,NaN,,,NaN
279,,,79,NaN,NaN,1,100,80,,NaN,-17,,NaN
280,,,,NaN,NaN,,,,,NaN,,,NaN
281,,,79,NaN,NaN,1,100,80,,NaN,-17,,NaN
282,,,,NaN,NaN,,,,,NaN,,,NaN
283,1,,79,NaN,NaN,1,100,79,1,NaN,-16,,NaN
284,,,,NaN,NaN,,,,,NaN,,,NaN
285,1,,79,NaN,NaN,1,100,79,1,NaN,-16,,NaN
286,,,,NaN,NaN,,,,,NaN,,,NaN
287,1,,79,NaN,NaN,1,100,80,1,NaN,-16,,NaN
288,,,,NaN,NaN,,,,,NaN,,,NaN
289,1,,79,NaN,NaN,1,100,80,1,NaN,-16,,NaN
290,,,,NaN,NaN,,,,,NaN,,,NaN
291,1,,79,NaN,NaN,1,100,80,1,NaN,-16,,NaN
292,,,,NaN,NaN,,,,,NaN,,,NaN
293,1,,80,NaN,NaN,1,100,80,1,NaN,-16,,NaN
294,,,,NaN,NaN,,,,,NaN,,,NaN
295,1,,80,NaN,NaN,1,100,80,1,NaN,-16,,NaN
296,,,,NaN,NaN,,,,,NaN,,,NaN
297,-3,,79,NaN,NaN,1,100,80,5,NaN,-16,,NaN
298,,,,NaN,NaN,,,,,NaN,,,NaN
299,-3,,79,NaN,NaN,1,100,80,5,NaN,-16,,NaN
300,,,,NaN,NaN,,,,,NaN,,,NaN
301,0,,79,NaN,NaN,0,100,79,0,NaN,-16,,NaN
302,,,,NaN,NaN,,,,,NaN,,,NaN
303,-13,,79,NaN,NaN,1,100,79,15,NaN,-16,,NaN
304,,,,NaN,NaN,,,,,NaN,,,NaN
305,-32,,79,NaN,NaN,8,100,79,44,NaN,-16,,NaN
306,,,,NaN,NaN,,,,,NaN,,,NaN
307,-18,,79,NaN,NaN,7,100,79,38,NaN,-16,,NaN
308,,,,NaN,NaN,,,,,NaN,,,NaN
309,13,,78,NaN,NaN,19,100,79,101,NaN,-16,,NaN
310,,,,NaN,NaN,,,,,NaN,,,NaN
311,19,,78,NaN,NaN,29,100,79,69,NaN,-16,,NaN
312,,,,NaN,NaN,,,,,NaN,,,NaN
313,10,,78,NaN,NaN,30,100,79,70,NaN,-15,,NaN
314,,,,NaN,NaN,,,,,NaN,,,NaN
315,7,,78,NaN,NaN,31,100,79,53,NaN,-15,,NaN
316,,,,NaN,NaN,,,,,NaN,,,NaN
317,7,,78,NaN,NaN,31,100,79,53,NaN,-15,,NaN
318,,,,NaN,NaN,,,,,NaN,,,NaN
319,29,,79,NaN,NaN,33,100,79,44,NaN,-15,,NaN
320,,,,NaN,NaN,,,,,NaN,,,NaN
321,58,,79,NaN,NaN,60,100,79,98,NaN,-15,,NaN
322,,,,NaN,NaN,,,,,NaN,,,NaN
323,71,,79,NaN,NaN,74,100,79,114,NaN,-15,,NaN
324,,,,NaN,NaN,,,,,NaN,,,NaN
325,82,,79,NaN,NaN,86,100,79,131,NaN,-15,,NaN
326,,,,NaN,NaN,,,,,NaN,,,NaN
327,74,,79,NaN,NaN,90,100,79,133,NaN,-15,,NaN
328,,,,NaN,NaN,,,,,NaN,,,NaN
329,72,,78,NaN,NaN,91,100,79,131,NaN,-15,,NaN
330,,,,NaN,NaN,,,,,NaN,,,NaN
331,69,,78,NaN,NaN,91,100,79,125,NaN,-15,,NaN
332,,,,NaN,NaN,,,,,NaN,,,NaN
333,77,,78,NaN,NaN,95,100,78,119,NaN,-15,,NaN
334,,,,NaN,NaN,,,,,NaN,,,NaN
335,67,,78,NaN,NaN,90,100,78,122,NaN,-15,,NaN
336,,,,NaN,NaN,,,,,NaN,,,NaN
337,69,,78,NaN,NaN,90,100,78,123,NaN,-15,,NaN
338,,,,NaN,NaN,,,,,NaN,,,NaN
339,68,,78,NaN,NaN,89,100,78,120,NaN,-15,,NaN
340,,,,NaN,NaN,,,,,NaN,,,NaN
341,66,,78,NaN,NaN,89,100,78,120,NaN,-15,,NaN
342,,,,NaN,NaN,,,,,NaN,,,NaN
343,66,,77,NaN,NaN,89,100,78,121,NaN,-14,,NaN
344,,,,NaN,NaN,,,,,NaN,,,NaN
345,57,,77,NaN,NaN,85,100,78,111,NaN,-14,,NaN
346,,,,NaN,NaN,,,,,NaN,,,NaN
347,55,,77,NaN,NaN,85,100,78,109,NaN,-14,,NaN
348,,,,NaN,NaN,,,,,NaN,,,NaN
349,58,,77,NaN,NaN,85,100,77,112,NaN,-14,,NaN
350,,,,NaN,NaN,,,,,NaN,,,NaN
351,63,,77,NaN,NaN,85,100,77,127,NaN,-15,,NaN
352,,,,NaN,NaN,,,,,NaN,,,NaN
353,54,,77,NaN,NaN,85,100,77,118,NaN,-15,,NaN
354,,,,NaN,NaN,,,,,NaN,,,NaN
355,61,,77,NaN,NaN,84,100,78,112,NaN,-15,,NaN
356,,,,NaN,NaN,,,,,NaN,,,NaN
357,54,,77,NaN,NaN,85,100,78,121,NaN,-15,,NaN
358,,,,NaN,NaN,,,,,NaN,,,NaN
359,62,,77,NaN,NaN,87,100,78,117,NaN,-15,,NaN
360,,,,NaN,NaN,,,,,NaN,,,NaN
361,54,,78,NaN,NaN,86,100,78,123,NaN,-15,,NaN
362,,,,NaN,NaN,,,,,NaN,,,NaN
363,65,,78,NaN,NaN,87,100,78,117,NaN,-16,,NaN
364,,,,NaN,NaN,,,,,NaN,,,NaN
365,68,,78,NaN,NaN,88,100,78,118,NaN,-16,,NaN
366,,,,NaN,NaN,,,,,NaN,,,NaN
367,77,,78,NaN,NaN,91,100,79,124,NaN,-16,,NaN
368,,,,NaN,NaN,,,,,NaN,,,NaN
369,77,,79,NaN,NaN,91,100,79,124,NaN,-16,,NaN
370,,,,NaN,NaN,,,,,NaN,,,NaN
371,70,,79,NaN,NaN,90,100,79,125,NaN,-16,,NaN
372,,,,NaN,NaN,,,,,NaN,,,NaN
373,55,,78,NaN,NaN,70,100,79,72,NaN,-16,,NaN
374,,,,NaN,NaN,,,,,NaN,,,NaN
375,50,,79,NaN,NaN,67,100,79,73,NaN,-16,,NaN
376,,,,NaN,NaN,,,,,NaN,,,NaN
377,48,,79,NaN,NaN,56,100,79,56,NaN,-16,,NaN
378,,,,NaN,NaN,,,,,NaN,,,NaN
379,65,,79,NaN,NaN,70,100,80,85,NaN,-16,,NaN
380,,,,NaN,NaN,,,,,NaN,,,NaN
381,87,,80,NaN,NaN,84,100,80,113,NaN,-16,,NaN
382,,,,NaN,NaN,,,,,NaN,,,NaN
383,77,,80,NaN,NaN,98,100,81,139,NaN,-16,,NaN
384,,,,NaN,NaN,,,,,NaN,,,NaN
385,73,,80,NaN,NaN,93,100,81,140,NaN,-15,,NaN
386,,,,NaN,NaN,,,,,NaN,,,NaN
387,75,,80,NaN,NaN,94,100,81,135,NaN,-15,,NaN
388,,,,NaN,NaN,,,,,NaN,,,NaN
389,76,,80,NaN,NaN,96,100,81,131,NaN,-15,,NaN
390,,,,NaN,NaN,,,,,NaN,,,NaN
391,76,,81,NaN,NaN,97,100,81,130,NaN,-15,,NaN
392,,,,NaN,NaN,,,,,NaN,,,NaN
393,75,,81,NaN,NaN,97,100,81,128,NaN,-15,,NaN
394,,,,NaN,NaN,,,,,NaN,,,NaN
395,75,,80,NaN,NaN,98,100,81,128,NaN,-15,,NaN
396,,,,NaN,NaN,,,,,NaN,,,NaN
397,76,,80,NaN,NaN,98,100,81,129,NaN,-15,,NaN
398,,,,NaN,NaN,,,,,NaN,,,NaN
399,76,,80,NaN,NaN,98,100,81,128,NaN,-16,,NaN
400,,,,NaN,NaN,,,,,NaN,,,NaN
401,69,,81,NaN,NaN,98,100,81,127,NaN,-16,,NaN
402,,,,NaN,NaN,,,,,NaN,,,NaN
403,73,,81,NaN,NaN,97,100,82,128,NaN,-16,,NaN
404,,,,NaN,NaN,,,,,NaN,,,NaN
405,66,,82,NaN,NaN,96,100,82,129,NaN,-16,,NaN
406,,,,NaN,NaN,,,,,NaN,,,NaN
407,71,,82,NaN,NaN,95,100,82,126,NaN,-15,,NaN
408,,,,NaN,NaN,,,,,NaN,,,NaN
409,74,,82,NaN,NaN,95,100,82,128,NaN,-15,,NaN
410,,,,NaN,NaN,,,,,NaN,,,NaN
411,67,,81,NaN,NaN,95,100,82,139,NaN,-15,,NaN
412,,,,NaN,NaN,,,,,NaN,,,NaN
413,70,,81,NaN,NaN,94,100,81,127,NaN,-15,,NaN
414,,,,NaN,NaN,,,,,NaN,,,NaN
415,69,,81,NaN,NaN,93,100,81,129,NaN,-16,,NaN
416,,,,NaN,NaN,,,,,NaN,,,NaN
417,68,,80,NaN,NaN,92,100,81,126,NaN,-16,,NaN
418,,,,NaN,NaN,,,,,NaN,,,NaN
419,69,,80,NaN,NaN,91,100,80,125,NaN,-16,,NaN
420,,,,NaN,NaN,,,,,NaN,,,NaN
421,69,,80,NaN,NaN,91,100,80,125,NaN,-16,,NaN
422,,,,NaN,NaN,,,,,NaN,,,NaN
423,68,,79,NaN,NaN,90,100,80,124,NaN,-16,,NaN
424,,,,NaN,NaN,,,,,NaN,,,NaN
425,68,,79,NaN,NaN,90,100,80,124,NaN,-16,,NaN
426,,,,NaN,NaN,,,,,NaN,,,NaN
427,71,,79,NaN,NaN,90,100,79,124,NaN,-16,,NaN
428,,,,NaN,NaN,,,,,NaN,,,NaN
429,80,,79,NaN,NaN,92,100,79,128,NaN,-16,,NaN
430,,,,NaN,NaN,,,,,NaN,,,NaN
431,80,,79,NaN,NaN,92,100,79,128,NaN,-16,,NaN
432,,,,NaN,NaN,,,,,NaN,,,NaN
433,44,,79,NaN,NaN,44,100,79,44,NaN,-15,,NaN
434,,,,NaN,NaN,,,,,NaN,,,NaN
435,44,,79,NaN,NaN,44,100,79,44,NaN,-15,,NaN
436,,,,NaN,NaN,,,,,NaN,,,NaN
437,34,,79,NaN,NaN,38,100,79,41,NaN,-16,,NaN
438,,,,NaN,NaN,,,,,NaN,,,NaN
439,35,,79,NaN,NaN,37,100,79,40,NaN,-16,,NaN
440,,,,NaN,NaN,,,,,NaN,,,NaN
441,35,,79,NaN,NaN,37,100,79,40,NaN,-16,,NaN
442,,,,NaN,NaN,,,,,NaN,,,NaN
443,28,,79,NaN,NaN,33,100,79,34,NaN,-16,,NaN
444,,,,NaN,NaN,,,,,NaN,,,NaN
