time,Solar8000/ART_MBP,Solar8000/CVP,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/CVP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/ART_SBP
0,,,,,,NaN,NaN,,NaN,,NaN,,
1,,,,,,-4.9562602043151855,-495.6260070800781,,-4.9562602043151855,,-499.346923828125,,
2,,,,,,-4.956240177154541,-495.6240234375,,-4.956240177154541,,-499.344970703125,,
3,-2,-6,0,,61,NaN,NaN,,NaN,100,NaN,63,
4,,,,,,NaN,NaN,,NaN,,NaN,,
5,-2,-6,0,,63,NaN,NaN,-2,NaN,100,NaN,63,-2
6,,,,,,NaN,NaN,,NaN,,NaN,,
7,-2,-6,0,,63,NaN,NaN,-2,NaN,100,NaN,64,-2
8,,,,,,NaN,NaN,,NaN,,NaN,,
9,-2,-6,0,,63,NaN,NaN,-2,NaN,100,NaN,63,-2
10,,,,,,NaN,NaN,,NaN,,NaN,,
11,-2,-6,0,,63,NaN,NaN,-2,NaN,100,NaN,64,-2
12,,,,,,NaN,NaN,,NaN,,NaN,,
13,-2,-7,0,,62,NaN,NaN,-2,NaN,100,NaN,63,-2
14,,,,,,NaN,NaN,,NaN,,NaN,,
15,-2,-7,0,,61,NaN,NaN,-2,NaN,100,NaN,63,-2
16,,,,,,NaN,NaN,,NaN,,NaN,,
17,-2,-7,0,,60,NaN,NaN,-2,NaN,100,NaN,63,-2
18,,,,,,NaN,NaN,,NaN,,NaN,,
19,-1,-7,0,,60,NaN,NaN,-1,NaN,100,NaN,63,-1
20,,,,,,NaN,NaN,,NaN,,NaN,,
21,-1,-7,0,,58,NaN,NaN,-1,NaN,100,NaN,63,-1
22,,,,,,NaN,NaN,,NaN,,NaN,,
23,-3,-7,0,,57,NaN,NaN,-3,NaN,100,NaN,63,-3
24,,,,,,NaN,NaN,,NaN,,NaN,,
25,-3,-7,0,,57,NaN,NaN,-5,NaN,100,NaN,63,-2
26,,,,,,NaN,NaN,,NaN,,NaN,,
27,-3,-7,0,,56,NaN,NaN,-14,NaN,,NaN,,8
28,,,,,,NaN,NaN,,NaN,,NaN,,
29,-3,-7,0,,56,NaN,NaN,-7,NaN,,NaN,,1
30,,,,,,NaN,NaN,,NaN,,NaN,,
31,-3,-7,0,,56,NaN,NaN,-7,NaN,,NaN,,-1
32,,,,,,NaN,NaN,,NaN,,NaN,,
33,-3,-7,0,,55,NaN,NaN,-7,NaN,,NaN,,0
34,,,,,,NaN,NaN,,NaN,,NaN,,
35,-3,-7,0,,55,NaN,NaN,-7,NaN,100,NaN,60,0
36,,,,,,NaN,NaN,,NaN,,NaN,,
37,-3,-7,0,,55,NaN,NaN,-3,NaN,100,NaN,60,-3
38,,,,,,NaN,NaN,,NaN,,NaN,,
39,-3,-8,0,,55,NaN,NaN,-3,NaN,100,NaN,60,-3
40,,,,,,NaN,NaN,,NaN,,NaN,,
41,-2,-8,0,,55,NaN,NaN,-2,NaN,100,NaN,60,-2
42,,,,,,NaN,NaN,,NaN,,NaN,,
43,-3,-8,0,,56,NaN,NaN,-5,NaN,100,NaN,59,0
44,,,,,,NaN,NaN,,NaN,,NaN,,
45,-3,-8,0,,55,NaN,NaN,-6,NaN,100,NaN,58,0
46,,,,,,NaN,NaN,,NaN,,NaN,,
47,-3,-8,0,,55,NaN,NaN,-5,NaN,100,NaN,57,0
48,,,,,,NaN,NaN,,NaN,,NaN,,
49,-3,-8,0,,55,NaN,NaN,-5,NaN,100,NaN,57,0
50,,,,,,NaN,NaN,,NaN,,NaN,,
51,-3,-9,0,,55,NaN,NaN,-3,NaN,100,NaN,57,-3
52,,,,,,NaN,NaN,,NaN,,NaN,,
53,-4,-9,0,,55,NaN,NaN,-6,NaN,100,NaN,57,-2
54,,,,,,NaN,NaN,,NaN,,NaN,,
55,-4,-8,0,,58,NaN,NaN,-7,NaN,100,NaN,57,1
56,,,,,,NaN,NaN,,NaN,,NaN,,
57,-3,-8,0,,59,NaN,NaN,-8,NaN,100,NaN,57,1
58,,,,,,NaN,NaN,,NaN,,NaN,,
59,-4,-8,0,,63,NaN,NaN,,NaN,,NaN,,
60,,,,,,NaN,NaN,,NaN,,NaN,,
61,-6,-8,0,,63,NaN,NaN,,NaN,,NaN,,
62,,,,,,NaN,NaN,,NaN,,NaN,,
63,-4,-8,0,,61,NaN,NaN,,NaN,,NaN,,
64,,,,,,NaN,NaN,,NaN,,NaN,,
65,-3,-8,0,,62,NaN,NaN,,NaN,,NaN,,
66,,,,,,NaN,NaN,,NaN,,NaN,,
67,-3,-8,,,60,NaN,NaN,,NaN,,NaN,,
68,,,,,,NaN,NaN,,NaN,,NaN,,
69,-10,-8,,,60,NaN,NaN,,NaN,,NaN,,
70,,,,,,NaN,NaN,,NaN,,NaN,,
71,-10,-8,,,60,NaN,NaN,,NaN,,NaN,,
72,,,,,,NaN,NaN,,NaN,,NaN,,
73,301,-9,,,58,NaN,NaN,,NaN,,NaN,,
74,,,,,,NaN,NaN,,NaN,,NaN,,
75,112,-9,,,60,NaN,NaN,,NaN,,NaN,,
76,,,,,,NaN,NaN,,NaN,,NaN,,
77,12,-8,,,59,NaN,NaN,,NaN,,NaN,,
78,,,,,,NaN,NaN,,NaN,,NaN,,
79,3,-8,,,59,NaN,NaN,,NaN,,NaN,,
80,,,,,,NaN,NaN,,NaN,,NaN,,
81,3,-9,,,59,NaN,NaN,,NaN,,NaN,,
82,,,,,,NaN,NaN,,NaN,,NaN,,
83,-1,-9,,,59,NaN,NaN,,NaN,,NaN,,
84,,,,,,NaN,NaN,,NaN,,NaN,,
85,-1,-9,,,58,NaN,NaN,,NaN,,NaN,,
86,,,,,,NaN,NaN,,NaN,,NaN,,
87,-1,-9,,,59,NaN,NaN,,NaN,,NaN,,
88,,,,,,NaN,NaN,,NaN,,NaN,,
89,-1,-9,,,58,NaN,NaN,-1,NaN,,NaN,,-1
90,,,,,,NaN,NaN,,NaN,,NaN,,
91,-1,-9,,,58,NaN,NaN,-1,NaN,,NaN,,-1
92,,,,,,NaN,NaN,,NaN,,NaN,,
93,-1,-9,,,58,NaN,NaN,-1,NaN,,NaN,,-1
94,,,,,,NaN,NaN,,NaN,,NaN,,
95,1,-8,,,58,NaN,NaN,1,NaN,99,NaN,59,1
96,,,,,,NaN,NaN,,NaN,,NaN,,
97,1,-8,,,60,NaN,NaN,1,NaN,99,NaN,61,1
98,,,,,,NaN,NaN,,NaN,,NaN,,
99,0,-8,,,60,NaN,NaN,0,NaN,99,NaN,62,0
100,,,,,,NaN,NaN,,NaN,,NaN,,
101,0,-8,,,61,NaN,NaN,0,NaN,99,NaN,62,0
102,,,,,,NaN,NaN,,NaN,,NaN,,
103,1,-9,,,62,NaN,NaN,1,NaN,99,NaN,63,1
104,,,,,,NaN,NaN,,NaN,,NaN,,
105,1,-9,,,63,NaN,NaN,1,NaN,99,NaN,65,1
106,,,,,,NaN,NaN,,NaN,,NaN,,
107,1,-8,,,62,NaN,NaN,1,NaN,100,NaN,63,1
108,,,,,,NaN,NaN,,NaN,,NaN,,
109,1,-8,,,60,NaN,NaN,1,NaN,100,NaN,63,1
110,,,,,,NaN,NaN,,NaN,,NaN,,
111,1,-8,,,58,NaN,NaN,1,NaN,100,NaN,61,1
112,,,,,,NaN,NaN,,NaN,,NaN,,
113,-1,-8,,,57,NaN,NaN,-1,NaN,100,NaN,60,-1
114,,,,,,NaN,NaN,,NaN,,NaN,,
115,-1,-8,,,57,NaN,NaN,-1,NaN,100,NaN,58,-1
116,,,,,,NaN,NaN,,NaN,,NaN,,
117,-1,-8,,,57,NaN,NaN,-1,NaN,100,NaN,57,-1
118,,,,,,NaN,NaN,,NaN,,NaN,,
119,-1,-8,,,59,NaN,NaN,-1,NaN,100,NaN,59,-1
120,,,,,,NaN,NaN,,NaN,,NaN,,
121,1,-8,,,59,NaN,NaN,-3,NaN,100,NaN,59,2
122,,,,,,NaN,NaN,,NaN,,NaN,,
123,1,-8,,,60,NaN,NaN,-3,NaN,100,NaN,60,2
124,,,,,,NaN,NaN,,NaN,,NaN,,
125,1,-8,,,62,NaN,NaN,-2,NaN,100,NaN,61,1
126,,,,,,NaN,NaN,,NaN,,NaN,,
127,1,-8,,,61,NaN,NaN,-2,NaN,100,NaN,62,1
128,,,,,,NaN,NaN,,NaN,,NaN,,
129,1,-8,,,63,NaN,NaN,1,NaN,100,NaN,63,1
130,,,,,,NaN,NaN,,NaN,,NaN,,
131,1,-8,,,63,NaN,NaN,1,NaN,100,NaN,63,1
132,,,,,,NaN,NaN,,NaN,,NaN,,
133,0,-7,,,62,NaN,NaN,-16,NaN,100,NaN,64,25
134,,,,,,NaN,NaN,,NaN,,NaN,,
135,0,-7,,,64,NaN,NaN,-16,NaN,100,NaN,64,25
136,,,,,,NaN,NaN,,NaN,,NaN,,
137,0,-7,,,63,NaN,NaN,-16,NaN,100,NaN,64,25
138,,,,,,NaN,NaN,,NaN,,NaN,,
139,-1,-7,,,62,NaN,NaN,-1,NaN,100,NaN,63,-1
140,,,,,,NaN,NaN,,NaN,,NaN,,
141,-1,-7,,,62,NaN,NaN,-1,NaN,100,NaN,63,-1
142,,,,,,NaN,NaN,,NaN,,NaN,,
143,-1,-7,,,62,NaN,NaN,-1,NaN,100,NaN,63,-1
144,,,,,,NaN,NaN,,NaN,,NaN,,
145,-1,-7,,,64,NaN,NaN,-1,NaN,100,NaN,63,-1
146,,,,,,NaN,NaN,,NaN,,NaN,,
147,1,-7,,,66,NaN,NaN,1,NaN,100,NaN,63,1
148,,,,,,NaN,NaN,,NaN,,NaN,,
149,1,-7,,,68,NaN,NaN,1,NaN,100,NaN,63,1
150,,,,,,NaN,NaN,,NaN,,NaN,,
151,1,-7,,,68,NaN,NaN,-11,NaN,100,NaN,63,9
152,,,,,,NaN,NaN,,NaN,,NaN,,
153,1,-7,,,67,NaN,NaN,-4,NaN,100,NaN,63,3
154,,,,,,NaN,NaN,,NaN,,NaN,,
155,1,-8,,,66,NaN,NaN,-3,NaN,,NaN,,2
156,,,,,,NaN,NaN,,NaN,,NaN,,
157,1,-8,,,65,NaN,NaN,-4,NaN,,NaN,,3
158,,,,,,NaN,NaN,,NaN,,NaN,,
159,1,-8,,,64,NaN,NaN,-5,NaN,,NaN,,3
160,,,,,,NaN,NaN,,NaN,,NaN,,
161,-2,-8,,,64,NaN,NaN,-14,NaN,,NaN,,8
162,,,,,,NaN,NaN,,NaN,,NaN,,
163,-2,-8,,,63,NaN,NaN,-14,NaN,,NaN,,8
164,,,,,,NaN,NaN,,NaN,,NaN,,
165,-2,-8,,,62,NaN,NaN,,NaN,,NaN,,
166,,,,,,NaN,NaN,,NaN,,NaN,,
167,-2,-8,,,61,NaN,NaN,,NaN,,NaN,,
168,,,,,,NaN,NaN,,NaN,,NaN,,
169,-2,-8,,,60,NaN,NaN,,NaN,,NaN,,
170,,,,,,NaN,NaN,,NaN,,NaN,,
171,-1,-8,,,59,NaN,NaN,,NaN,,NaN,,
172,,,,,,NaN,NaN,,NaN,,NaN,,
173,-1,-8,,,58,NaN,NaN,,NaN,,NaN,,
174,,,,,,NaN,NaN,,NaN,,NaN,,
175,-1,-9,,,57,NaN,NaN,,NaN,,NaN,,
176,,,,,,NaN,NaN,,NaN,,NaN,,
177,-1,-9,,,56,NaN,NaN,-1,NaN,,NaN,,-1
178,,,,,,NaN,NaN,,NaN,,NaN,,
179,1,-9,,,56,NaN,NaN,1,NaN,,NaN,,1
180,,,,,,NaN,NaN,,NaN,,NaN,,
181,1,-9,,,55,NaN,NaN,1,NaN,,NaN,,1
182,,,,,,NaN,NaN,,NaN,,NaN,,
183,1,-9,,,55,NaN,NaN,1,NaN,,NaN,,1
184,,,,,,NaN,NaN,,NaN,,NaN,,
185,1,-9,,,55,NaN,NaN,1,NaN,,NaN,,1
186,,,,,,NaN,NaN,,NaN,,NaN,,
187,-1,-9,,,55,NaN,NaN,-1,NaN,,NaN,,-1
188,,,,,,NaN,NaN,,NaN,,NaN,,
189,-1,-9,,,54,NaN,NaN,-1,NaN,,NaN,,-1
190,,,,,,NaN,NaN,,NaN,,NaN,,
191,-1,-9,,,54,NaN,NaN,-1,NaN,,NaN,,-1
192,,,,,,NaN,NaN,,NaN,,NaN,,
193,-1,-9,,,53,NaN,NaN,-1,NaN,,NaN,,-1
194,,,,,,NaN,NaN,,NaN,,NaN,,
195,-1,-9,,,53,NaN,NaN,-1,NaN,,NaN,,-1
196,,,,,,NaN,NaN,,NaN,,NaN,,
197,-1,-9,,,53,NaN,NaN,-1,NaN,,NaN,,-1
198,,,,,,NaN,NaN,,NaN,,NaN,,
199,-1,-9,,,53,NaN,NaN,-1,NaN,,NaN,,-1
200,,,,,,NaN,NaN,,NaN,,NaN,,
201,-1,-9,,,53,NaN,NaN,-1,NaN,,NaN,,-1
202,,,,,,NaN,NaN,,NaN,,NaN,,
203,-1,-9,,,53,NaN,NaN,-1,NaN,,NaN,,-1
204,,,,,,NaN,NaN,,NaN,,NaN,,
205,-1,-9,,,52,NaN,NaN,-1,NaN,,NaN,,-1
206,,,,,,NaN,NaN,,NaN,,NaN,,
207,1,-9,,,52,NaN,NaN,1,NaN,,NaN,,1
208,,,,,,NaN,NaN,,NaN,,NaN,,
209,1,-9,,,52,NaN,NaN,1,NaN,,NaN,,1
210,,,,,,NaN,NaN,,NaN,,NaN,,
211,1,-9,,,51,NaN,NaN,-7,NaN,,NaN,,2
212,,,,,,NaN,NaN,,NaN,,NaN,,
213,1,-9,,,51,NaN,NaN,-7,NaN,,NaN,,2
214,,,,,,NaN,NaN,,NaN,,NaN,,
215,-1,-9,,,51,NaN,NaN,-1,NaN,,NaN,,-1
216,,,,,,NaN,NaN,,NaN,,NaN,,
217,-1,-9,,,50,NaN,NaN,-1,NaN,,NaN,,-1
218,,,,,,NaN,NaN,,NaN,,NaN,,
219,1,-9,,,50,NaN,NaN,1,NaN,,NaN,,1
220,,,,,,NaN,NaN,,NaN,,NaN,,
221,1,-9,,,50,NaN,NaN,1,NaN,,NaN,,1
222,,,,,,NaN,NaN,,NaN,,NaN,,
223,1,-9,,,50,NaN,NaN,1,NaN,100,NaN,57,1
224,,,,,,NaN,NaN,,NaN,,NaN,,
225,1,-9,,,50,NaN,NaN,1,NaN,100,NaN,55,1
226,,,,,,NaN,NaN,,NaN,,NaN,,
227,-1,-9,,,50,NaN,NaN,-1,NaN,100,NaN,53,-1
228,,,,,,NaN,NaN,,NaN,,NaN,,
229,-1,-9,,,50,NaN,NaN,-1,NaN,100,NaN,51,-1
230,,,,,,NaN,NaN,,NaN,,NaN,,
231,-1,-8,,,50,NaN,NaN,-1,NaN,100,NaN,51,-1
232,,,,,,NaN,NaN,,NaN,,NaN,,
233,-1,-8,,,50,NaN,NaN,-1,NaN,100,NaN,51,-1
234,,,,,,NaN,NaN,,NaN,,NaN,,
235,-1,-8,,,50,NaN,NaN,-1,NaN,100,NaN,51,-1
236,,,,,,NaN,NaN,,NaN,,NaN,,
237,-1,-8,,,50,NaN,NaN,-1,NaN,100,NaN,50,-1
238,,,,,,NaN,NaN,,NaN,,NaN,,
239,-1,-8,,,50,NaN,NaN,-1,NaN,100,NaN,50,-1
240,,,,,,NaN,NaN,,NaN,,NaN,,
241,-1,-8,,,50,NaN,NaN,-1,NaN,100,NaN,50,-1
242,,,,,,NaN,NaN,,NaN,,NaN,,
243,-2,-9,,,50,NaN,NaN,-2,NaN,100,NaN,50,-2
244,,,,,,NaN,NaN,,NaN,,NaN,,
245,-2,-9,,,50,NaN,NaN,-2,NaN,100,NaN,50,-2
246,,,,,,NaN,NaN,,NaN,,NaN,,
247,-2,-9,,,50,NaN,NaN,-2,NaN,100,NaN,51,-2
248,,,,,,NaN,NaN,,NaN,,NaN,,
249,-2,-9,,,50,NaN,NaN,-2,NaN,100,NaN,51,-2
250,,,,,,NaN,NaN,,NaN,,NaN,,
251,1,-9,,,50,NaN,NaN,1,NaN,100,NaN,51,1
252,,,,,,NaN,NaN,,NaN,,NaN,,
253,1,-9,,,50,NaN,NaN,1,NaN,100,NaN,51,1
254,,,,,,NaN,NaN,,NaN,,NaN,,
255,1,-9,,,50,NaN,NaN,1,NaN,100,NaN,51,1
256,,,,,,NaN,NaN,,NaN,,NaN,,
257,1,-10,,,51,NaN,NaN,1,NaN,100,NaN,51,1
258,,,,,,NaN,NaN,,NaN,,NaN,,
259,1,-10,,,51,NaN,NaN,1,NaN,100,NaN,52,1
260,,,,,,NaN,NaN,,NaN,,NaN,,
261,1,-10,,,52,NaN,NaN,1,NaN,100,NaN,52,1
262,,,,,,NaN,NaN,,NaN,,NaN,,
263,-1,-10,,,52,NaN,NaN,-1,NaN,100,NaN,52,-1
264,,,,,,NaN,NaN,,NaN,,NaN,,
265,-1,-10,,,53,NaN,NaN,-1,NaN,100,NaN,53,-1
266,,,,,,NaN,NaN,,NaN,,NaN,,
267,-1,-10,,,53,NaN,NaN,-1,NaN,100,NaN,53,-1
268,,,,,,NaN,NaN,,NaN,,NaN,,
269,-1,-10,,,53,NaN,NaN,-1,NaN,100,NaN,54,-1
270,,,,,,NaN,NaN,,NaN,,NaN,,
271,-1,-10,,,53,NaN,NaN,-14,NaN,100,NaN,54,13
272,,,,,,NaN,NaN,,NaN,,NaN,,
273,-1,-10,,,54,NaN,NaN,-14,NaN,100,NaN,54,13
274,,,,,,NaN,NaN,,NaN,,NaN,,
275,-2,-10,,,54,NaN,NaN,-2,NaN,100,NaN,54,-2
276,,,,,,NaN,NaN,,NaN,,NaN,,
277,-2,-10,,,54,NaN,NaN,-2,NaN,100,NaN,55,-2
278,,,,,,NaN,NaN,,NaN,,NaN,,
279,-2,-10,,,54,NaN,NaN,-2,NaN,100,NaN,55,-2
280,,,,,,NaN,NaN,,NaN,,NaN,,
281,-2,-10,,,54,NaN,NaN,-2,NaN,100,NaN,55,-2
282,,,,,,NaN,NaN,,NaN,,NaN,,
283,1,-10,,,54,NaN,NaN,1,NaN,100,NaN,55,1
284,,,,,,NaN,NaN,,NaN,,NaN,,
285,1,-10,,,54,NaN,NaN,1,NaN,100,NaN,55,1
286,,,,,,NaN,NaN,,NaN,,NaN,,
287,1,-10,,,53,NaN,NaN,1,NaN,100,NaN,54,1
288,,,,,,NaN,NaN,,NaN,,NaN,,
289,1,-10,,,53,NaN,NaN,1,NaN,100,NaN,54,1
290,,,,,,NaN,NaN,,NaN,,NaN,,
291,-1,-9,,,52,NaN,NaN,-1,NaN,100,NaN,53,-1
292,,,,,,NaN,NaN,,NaN,,NaN,,
293,-1,-9,,,53,NaN,NaN,-1,NaN,100,NaN,53,-1
294,,,,,,NaN,NaN,,NaN,,NaN,,
295,-1,-9,,,53,NaN,NaN,-1,NaN,100,NaN,54,-1
296,,,,,,NaN,NaN,,NaN,,NaN,,
297,-1,-9,,,54,NaN,NaN,-1,NaN,100,NaN,55,-1
298,,,,,,NaN,NaN,,NaN,,NaN,,
299,-2,-9,,,55,NaN,NaN,-8,NaN,100,NaN,55,7
300,,,,,,NaN,NaN,,NaN,,NaN,,
301,-2,-9,,,55,NaN,NaN,-4,NaN,100,NaN,56,1
302,,,,,,NaN,NaN,,NaN,,NaN,,
303,-2,-9,26,,55,NaN,NaN,-4,NaN,100,NaN,56,1
304,,,,,,NaN,NaN,,NaN,,NaN,,
305,-2,-9,26,,55,NaN,NaN,-4,NaN,100,NaN,56,1
306,,,,,,NaN,NaN,,NaN,,NaN,,
307,-2,-9,26,,56,NaN,NaN,-3,NaN,100,NaN,56,0
308,,,,,,NaN,NaN,,NaN,,NaN,,
309,-2,-9,42,6,57,NaN,NaN,-3,NaN,100,NaN,56,0
310,,,,,,NaN,NaN,,NaN,,NaN,,
311,-2,-9,42,6,57,NaN,NaN,-3,NaN,100,NaN,57,0
312,,,,,,NaN,NaN,,NaN,,NaN,,
313,-2,-9,42,6,58,NaN,NaN,-2,NaN,100,NaN,58,-2
314,,,,,,NaN,NaN,,NaN,,NaN,,
315,-2,-9,42,6,58,NaN,NaN,-2,NaN,100,NaN,58,-2
316,,,,,,NaN,NaN,,NaN,,NaN,,
317,-2,-9,38,5,58,NaN,NaN,-2,NaN,100,NaN,58,-2
318,,,,,,NaN,NaN,,NaN,,NaN,,
319,-2,-9,38,5,59,NaN,NaN,-2,NaN,100,NaN,58,-2
320,,,,,,NaN,NaN,,NaN,,NaN,,
321,-2,-9,38,5,60,NaN,NaN,-2,NaN,100,NaN,58,-2
322,,,,,,NaN,NaN,,NaN,,NaN,,
323,-2,-9,36,5,60,NaN,NaN,-2,NaN,100,NaN,58,-2
324,,,,,,NaN,NaN,,NaN,,NaN,,
325,-2,-9,36,5,61,NaN,NaN,-2,NaN,100,NaN,58,-2
326,,,,,,NaN,NaN,,NaN,,NaN,,
327,-2,-9,36,5,62,NaN,NaN,-4,NaN,100,NaN,58,0
328,,,,,,NaN,NaN,,NaN,,NaN,,
329,-2,-9,36,5,63,NaN,NaN,-4,NaN,,NaN,,0
330,,,,,,NaN,NaN,,NaN,,NaN,,
331,-2,-9,36,7,63,NaN,NaN,-4,NaN,,NaN,,0
332,,,,,,NaN,NaN,,NaN,,NaN,,
333,-2,-9,36,7,62,NaN,NaN,-4,NaN,,NaN,,0
334,,,,,,NaN,NaN,,NaN,,NaN,,
335,-2,-9,36,7,62,NaN,NaN,-2,NaN,100,NaN,61,-2
336,,,,,,NaN,NaN,,NaN,,NaN,,
337,-2,-9,36,10,62,NaN,NaN,-2,NaN,100,NaN,62,-2
338,,,,,,NaN,NaN,,NaN,,NaN,,
339,-2,-9,36,10,62,NaN,NaN,-2,NaN,100,NaN,63,-2
340,,,,,,NaN,NaN,,NaN,,NaN,,
341,-2,-8,36,10,62,NaN,NaN,-2,NaN,100,NaN,64,-2
342,,,,,,NaN,NaN,,NaN,,NaN,,
343,-1,-8,36,10,62,NaN,NaN,-1,NaN,100,NaN,63,-1
344,,,,,,NaN,NaN,,NaN,,NaN,,
345,-1,-8,35,13,62,NaN,NaN,-1,NaN,100,NaN,63,-1
346,,,,,,NaN,NaN,,NaN,,NaN,,
347,-2,-8,35,13,62,NaN,NaN,-2,NaN,100,NaN,62,-2
348,,,,,,NaN,NaN,,NaN,,NaN,,
349,-2,-8,35,13,62,NaN,NaN,-2,NaN,100,NaN,63,-2
350,,,,,,NaN,NaN,,NaN,,NaN,,
351,-2,-8,35,14,62,NaN,NaN,-2,NaN,100,NaN,63,-2
352,,,,,,NaN,NaN,,NaN,,NaN,,
353,-2,-8,35,14,62,NaN,NaN,-5,NaN,100,NaN,63,1
354,,,,,,NaN,NaN,,NaN,,NaN,,
355,-2,-8,35,14,63,NaN,NaN,-5,NaN,100,NaN,63,1
356,,,,,,NaN,NaN,,NaN,,NaN,,
357,-2,-8,35,14,62,NaN,NaN,-4,NaN,100,NaN,63,0
358,,,,,,NaN,NaN,,NaN,,NaN,,
359,-2,-8,35,14,62,NaN,NaN,-3,NaN,100,NaN,63,0
360,,,,,,NaN,NaN,,NaN,,NaN,,
361,-2,-8,35,14,62,NaN,NaN,-3,NaN,100,NaN,63,0
362,,,,,,NaN,NaN,,NaN,,NaN,,
363,-2,-7,35,14,62,NaN,NaN,-2,NaN,100,NaN,62,-2
364,,,,,,NaN,NaN,,NaN,,NaN,,
365,-2,-7,35,15,61,NaN,NaN,-2,NaN,100,NaN,62,-2
366,,,,,,NaN,NaN,,NaN,,NaN,,
367,-2,-7,35,15,61,NaN,NaN,-5,NaN,100,NaN,62,0
368,,,,,,NaN,NaN,,NaN,,NaN,,
369,-2,-7,35,15,60,NaN,NaN,-8,NaN,100,NaN,61,3
370,,,,,,NaN,NaN,,NaN,,NaN,,
371,-2,-7,35,15,60,NaN,NaN,-6,NaN,100,NaN,61,1
372,,,,,,NaN,NaN,,NaN,,NaN,,
373,-3,-7,35,15,60,NaN,NaN,-4,NaN,100,NaN,60,-1
374,,,,,,NaN,NaN,,NaN,,NaN,,
375,-3,-7,35,15,59,NaN,NaN,-4,NaN,100,NaN,60,-1
376,,,,,,NaN,NaN,,NaN,,NaN,,
377,-3,-7,35,15,59,NaN,NaN,,NaN,100,NaN,60,
378,,,,,,NaN,NaN,,NaN,,NaN,,
379,-2,-7,35,15,59,NaN,NaN,,NaN,100,NaN,60,
380,,,,,,NaN,NaN,,NaN,,NaN,,
381,-2,-7,35,15,60,NaN,NaN,,NaN,100,NaN,60,
382,,,,,,NaN,NaN,,NaN,,NaN,,
383,-2,-7,35,15,60,NaN,NaN,,NaN,100,NaN,60,
384,,,,,,NaN,NaN,,NaN,,NaN,,
385,-2,-6,35,15,60,NaN,NaN,,NaN,100,NaN,61,
386,,,,,,NaN,NaN,,NaN,,NaN,,
387,-2,-6,35,15,60,NaN,NaN,,NaN,100,NaN,60,
388,,,,,,NaN,NaN,,NaN,,NaN,,
389,-2,-6,35,15,59,NaN,NaN,-2,NaN,100,NaN,60,-2
390,,,,,,NaN,NaN,,NaN,,NaN,,
391,-2,-6,35,15,59,NaN,NaN,-2,NaN,100,NaN,59,-2
392,,,,,,NaN,NaN,,NaN,,NaN,,
393,-2,-6,35,15,58,NaN,NaN,-6,NaN,100,NaN,59,2
394,,,,,,NaN,NaN,,NaN,,NaN,,
395,-2,-6,35,15,58,NaN,NaN,-4,NaN,100,NaN,59,1
396,,,,,,NaN,NaN,,NaN,,NaN,,
397,-2,-6,35,15,58,NaN,NaN,-3,NaN,100,NaN,59,0
398,,,,,,NaN,NaN,,NaN,,NaN,,
399,-2,-6,35,15,59,NaN,NaN,-3,NaN,100,NaN,59,0
400,,,,,,NaN,NaN,,NaN,,NaN,,
401,-2,-6,35,15,59,NaN,NaN,-4,NaN,100,NaN,59,0
402,,,,,,NaN,NaN,,NaN,,NaN,,
403,-2,-6,35,15,58,NaN,NaN,-4,NaN,100,NaN,59,0
404,,,,,,NaN,NaN,,NaN,,NaN,,
405,-2,-6,35,15,58,NaN,NaN,-2,NaN,100,NaN,59,-2
406,,,,,,NaN,NaN,,NaN,,NaN,,
407,-2,-6,35,15,57,NaN,NaN,,NaN,100,NaN,58,
408,,,,,,NaN,NaN,,NaN,,NaN,,
409,-2,-6,34,15,57,NaN,NaN,,NaN,100,NaN,58,
410,,,,,,NaN,NaN,,NaN,,NaN,,
411,-2,-6,34,15,57,NaN,NaN,,NaN,100,NaN,58,
412,,,,,,NaN,NaN,,NaN,,NaN,,
413,-2,-6,34,15,58,NaN,NaN,,NaN,100,NaN,58,
414,,,,,,NaN,NaN,,NaN,,NaN,,
415,-2,-6,34,15,58,NaN,NaN,,NaN,100,NaN,59,
416,,,,,,NaN,NaN,,NaN,,NaN,,
417,-2,-6,34,15,59,NaN,NaN,,NaN,100,NaN,59,
418,,,,,,NaN,NaN,,NaN,,NaN,,
419,-2,-6,34,15,59,NaN,NaN,-2,NaN,100,NaN,60,-2
420,,,,,,NaN,NaN,,NaN,,NaN,,
421,-2,-6,34,15,60,NaN,NaN,-4,NaN,100,NaN,60,-2
422,,,,,,NaN,NaN,,NaN,,NaN,,
423,-2,-6,35,15,60,NaN,NaN,-4,NaN,100,NaN,60,-1
424,,,,,,NaN,NaN,,NaN,,NaN,,
425,-2,-6,35,15,60,NaN,NaN,-4,NaN,100,NaN,61,-1
426,,,,,,NaN,NaN,,NaN,,NaN,,
427,-2,-6,35,15,61,NaN,NaN,-4,NaN,100,NaN,61,-1
428,,,,,,NaN,NaN,,NaN,,NaN,,
429,-3,-6,35,15,61,NaN,NaN,-3,NaN,100,NaN,62,-3
430,,,,,,NaN,NaN,,NaN,,NaN,,
431,-3,-6,35,15,62,NaN,NaN,-3,NaN,100,NaN,62,-3
432,,,,,,NaN,NaN,,NaN,,NaN,,
