time,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/ART_MBP
0,NaN,NaN,,,,NaN,,,,NaN,,,
1,-495.6260070800781,-4.9562602043151855,,,,-499.346923828125,,,,-4.9562602043151855,,,
2,-495.6240234375,-4.956240177154541,,,,-499.344970703125,,,,-4.956240177154541,,,
3,NaN,NaN,,,,NaN,,,,NaN,,,
4,NaN,NaN,92,-3,-2,NaN,85,89,-3,NaN,,,-3
5,NaN,NaN,,,,NaN,,,,NaN,,,
6,NaN,NaN,91,-2,-3,NaN,95,93,-5,NaN,,,-3
7,NaN,NaN,,,,NaN,,,,NaN,,,
8,NaN,NaN,90,-1,-3,NaN,94,97,-5,NaN,,,-3
9,NaN,NaN,,,,NaN,,,,NaN,,,
10,NaN,NaN,90,-1,-3,NaN,91,98,-5,NaN,,,-3
11,NaN,NaN,,,,NaN,,,,NaN,,,
12,NaN,NaN,89,-1,-3,NaN,89,98,-5,NaN,,,-3
13,NaN,NaN,,,,NaN,,,,NaN,,,
14,NaN,NaN,87,-2,-3,NaN,88,98,-5,NaN,,,-3
15,NaN,NaN,,,,NaN,,,,NaN,,,
16,NaN,NaN,87,-2,-3,NaN,87,99,-5,NaN,,,-3
17,NaN,NaN,,,,NaN,,,,NaN,,,
18,NaN,NaN,87,-3,-3,NaN,88,99,-3,NaN,,,-3
19,NaN,NaN,,,,NaN,,,,NaN,,,
20,NaN,NaN,87,-3,-3,NaN,89,99,-3,NaN,,,-3
21,NaN,NaN,,,,NaN,,,,NaN,,,
22,NaN,NaN,87,-3,-2,NaN,91,99,-3,NaN,,,-3
23,NaN,NaN,,,,NaN,,,,NaN,,,
24,NaN,NaN,90,-3,-2,NaN,91,99,-3,NaN,,,-3
25,NaN,NaN,,,,NaN,,,,NaN,,,
26,NaN,NaN,90,-3,-2,NaN,91,99,-3,NaN,,,-3
27,NaN,NaN,,,,NaN,,,,NaN,,,
28,NaN,NaN,90,-3,-2,NaN,90,98,-3,NaN,,,-3
29,NaN,NaN,,,,NaN,,,,NaN,,,
30,NaN,NaN,88,-3,-3,NaN,89,99,-3,NaN,,,-3
31,NaN,NaN,,,,NaN,,,,NaN,,,
32,NaN,NaN,88,-3,-3,NaN,89,99,-3,NaN,,,-3
33,NaN,NaN,,,,NaN,,,,NaN,,,
34,NaN,NaN,88,-2,-3,NaN,90,99,-2,NaN,,,-2
35,NaN,NaN,,,,NaN,,,,NaN,,,
36,NaN,NaN,88,-2,-3,NaN,91,98,-2,NaN,,,-2
37,NaN,NaN,,,,NaN,,,,NaN,,,
38,NaN,NaN,90,-2,-3,NaN,91,99,-2,NaN,,,-2
39,NaN,NaN,,,,NaN,,,,NaN,,,
40,NaN,NaN,90,-2,-3,NaN,91,99,-2,NaN,,,-2
41,NaN,NaN,,,,NaN,,,,NaN,,,
42,NaN,NaN,90,-2,-3,NaN,90,99,-2,NaN,,,-2
43,NaN,NaN,,,,NaN,,,,NaN,,,
44,NaN,NaN,89,-2,-3,NaN,90,99,-2,NaN,,,-2
45,NaN,NaN,,,,NaN,,,,NaN,,,
46,NaN,NaN,89,-2,-3,NaN,90,99,-2,NaN,,,-2
47,NaN,NaN,,,,NaN,,,,NaN,,,
48,NaN,NaN,90,-2,-3,NaN,91,99,-2,NaN,,,-2
49,NaN,NaN,,,,NaN,,,,NaN,,,
50,NaN,NaN,90,1,-3,NaN,93,99,-9,NaN,,,-2
51,NaN,NaN,,,,NaN,,,,NaN,,,
52,NaN,NaN,90,0,-3,NaN,94,99,-8,NaN,,,-3
53,NaN,NaN,,,,NaN,,,,NaN,,,
54,NaN,NaN,93,0,-3,NaN,94,99,-8,NaN,,,-3
55,NaN,NaN,,,,NaN,,,,NaN,,,
56,NaN,NaN,94,0,-3,NaN,94,99,-8,NaN,,,-3
57,NaN,NaN,,,,NaN,,,,NaN,,,
58,NaN,NaN,94,1,-3,NaN,94,99,1,NaN,,,1
59,NaN,NaN,,,,NaN,,,,NaN,,,
60,NaN,NaN,95,1,-3,NaN,93,99,1,NaN,,,1
61,NaN,NaN,,,,NaN,,,,NaN,,,
62,NaN,NaN,92,-1,-3,NaN,92,99,-1,NaN,,,-1
63,NaN,NaN,,,,NaN,,,,NaN,,,
64,NaN,NaN,90,-1,-3,NaN,90,99,-1,NaN,,,-1
65,NaN,NaN,,,,NaN,,,,NaN,,,
66,NaN,NaN,87,1,-3,NaN,87,99,1,NaN,,,1
67,NaN,NaN,,,,NaN,,,,NaN,,,
68,NaN,NaN,85,1,-3,NaN,86,99,1,NaN,,,1
69,NaN,NaN,,,,NaN,,,,NaN,,,
70,NaN,NaN,85,1,-3,NaN,86,99,1,NaN,,,1
71,NaN,NaN,,,,NaN,,,,NaN,,,
72,NaN,NaN,85,1,-3,NaN,85,99,1,NaN,,,1
73,NaN,NaN,,,,NaN,,,,NaN,,,
74,NaN,NaN,84,-1,-3,NaN,85,99,-1,NaN,,,-1
75,NaN,NaN,,,,NaN,,,,NaN,,,
76,NaN,NaN,84,-1,-3,NaN,84,100,-1,NaN,,,-1
77,NaN,NaN,,,,NaN,,,,NaN,,,
78,NaN,NaN,83,-1,-4,NaN,84,100,-1,NaN,,,-1
79,NaN,NaN,,,,NaN,,,,NaN,,,
80,NaN,NaN,83,-1,-4,NaN,85,100,-1,NaN,,,-1
81,NaN,NaN,,,,NaN,,,,NaN,,,
82,NaN,NaN,86,-2,-4,NaN,89,100,-2,NaN,,,-2
83,NaN,NaN,,,,NaN,,,,NaN,,,
84,NaN,NaN,87,-2,-4,NaN,91,100,-2,NaN,,,-2
85,NaN,NaN,,,,NaN,,,,NaN,,,
86,NaN,NaN,90,1,-4,NaN,91,100,-6,NaN,,,-2
87,NaN,NaN,,,,NaN,,,,NaN,,,
88,NaN,NaN,90,20,-4,NaN,91,100,-20,NaN,,,-3
89,NaN,NaN,,,,NaN,,,,NaN,,,
90,NaN,NaN,90,20,-5,NaN,89,99,-20,NaN,,0,-3
91,NaN,NaN,,,,NaN,,,,NaN,,,
92,NaN,NaN,88,1,-5,NaN,87,99,1,NaN,,0,1
93,NaN,NaN,,,,NaN,,,,NaN,,,
94,NaN,NaN,87,1,-4,NaN,87,100,1,NaN,,0,1
95,NaN,NaN,,,,NaN,,,,NaN,,,
96,NaN,NaN,85,1,-4,NaN,87,100,1,NaN,,0,1
97,NaN,NaN,,,,NaN,,,,NaN,,,
98,NaN,NaN,85,1,-4,NaN,86,100,1,NaN,,0,1
99,NaN,NaN,,,,NaN,,,,NaN,,,
100,NaN,NaN,85,1,-4,NaN,86,100,1,NaN,,0,1
101,NaN,NaN,,,,NaN,,,,NaN,,,
102,NaN,NaN,86,0,-4,NaN,87,99,0,NaN,,0,0
103,NaN,NaN,,,,NaN,,,,NaN,,,
104,NaN,NaN,88,1,-4,NaN,88,100,1,NaN,,0,1
105,NaN,NaN,,,,NaN,,,,NaN,,,
106,NaN,NaN,88,1,-4,NaN,88,99,1,NaN,,0,1
107,NaN,NaN,,,,NaN,,,,NaN,,,
108,NaN,NaN,87,0,-5,NaN,88,99,0,NaN,,0,0
109,NaN,NaN,,,,NaN,,,,NaN,,,
110,NaN,NaN,85,0,-5,NaN,86,99,0,NaN,,0,0
111,NaN,NaN,,,,NaN,,,,NaN,,,
112,NaN,NaN,85,0,-5,NaN,86,99,0,NaN,,0,0
113,NaN,NaN,,,,NaN,,,,NaN,,,
114,NaN,NaN,84,2,-5,NaN,86,99,-3,NaN,,0,0
115,NaN,NaN,,,,NaN,,,,NaN,,,
116,NaN,NaN,85,5,-5,NaN,85,100,-9,NaN,,0,-3
117,NaN,NaN,,,,NaN,,,,NaN,,,
118,NaN,NaN,83,18,-5,NaN,84,100,-5,NaN,,0,4
119,NaN,NaN,,,,NaN,,,,NaN,,,
120,NaN,NaN,82,46,-5,NaN,83,100,-3,NaN,,0,17
121,NaN,NaN,,,,NaN,,,,NaN,,,
122,NaN,NaN,82,87,-5,NaN,83,100,-8,NaN,,0,36
123,NaN,NaN,,,,NaN,,,,NaN,,,
124,NaN,NaN,83,57,-5,NaN,83,100,26,NaN,,0,38
125,NaN,NaN,,,,NaN,,,,NaN,,,
126,NaN,NaN,84,46,-5,NaN,84,100,6,NaN,,0,25
127,NaN,NaN,,,,NaN,,,,NaN,,,
128,NaN,NaN,85,44,-5,NaN,84,100,8,NaN,,0,24
129,NaN,NaN,,,,NaN,,,,NaN,,,
130,NaN,NaN,85,44,-5,NaN,85,99,8,NaN,,0,24
131,NaN,NaN,,,,NaN,,,,NaN,,,
132,NaN,NaN,87,25,-5,NaN,88,99,25,NaN,,0,25
133,NaN,NaN,,,,NaN,,,,NaN,,,
134,NaN,NaN,87,25,-5,NaN,88,99,25,NaN,,0,25
135,NaN,NaN,,,,NaN,,,,NaN,,,
136,NaN,NaN,93,25,-5,NaN,92,99,25,NaN,,0,25
137,NaN,NaN,,,,NaN,,,,NaN,,,
138,NaN,NaN,93,26,-5,NaN,93,99,23,NaN,,0,25
139,NaN,NaN,,,,NaN,,,,NaN,,,
140,NaN,NaN,93,26,-5,NaN,93,99,23,NaN,,0,25
141,NaN,NaN,,,,NaN,,,,NaN,,,
142,NaN,NaN,93,26,-5,NaN,93,99,26,NaN,,0,26
143,NaN,NaN,,,,NaN,,,,NaN,,,
144,NaN,NaN,92,26,-5,NaN,93,99,23,NaN,,0,26
145,NaN,NaN,,,,NaN,,,,NaN,,,
146,NaN,NaN,93,26,-5,NaN,93,99,23,NaN,,0,26
147,NaN,NaN,,,,NaN,,,,NaN,,,
148,NaN,NaN,93,25,-5,NaN,93,99,25,NaN,,0,25
149,NaN,NaN,,,,NaN,,,,NaN,,,
150,NaN,NaN,93,25,-5,NaN,93,99,25,NaN,,0,25
151,NaN,NaN,,,,NaN,,,,NaN,,,
152,NaN,NaN,93,26,-5,NaN,94,99,26,NaN,,0,26
153,NaN,NaN,,,,NaN,,,,NaN,,,
154,NaN,NaN,95,26,-5,NaN,95,99,26,NaN,,0,26
155,NaN,NaN,,,,NaN,,,,NaN,,,
156,NaN,NaN,96,26,-5,NaN,96,99,26,NaN,,0,26
157,NaN,NaN,,,,NaN,,,,NaN,,,
158,NaN,NaN,95,26,-5,NaN,96,100,26,NaN,,0,26
159,NaN,NaN,,,,NaN,,,,NaN,,,
160,NaN,NaN,94,26,-5,NaN,95,100,26,NaN,,0,26
161,NaN,NaN,,,,NaN,,,,NaN,,,
162,NaN,NaN,96,26,-5,NaN,96,100,26,NaN,,0,26
163,NaN,NaN,,,,NaN,,,,NaN,,,
164,NaN,NaN,96,26,-5,NaN,96,100,26,NaN,,0,26
165,NaN,NaN,,,,NaN,,,,NaN,,,
166,NaN,NaN,93,26,-6,NaN,95,100,26,NaN,,0,26
167,NaN,NaN,,,,NaN,,,,NaN,,,
168,NaN,NaN,90,26,-6,NaN,91,100,26,NaN,,0,26
169,NaN,NaN,,,,NaN,,,,NaN,,,
170,NaN,NaN,87,26,-6,NaN,88,100,26,NaN,,0,26
171,NaN,NaN,,,,NaN,,,,NaN,,,
172,NaN,NaN,86,26,-6,NaN,87,100,26,NaN,,0,26
173,NaN,NaN,,,,NaN,,,,NaN,,,
174,NaN,NaN,87,26,-6,NaN,87,100,26,NaN,,0,26
175,NaN,NaN,,,,NaN,,,,NaN,,,
176,NaN,NaN,88,26,-6,NaN,88,100,26,NaN,,0,26
177,NaN,NaN,,,,NaN,,,,NaN,,,
178,NaN,NaN,87,26,-6,NaN,87,100,26,NaN,,0,26
179,NaN,NaN,,,,NaN,,,,NaN,,,
180,NaN,NaN,87,26,-6,NaN,88,100,26,NaN,,0,26
181,NaN,NaN,,,,NaN,,,,NaN,,,
182,NaN,NaN,87,26,-6,NaN,87,100,26,NaN,,0,26
183,NaN,NaN,,,,NaN,,,,NaN,,,
184,NaN,NaN,87,26,-6,NaN,87,100,22,NaN,,0,25
185,NaN,NaN,,,,NaN,,,,NaN,,,
186,NaN,NaN,87,26,-6,NaN,87,100,23,NaN,,0,25
187,NaN,NaN,,,,NaN,,,,NaN,,,
188,NaN,NaN,88,26,-6,NaN,89,100,23,NaN,,0,25
189,NaN,NaN,,,,NaN,,,,NaN,,,
190,NaN,NaN,90,25,-6,NaN,91,99,25,NaN,,0,25
191,NaN,NaN,,,,NaN,,,,NaN,,,
192,NaN,NaN,89,25,-6,NaN,91,99,25,NaN,,0,25
193,NaN,NaN,,,,NaN,,,,NaN,,,
194,NaN,NaN,88,26,-6,NaN,89,99,26,NaN,,0,26
195,NaN,NaN,,,,NaN,,,,NaN,,,
196,NaN,NaN,86,26,-6,NaN,87,99,26,NaN,,0,26
197,NaN,NaN,,,,NaN,,,,NaN,,,
198,NaN,NaN,84,26,-6,NaN,85,99,26,NaN,,0,26
199,NaN,NaN,,,,NaN,,,,NaN,,,
200,NaN,NaN,84,26,-6,NaN,85,99,26,NaN,,0,26
201,NaN,NaN,,,,NaN,,,,NaN,,,
202,NaN,NaN,86,26,-6,NaN,86,99,26,NaN,,0,26
203,NaN,NaN,,,,NaN,,,,NaN,,,
204,NaN,NaN,89,26,-6,NaN,88,99,26,NaN,,0,26
205,NaN,NaN,,,,NaN,,,,NaN,,,
206,NaN,NaN,88,26,-6,NaN,88,99,26,NaN,,0,26
207,NaN,NaN,,,,NaN,,,,NaN,,,
208,NaN,NaN,84,26,-6,NaN,87,99,26,NaN,,0,26
209,NaN,NaN,,,,NaN,,,,NaN,,,
210,NaN,NaN,83,26,-6,NaN,87,99,26,NaN,,0,26
211,NaN,NaN,,,,NaN,,,,NaN,,,
212,NaN,NaN,86,26,-6,NaN,86,99,24,NaN,,0,26
213,NaN,NaN,,,,NaN,,,,NaN,,,
214,NaN,NaN,86,27,-7,NaN,87,99,24,NaN,,0,26
215,NaN,NaN,,,,NaN,,,,NaN,,,
216,NaN,NaN,83,27,-7,NaN,85,99,24,NaN,,0,26
217,NaN,NaN,,,,NaN,,,,NaN,,,
218,NaN,NaN,83,27,-7,NaN,85,99,24,NaN,,0,26
219,NaN,NaN,,,,NaN,,,,NaN,,,
220,NaN,NaN,83,27,-7,NaN,85,99,24,NaN,,0,26
221,NaN,NaN,,,,NaN,,,,NaN,,,
222,NaN,NaN,91,26,-7,NaN,89,99,26,NaN,,0,26
223,NaN,NaN,,,,NaN,,,,NaN,,,
224,NaN,NaN,84,26,-7,NaN,89,100,26,NaN,,0,26
225,NaN,NaN,,,,NaN,,,,NaN,,,
226,NaN,NaN,75,26,-7,NaN,85,99,26,NaN,,0,26
227,NaN,NaN,,,,NaN,,,,NaN,,,
228,NaN,NaN,65,26,-7,NaN,76,99,26,NaN,,0,26
229,NaN,NaN,,,,NaN,,,,NaN,,,
230,NaN,NaN,64,26,-7,NaN,76,99,20,NaN,,0,26
231,NaN,NaN,,,,NaN,,,,NaN,,,
232,NaN,NaN,73,28,-7,NaN,72,99,23,NaN,,0,25
233,NaN,NaN,,,,NaN,,,,NaN,,,
234,NaN,NaN,80,28,-7,NaN,78,99,23,NaN,,0,25
235,NaN,NaN,,,,NaN,,,,NaN,,,
236,NaN,NaN,80,28,-7,NaN,81,99,23,NaN,,,25
237,NaN,NaN,,,,NaN,,,,NaN,,,
238,NaN,NaN,85,26,-7,NaN,84,100,26,NaN,,,26
239,NaN,NaN,,,,NaN,,,,NaN,,,
240,NaN,NaN,87,30,-7,NaN,86,100,18,NaN,,,25
241,NaN,NaN,,,,NaN,,,,NaN,,,
242,NaN,NaN,87,31,-7,NaN,87,100,20,NaN,,,25
243,NaN,NaN,,,,NaN,,,,NaN,,,
244,NaN,NaN,87,31,-7,NaN,87,100,20,NaN,,,25
245,NaN,NaN,,,,NaN,,,,NaN,,,
246,NaN,NaN,89,26,-7,NaN,88,100,26,NaN,,,26
247,NaN,NaN,,,,NaN,,,,NaN,,,
248,NaN,NaN,90,26,-7,NaN,92,100,26,NaN,,,26
249,NaN,NaN,,,,NaN,,,,NaN,,,
250,NaN,NaN,92,44,-7,NaN,92,100,9,NaN,,,24
251,NaN,NaN,,,,NaN,,,,NaN,,,
252,NaN,NaN,96,54,-7,NaN,96,100,-40,NaN,,,10
253,NaN,NaN,,,,NaN,,,,NaN,,,
254,NaN,NaN,96,54,-7,NaN,96,100,-40,NaN,,,10
255,NaN,NaN,,,,NaN,,,,NaN,,,
256,NaN,NaN,99,,-7,NaN,99,100,,NaN,,,10
257,NaN,NaN,,,,NaN,,,,NaN,,,
258,NaN,NaN,98,,-7,NaN,99,100,,NaN,,,245
259,NaN,NaN,,,,NaN,,,,NaN,,,
260,NaN,NaN,98,,-7,NaN,98,100,,NaN,,,245
261,NaN,NaN,,,,NaN,,,,NaN,,,
262,NaN,NaN,98,,-7,NaN,99,100,,NaN,,,1
263,NaN,NaN,,,,NaN,,,,NaN,,,
264,NaN,NaN,98,,-7,NaN,99,100,,NaN,,,1
265,NaN,NaN,,,,NaN,,,,NaN,,,
266,NaN,NaN,100,,-7,NaN,100,100,,NaN,,,16
267,NaN,NaN,,,,NaN,,,,NaN,,,
268,NaN,NaN,100,,-7,NaN,100,100,,NaN,,,16
269,NaN,NaN,,,,NaN,,,,NaN,,,
270,NaN,NaN,98,,-7,NaN,98,100,,NaN,,,22
271,NaN,NaN,,,,NaN,,,,NaN,,,
272,NaN,NaN,97,,-7,NaN,98,100,,NaN,,,22
273,NaN,NaN,,,,NaN,,,,NaN,,,
274,NaN,NaN,99,,-7,NaN,100,100,,NaN,,,21
275,NaN,NaN,,,,NaN,,,,NaN,,,
276,NaN,NaN,105,,-7,NaN,103,100,,NaN,,,21
277,NaN,NaN,,,,NaN,,,,NaN,,,
278,NaN,NaN,106,,-7,NaN,107,100,,NaN,,,21
279,NaN,NaN,,,,NaN,,,,NaN,,,
280,NaN,NaN,108,,-7,NaN,108,100,,NaN,,,21
281,NaN,NaN,,,,NaN,,,,NaN,,,
282,NaN,NaN,108,,-7,NaN,108,100,,NaN,,,21
283,NaN,NaN,,,,NaN,,,,NaN,,,
284,NaN,NaN,110,,-7,NaN,110,100,,NaN,,,21
285,NaN,NaN,,,,NaN,,,,NaN,,,
286,NaN,NaN,110,,-7,NaN,110,100,,NaN,,,21
287,NaN,NaN,,,,NaN,,,,NaN,,,
288,NaN,NaN,109,,-7,NaN,109,100,,NaN,,,21
289,NaN,NaN,,,,NaN,,,,NaN,,,
290,NaN,NaN,108,,-7,NaN,108,100,,NaN,,,21
291,NaN,NaN,,,,NaN,,,,NaN,,,
292,NaN,NaN,106,,-7,NaN,107,100,,NaN,,,21
293,NaN,NaN,,,,NaN,,,,NaN,,,
294,NaN,NaN,106,,-7,NaN,106,100,,NaN,,,21
295,NaN,NaN,,,,NaN,,,,NaN,,,
296,NaN,NaN,105,,-7,NaN,106,100,,NaN,,,21
297,NaN,NaN,,,,NaN,,,,NaN,,,
298,NaN,NaN,105,,-7,NaN,105,100,,NaN,,,21
299,NaN,NaN,,,,NaN,,,,NaN,,,
300,NaN,NaN,105,,-7,NaN,105,100,,NaN,,,21
301,NaN,NaN,,,,NaN,,,,NaN,,,
302,NaN,NaN,104,,-7,NaN,105,100,,NaN,,,21
303,NaN,NaN,,,,NaN,,,,NaN,,,
304,NaN,NaN,103,,-7,NaN,103,100,,NaN,,,21
305,NaN,NaN,,,,NaN,,,,NaN,,,
306,NaN,NaN,100,,-7,NaN,100,100,,NaN,,,21
307,NaN,NaN,,,,NaN,,,,NaN,,,
308,NaN,NaN,97,,-7,NaN,98,100,,NaN,,,21
309,NaN,NaN,,,,NaN,,,,NaN,,,
310,NaN,NaN,97,,-7,NaN,98,100,,NaN,,,21
311,NaN,NaN,,,,NaN,,,,NaN,,,
312,NaN,NaN,93,,-7,NaN,94,100,,NaN,,,19
313,NaN,NaN,,,,NaN,,,,NaN,,,
314,NaN,NaN,93,,-7,NaN,93,100,,NaN,,,19
315,NaN,NaN,,,,NaN,,,,NaN,,,
316,NaN,NaN,91,,-7,NaN,92,100,,NaN,,,19
317,NaN,NaN,,,,NaN,,,,NaN,,,
318,NaN,NaN,89,,-7,NaN,91,100,,NaN,,,21
319,NaN,NaN,,,,NaN,,,,NaN,,,
320,NaN,NaN,87,,-7,NaN,91,100,,NaN,,,21
321,NaN,NaN,,,,NaN,,,,NaN,,,
322,NaN,NaN,86,,-7,NaN,87,100,,NaN,,,20
323,NaN,NaN,,,,NaN,,,,NaN,,,
324,NaN,NaN,85,,-7,NaN,86,100,,NaN,,,20
325,NaN,NaN,,,,NaN,,,,NaN,,,
326,NaN,NaN,83,,-7,NaN,84,100,,NaN,,,20
327,NaN,NaN,,,,NaN,,,,NaN,,,
328,NaN,NaN,83,,-7,NaN,84,100,,NaN,,,20
329,NaN,NaN,,,,NaN,,,,NaN,,,
330,NaN,NaN,81,,-7,NaN,82,100,,NaN,,,20
331,NaN,NaN,,,,NaN,,,,NaN,,,
332,NaN,NaN,81,,-7,NaN,82,100,,NaN,,,20
333,NaN,NaN,,,,NaN,,,,NaN,,,
334,NaN,NaN,79,,-7,NaN,80,100,,NaN,,,20
335,NaN,NaN,,,,NaN,,,,NaN,,,
336,NaN,NaN,78,,-7,NaN,79,100,,NaN,,,20
337,NaN,NaN,,,,NaN,,,,NaN,,,
338,NaN,NaN,78,,-8,NaN,79,100,,NaN,,,20
339,NaN,NaN,,,,NaN,,,,NaN,,,
340,NaN,NaN,77,,-8,NaN,78,100,,NaN,,,20
341,NaN,NaN,,,,NaN,,,,NaN,,,
342,NaN,NaN,78,,-8,NaN,79,100,,NaN,,,20
343,NaN,NaN,,,,NaN,,,,NaN,,,
344,NaN,NaN,79,,-8,NaN,79,100,,NaN,,,20
345,NaN,NaN,,,,NaN,,,,NaN,,,
346,NaN,NaN,78,,-7,NaN,79,100,,NaN,,,20
347,NaN,NaN,,,,NaN,,,,NaN,,,
348,NaN,NaN,76,,-7,NaN,78,100,,NaN,,,20
349,NaN,NaN,,,,NaN,,,,NaN,,,
350,NaN,NaN,74,,-7,NaN,76,100,,NaN,,,20
351,NaN,NaN,,,,NaN,,,,NaN,,,
352,NaN,NaN,72,,-7,NaN,74,100,,NaN,,,21
353,NaN,NaN,,,,NaN,,,,NaN,,,
354,NaN,NaN,74,,-7,NaN,74,100,,NaN,,,21
355,NaN,NaN,,,,NaN,,,,NaN,,,
356,NaN,NaN,75,,-7,NaN,75,100,,NaN,,,20
357,NaN,NaN,,,,NaN,,,,NaN,,,
358,NaN,NaN,78,,-7,NaN,78,100,,NaN,,,20
359,NaN,NaN,,,,NaN,,,,NaN,,,
360,NaN,NaN,79,,-7,NaN,79,100,,NaN,,,20
361,NaN,NaN,,,,NaN,,,,NaN,,,
362,NaN,NaN,79,,-7,NaN,79,100,,NaN,,,20
363,NaN,NaN,,,,NaN,,,,NaN,,,
364,NaN,NaN,79,,-7,NaN,80,100,,NaN,,,20
365,NaN,NaN,,,,NaN,,,,NaN,,,
366,NaN,NaN,80,,-7,NaN,80,100,,NaN,,,20
367,NaN,NaN,,,,NaN,,,,NaN,,,
368,NaN,NaN,80,,-7,NaN,80,100,,NaN,,,20
369,NaN,NaN,,,,NaN,,,,NaN,,,
370,NaN,NaN,79,,-7,NaN,80,100,,NaN,,,20
371,NaN,NaN,,,,NaN,,,,NaN,,,
372,NaN,NaN,78,,-7,NaN,79,100,,NaN,,,20
373,NaN,NaN,,,,NaN,,,,NaN,,,
374,NaN,NaN,78,,-7,NaN,79,100,,NaN,,,19
375,NaN,NaN,,,,NaN,,,,NaN,,,
376,NaN,NaN,79,31,-7,NaN,79,100,8,NaN,,,20
377,NaN,NaN,,,,NaN,,,,NaN,,,
378,NaN,NaN,79,34,-7,NaN,79,100,-2,NaN,,,20
379,NaN,NaN,,,,NaN,,,,NaN,,,
380,NaN,NaN,77,34,-8,NaN,78,100,-2,NaN,,,20
381,NaN,NaN,,,,NaN,,,,NaN,,,
382,NaN,NaN,77,34,-8,NaN,78,100,-2,NaN,,,20
383,NaN,NaN,,,,NaN,,,,NaN,,,
384,NaN,NaN,75,20,-7,NaN,76,100,20,NaN,,,20
385,NaN,NaN,,,,NaN,,,,NaN,,,
386,NaN,NaN,75,20,-7,NaN,76,100,20,NaN,,,20
387,NaN,NaN,,,,NaN,,,,NaN,,,
388,NaN,NaN,75,20,-7,NaN,76,100,20,NaN,,,20
389,NaN,NaN,,,,NaN,,,,NaN,,,
390,NaN,NaN,75,20,-7,NaN,76,100,20,NaN,,,20
391,NaN,NaN,,,,NaN,,,,NaN,,,
392,NaN,NaN,76,20,-7,NaN,76,100,20,NaN,,,20
393,NaN,NaN,,,,NaN,,,,NaN,,,
394,NaN,NaN,77,20,-7,NaN,76,100,20,NaN,,,20
395,NaN,NaN,,,,NaN,,,,NaN,,,
396,NaN,NaN,77,20,-8,NaN,77,100,20,NaN,,,20
397,NaN,NaN,,,,NaN,,,,NaN,,,
398,NaN,NaN,77,20,-8,NaN,77,100,20,NaN,,,20
399,NaN,NaN,,,,NaN,,,,NaN,,,
400,NaN,NaN,76,30,-8,NaN,77,100,9,NaN,,,19
401,NaN,NaN,,,,NaN,,,,NaN,,,
402,NaN,NaN,76,28,-8,NaN,77,100,12,NaN,,,19
403,NaN,NaN,,,,NaN,,,,NaN,,,
404,NaN,NaN,76,28,-8,NaN,77,100,12,NaN,,,19
405,NaN,NaN,,,,NaN,,,,NaN,,,
406,NaN,NaN,76,19,-8,NaN,77,100,19,NaN,,,19
407,NaN,NaN,,,,NaN,,,,NaN,,,
408,NaN,NaN,76,19,-8,NaN,77,100,19,NaN,,,19
409,NaN,NaN,,,,NaN,,,,NaN,,,
410,NaN,NaN,76,22,-8,NaN,77,100,20,NaN,,,19
411,NaN,NaN,,,,NaN,,,,NaN,,,
412,NaN,NaN,76,22,-8,NaN,76,100,20,NaN,,,19
413,NaN,NaN,,,,NaN,,,,NaN,,,
414,NaN,NaN,76,22,-8,NaN,77,100,20,NaN,,,19
415,NaN,NaN,,,,NaN,,,,NaN,,,
416,NaN,NaN,76,19,-8,NaN,77,100,19,NaN,,,19
417,NaN,NaN,,,,NaN,,,,NaN,,,
418,NaN,NaN,76,19,-8,NaN,77,100,19,NaN,,,19
419,NaN,NaN,,,,NaN,,,,NaN,,,
420,NaN,NaN,77,19,-8,NaN,77,100,19,NaN,,,19
421,NaN,NaN,,,,NaN,,,,NaN,,,
422,NaN,NaN,77,19,-8,NaN,77,100,19,NaN,,,19
423,NaN,NaN,,,,NaN,,,,NaN,,,
424,NaN,NaN,77,20,-8,NaN,77,100,20,NaN,,,20
425,NaN,NaN,,,,NaN,,,,NaN,,,
426,NaN,NaN,76,20,-8,NaN,77,100,20,NaN,,,20
427,NaN,NaN,,,,NaN,,,,NaN,,,
428,NaN,NaN,76,20,-8,NaN,77,100,20,NaN,,,20
429,NaN,NaN,,,,NaN,,,,NaN,,,
430,NaN,NaN,77,20,-8,NaN,77,100,20,NaN,,,20
431,NaN,NaN,,,,NaN,,,,NaN,,,
432,NaN,NaN,77,20,-8,NaN,77,100,20,NaN,,,20
433,NaN,NaN,,,,NaN,,,,NaN,,,
434,NaN,NaN,77,20,-8,NaN,78,100,20,NaN,,,20
435,NaN,NaN,,,,NaN,,,,NaN,,,
436,NaN,NaN,78,20,-8,NaN,78,100,20,NaN,,,20
437,NaN,NaN,,,,NaN,,,,NaN,,,
438,NaN,NaN,78,20,-8,NaN,78,100,20,NaN,,,20
439,NaN,NaN,,,,NaN,,,,NaN,,,
440,NaN,NaN,79,20,-8,NaN,79,100,20,NaN,,,20
441,NaN,NaN,,,,NaN,,,,NaN,,,
442,NaN,NaN,79,20,-8,NaN,80,100,20,NaN,,,20
